#OTUID	CANON_B10_22_X	CANON_B13_22_X	CANON_B17_22_X	CANON_B1_22_X	CANON_CBI1_22_X	CANON_CBI4_22_X	CANON_CBI5_22_X	CANON_CBI8_22_X
ASV_9651	0	2	1	0	0	0	1	1
ASV_9659	12	24	0	12	0	3	19	12
ASV_9661	0	0	0	0	56	0	0	0
ASV_9665	0	1	0	0	0	5	2	17
ASV_9666	0	0	0	0	0	1	0	0
ASV_9670	0	0	16	3	0	0	1	0
ASV_9672	0	0	0	0	0	0	0	0
ASV_9673	3	5	9	14	6	0	1	21
ASV_9675	39	23	7	1	0	7	4	4
ASV_9677	0	0	0	0	0	0	0	0
ASV_9678	0	0	1	0	0	0	0	0
ASV_9680	0	0	1	5	0	0	0	0
ASV_9681	0	0	0	2	0	5	0	0
ASV_9682	3	2	2	0	0	1	0	5
ASV_9683	0	2	25	25	126	0	0	18
ASV_9684	0	0	0	1	0	0	0	41
ASV_9690	0	10	108	0	0	20	0	0
ASV_9693	0	0	0	0	0	0	0	38
ASV_9695	0	0	2	3	0	0	0	0
ASV_9700	0	0	0	12	0	7	3	1
ASV_9704	0	4	0	0	0	0	0	0
ASV_9706	0	0	0	0	0	0	0	0
ASV_9707	0	0	0	15	0	0	0	0
ASV_9711	0	16	6	0	0	3	3	3
ASV_9712	0	7	0	16	0	10	1	0
ASV_9713	0	0	5	5	0	1	0	3
ASV_9714	0	0	2	1	0	0	0	0
ASV_9718	0	0	1	0	0	0	0	0
ASV_9726	0	0	3	0	0	0	0	1
ASV_9727	42	22	81	14	0	1	0	8
ASV_9729	0	0	0	0	0	0	1	0
ASV_9734	2	1	3	7	0	0	0	6
ASV_9739	0	0	61	0	0	0	1	0
ASV_9753	185	10	0	2	0	9	0	0
ASV_9762	32	15	0	0	0	14	28	0
ASV_9764	0	4	10	4	0	1	2	4
ASV_9771	5	1	1	5	0	4	0	0
ASV_9774	2	26	5	1	8	158	88	39
ASV_9776	0	0	0	0	0	1	0	0
ASV_9784	52	15	0	1	0	3	7	0
ASV_9792	0	5	0	0	0	9	1	0
ASV_9793	0	0	18	8	0	0	0	0
ASV_9795	0	0	1	1	1	0	0	2
ASV_9796	0	1	0	0	0	1	3	0
ASV_9798	0	0	0	1	0	0	0	0
ASV_9801	0	0	6	2	0	2	0	11
ASV_9802	169	446	18	8	1	109	100	7
ASV_9804	3	0	2	0	0	0	0	0
ASV_9811	0	0	0	0	0	0	2	0
ASV_9819	0	58	1	310	0	0	0	0
ASV_9821	7	2	20	15	40	2	2	1
ASV_9824	0	2	1	0	0	0	5	0
ASV_9825	6	44	5	0	0	12	50	12
ASV_9827	0	3	0	0	0	0	0	0
ASV_9829	0	0	0	8	0	0	0	0
ASV_9831	39	78	13	12	74	349	299	93
ASV_9833	15	5	4	5	0	0	0	2
ASV_9836	0	0	0	0	0	0	1	0
ASV_9839	0	18	29	43	88	34	41	53
ASV_9845	9	17	1	19	0	0	0	2
ASV_9849	0	0	0	0	0	0	0	0
ASV_9852	0	0	6	2	0	0	0	1
ASV_9853	0	0	0	0	0	0	0	3
ASV_9854	0	0	11	0	0	0	0	2
ASV_9856	0	0	0	0	0	0	0	0
ASV_9867	0	1	24	0	0	12	0	40
ASV_9869	0	0	4	0	0	0	0	0
ASV_9870	0	0	1	0	0	0	0	0
ASV_9876	1	0	0	3	0	0	0	1
ASV_9879	0	0	0	0	0	0	0	0
ASV_9880	1	0	1	0	0	0	0	0
ASV_9881	0	2	0	0	0	0	0	2
ASV_9882	0	0	4	1	0	0	0	1
ASV_9886	5	1	6	9	0	2	7	0
ASV_9891	0	0	0	0	0	0	0	0
ASV_9895	0	0	0	0	0	0	1	0
ASV_9900	4	0	1	0	0	0	0	0
ASV_9902	13	0	0	0	0	0	1	0
ASV_9903	0	0	0	3	0	0	0	0
ASV_9904	0	0	0	2	0	0	1	0
ASV_9923	0	0	1	1	0	0	1	2
ASV_9925	0	41	12	4	0	0	9	1
ASV_9926	0	3	4	0	0	0	0	0
ASV_9928	16	7	39	209	60	29	12	209
ASV_9931	1	0	5	3	0	0	0	6
ASV_9938	0	2	0	0	2	0	0	0
ASV_9939	0	0	0	4	0	0	0	0
ASV_9940	0	1	0	1	0	0	0	0
ASV_9943	0	0	5	40	0	3	4	2
ASV_9944	2	0	0	0	0	0	0	0
ASV_9951	0	0	0	1	0	0	0	0
ASV_9952	0	0	0	0	0	0	0	0
ASV_9963	0	0	6	0	0	0	0	2
ASV_9964	1	0	0	0	0	0	0	0
ASV_9965	0	0	2	2	0	0	1	1
ASV_9968	0	0	0	0	0	0	0	0
ASV_9978	0	19	0	0	0	0	1	0
ASV_9981	0	0	0	0	0	0	0	0
ASV_9991	5	10	85	7	0	10	6	19
ASV_10003	3	39	193	26	7	11	29	128
ASV_10004	0	22	19	5	0	15	13	4
ASV_10008	45	7	8	13	0	0	1	7
ASV_10009	0	2	1	3	0	0	0	10
ASV_10010	0	1	0	1	0	0	0	0
ASV_10011	0	0	0	0	0	0	0	0
ASV_10016	0	0	0	0	0	2	0	0
ASV_10017	0	0	0	0	0	0	0	0
ASV_10028	9	2	4	13	0	0	0	10
ASV_10035	5	4	0	0	0	1	2	0
ASV_10037	0	3	1	9	0	0	0	0
ASV_10038	0	0	0	1	0	0	2	0
ASV_10062	17	13	3	2	41	0	5	0
ASV_10063	11	9	0	12	0	0	0	3
ASV_10071	0	0	2	4	0	3	1	0
ASV_10083	0	0	27	2	0	0	0	3
ASV_10090	4	0	1	0	0	0	0	0
ASV_10099	53	23	12	22	29	20	22	37
ASV_10103	0	3	341	141	64	0	4	164
ASV_10115	0	0	1	0	0	0	0	0
ASV_10120	0	8	3	0	0	7	14	1
ASV_10126	0	13	9	22	3	14	1	0
ASV_10129	0	0	0	5	0	0	1	1
ASV_10131	0	1	7	3	1	0	0	2
ASV_10135	0	112	0	0	0	13	74	0
ASV_10140	0	0	1	0	0	0	0	0
ASV_10152	0	0	1	0	0	0	0	1
ASV_10160	0	0	4	11	0	0	0	0
ASV_10165	9	19	0	2	0	1	5	9
ASV_10167	26	63	530	124	1102	134	81	914
ASV_10168	0	0	76	46	0	0	3	20
ASV_10169	0	0	82	53	0	0	0	50
ASV_10173	0	0	0	1	0	0	0	2
ASV_10177	0	0	0	2	0	0	0	0
ASV_10181	0	0	0	0	0	0	4	0
ASV_10183	0	5	7	0	0	0	3	4
ASV_10185	0	0	0	3	0	0	0	0
ASV_10192	3	0	5	6	3	0	0	0
ASV_10206	0	0	16	2	0	0	0	3
ASV_10207	0	0	5	2	0	0	0	0
ASV_10214	0	0	0	1	1	0	0	2
ASV_10218	1	47	3	0	0	5	5	0
ASV_10225	0	0	3	3	0	0	0	0
ASV_10229	0	3	0	0	0	0	3	0
ASV_10239	0	0	0	0	0	0	0	2
ASV_10244	2	4	0	0	0	0	7	2
ASV_10247	0	1	0	0	0	0	0	0
ASV_10249	3	0	0	0	0	0	2	0
ASV_10251	0	0	1	2	0	0	0	0
ASV_10257	0	0	11	0	0	0	3	0
ASV_10261	17	0	20	8	0	0	1	11
ASV_10262	0	0	0	0	0	0	0	0
ASV_10264	0	39	0	0	0	7	38	6
ASV_10266	13	13	20	5	0	7	2	22
ASV_10274	0	0	0	0	0	0	0	1
ASV_10288	0	0	0	0	0	0	0	0
ASV_10289	0	1	0	0	0	3	2	0
ASV_10290	17	3	1	13	0	6	0	17
ASV_10301	0	0	4	2	0	0	0	3
ASV_10302	0	0	0	0	0	0	0	0
ASV_10303	0	0	1	2	0	0	0	1
ASV_10316	0	0	2	0	0	0	0	0
ASV_10319	0	3	0	5	0	0	3	0
ASV_10332	0	0	4	2	0	0	2	0
ASV_10344	0	1	4	1	1	0	0	1
ASV_10345	0	1	0	0	0	2	1	3
ASV_10348	0	0	2	2	0	0	0	0
ASV_10351	0	0	1	0	0	0	0	0
ASV_10362	0	3	0	1	0	11	2	0
ASV_10366	133	230	58	128	56	19	42	17
ASV_10370	0	0	0	1	2	0	0	0
ASV_10372	0	0	0	1	0	0	0	0
ASV_10378	4	2	2	0	0	0	0	0
ASV_10384	0	0	23	0	0	5	2	0
ASV_10385	6	94	0	0	0	24	54	0
ASV_10389	0	0	6	0	0	0	0	3
ASV_10390	0	0	1	0	0	0	0	0
ASV_10393	0	0	2	3	0	0	0	2
ASV_10397	0	4	3	0	0	0	0	0
ASV_10408	16	10	4	2	0	2	2	22
ASV_10415	0	0	0	0	0	0	0	8
ASV_10419	4	0	1	0	0	0	0	2
ASV_10420	3	0	0	0	0	1	1	1
ASV_10421	0	2	3	0	0	0	0	1
ASV_10425	2	14	0	6	0	0	0	1
ASV_10433	0	0	0	0	0	0	0	0
ASV_10436	0	0	2	0	0	0	0	2
ASV_10439	0	2	6	2	0	0	2	0
ASV_10448	5	0	0	0	0	0	0	0
ASV_10454	0	4	0	1	0	0	1	0
ASV_10455	0	3	4	0	16	1	2	7
ASV_10459	57	398	3895	2658	2031	234	215	3929
ASV_10461	18	26	26	25	20	19	7	13
ASV_10469	0	0	0	1	0	2	1	0
ASV_10470	0	0	0	0	0	0	0	15
ASV_10472	0	0	0	1	0	0	0	0
ASV_10473	0	0	2	0	0	0	0	1
ASV_10480	0	0	0	0	0	0	0	0
ASV_10483	2	6	4	5	0	0	1	8
ASV_10491	0	0	0	0	0	0	0	0
ASV_10502	0	0	483	24	0	0	0	0
ASV_10503	0	0	0	0	0	2	0	2
ASV_10511	0	0	0	0	0	0	0	0
ASV_10515	0	5	0	0	0	0	0	0
ASV_10523	0	0	0	0	0	0	0	0
ASV_10526	0	0	0	7	0	0	0	2
ASV_10530	3	1	1	3	0	0	0	0
ASV_10531	0	0	4	0	0	0	0	0
ASV_10535	9	12	17	11	0	2	4	0
ASV_10542	8	40	16	7	0	17	80	6
ASV_10549	0	0	2	21	0	3	15	28
ASV_10569	11	26	0	0	0	3	4	6
ASV_10570	0	3	0	0	0	0	0	0
ASV_10572	0	0	0	1	0	0	0	0
ASV_10573	0	0	2	0	0	0	0	0
ASV_10574	0	0	0	0	0	0	4	0
ASV_10578	919	188	689	784	117	14	58	148
ASV_10579	0	0	0	2	0	0	0	0
ASV_10590	0	0	0	0	0	0	0	0
ASV_10605	1	17	1	0	0	3	15	0
ASV_10607	0	3	0	0	0	0	1	0
ASV_10615	0	0	2	0	0	0	0	0
ASV_10619	0	1	0	0	0	0	3	9
ASV_10626	31	6	5	0	0	1	4	0
ASV_10635	50	65	137	52	80	388	177	144
ASV_10644	0	0	0	0	0	0	0	0
ASV_10653	4	9	0	0	0	0	4	0
ASV_10661	0	0	0	0	0	2	0	0
ASV_10662	0	0	4	0	0	0	0	0
ASV_10688	2	0	13	6	5	0	2	5
ASV_10694	0	0	0	0	0	0	0	0
ASV_10709	0	0	0	1	0	0	0	0
ASV_10711	0	0	0	0	0	3	1	0
ASV_10720	0	0	1	3	0	0	3	1
ASV_10726	5	24	0	0	0	6	9	0
ASV_10751	0	0	0	0	0	0	0	0
ASV_10756	0	0	0	3	0	0	0	1
ASV_10759	4	24	0	1	6	11	10	0
ASV_10762	3	14	4	1	0	3	6	3
ASV_10809	71	60	71	133	0	18	32	76
ASV_10820	0	0	0	0	0	1	0	0
ASV_10821	0	0	8	2	5	19	14	33
ASV_10823	0	2	0	0	0	1	0	0
ASV_10828	0	9	0	0	0	0	1	0
ASV_10838	0	1	5	0	0	1	0	0
ASV_10843	0	2	0	0	0	0	0	0
ASV_10848	0	0	2	0	0	0	0	0
ASV_10863	0	0	0	0	0	0	0	0
ASV_10884	0	0	0	0	0	0	0	0
ASV_10888	0	7	0	0	0	0	0	0
ASV_10891	0	0	0	1	0	2	0	0
ASV_10895	1	2	0	0	0	1	0	0
ASV_10901	16	41	144	126	35	5	45	72
ASV_10902	1	29	1	5	0	3	16	0
ASV_10906	0	0	0	0	0	0	0	0
ASV_10921	0	0	0	1	0	0	0	0
ASV_10922	0	3	0	0	0	0	0	0
ASV_10924	0	0	0	1	0	0	0	2
ASV_10927	0	1	3	4	0	0	1	0
ASV_10928	0	0	0	0	0	0	0	0
ASV_10949	0	0	5	1	0	0	0	0
ASV_10950	20	8	0	0	0	7	0	0
ASV_10952	0	0	1	0	0	3	0	0
ASV_10953	2	0	0	0	0	0	0	0
ASV_10966	0	0	2	0	0	0	0	0
ASV_10968	0	0	0	0	0	0	4	0
ASV_10975	0	0	0	2	0	1	6	0
ASV_10978	0	0	0	3	0	0	0	0
ASV_10994	0	0	1	0	0	0	0	0
ASV_10996	0	0	0	17	0	0	0	0
ASV_11013	0	0	1	5	0	0	0	2
ASV_11022	0	0	0	0	0	0	0	0
ASV_11031	0	1	0	0	0	0	0	0
ASV_11037	0	0	0	5	0	0	3	2
ASV_11053	4	2	0	2	0	0	0	3
ASV_11056	0	0	0	0	0	0	0	0
ASV_11063	0	0	0	0	0	0	0	0
ASV_11071	0	2	0	0	0	6	10	0
ASV_11089	0	0	0	0	0	1	0	0
ASV_11125	0	0	0	0	0	0	2	0
ASV_11135	0	0	0	0	0	0	1	0
ASV_11137	0	0	0	1	0	1	1	0
ASV_11145	3	8	10	0	0	3	8	3
ASV_11165	0	0	0	6	0	0	0	0
ASV_11169	0	0	3	1	2	0	0	0
ASV_11199	0	0	0	0	0	0	1	0
ASV_11201	0	0	0	0	0	0	0	0
ASV_11215	0	0	0	0	0	0	4	0
ASV_11220	0	0	0	0	0	0	0	0
ASV_11223	4	0	0	0	284	0	3	0
ASV_11227	0	0	0	0	0	2	0	0
ASV_11230	0	0	0	1	3	0	1	0
ASV_11234	0	3	0	0	0	0	0	0
ASV_11236	0	1	0	0	0	3	2	0
ASV_11237	1	0	2	0	0	0	0	1
ASV_11289	0	0	0	0	0	0	0	0
ASV_11293	0	0	2	0	0	10	15	0
ASV_11295	1	19	25	8	0	2	5	14
ASV_11303	2	1	0	0	0	0	1	0
ASV_11304	0	1	0	0	0	1	0	0
ASV_11313	0	6	0	0	0	0	0	0
ASV_11324	2	0	0	0	0	0	0	0
ASV_11326	0	0	0	0	0	0	2	0
ASV_11363	0	9	9	1	2	2	3	0
ASV_11409	0	0	0	0	0	0	0	0
ASV_11413	0	0	9	8	0	4	6	16
ASV_11414	0	35	35	7	7	2	22	24
ASV_11487	300	3684	58	20	0	1058	3561	46
ASV_11489	0	0	0	0	0	2	0	0
ASV_11492	31	72	0	0	0	5	39	0
ASV_11494	45	44	0	0	0	10	16	0
ASV_11498	0	2	0	17	0	2	3	0
ASV_11501	2	4	2	2	0	1	0	1
ASV_11504	2	48	6	9	0	2	7	6
ASV_11506	0	0	0	8	0	0	0	0
ASV_11509	0	12	27	123	0	4	14	15
ASV_11510	211	193	12	278	0	93	153	8
ASV_11512	0	10	0	1	0	0	0	0
ASV_11513	0	8	0	0	0	17	15	0
ASV_11514	0	5	0	2	0	5	1	5
ASV_11516	0	3	4	6	5	0	1	11
ASV_11517	0	2	0	0	0	0	0	0
ASV_11518	0	0	0	0	0	0	0	5
ASV_11520	0	18	24	14	0	7	40	69
ASV_11521	0	12	4	106	0	2	13	28
ASV_11522	37	17	12	10	0	3	7	9
ASV_11524	19	2	0	0	0	0	2	0
ASV_11527	53	107	104	172	12	11	15	114
ASV_11537	0	0	1	0	0	0	0	0
ASV_11540	29	26	37	42	0	3	6	15
ASV_11541	4	28	3	8	0	4	4	8
ASV_11543	4	6	1	5	2	0	1	5
ASV_11547	4	10	16	33	6	1	2	13
ASV_11549	3	5	3	9	0	1	2	7
ASV_11550	11	13	1	3	0	1	4	4
ASV_11551	1	28	3	14	0	4	29	10
ASV_11554	1	2	0	9	0	0	0	2
ASV_11555	0	0	3	0	0	0	0	0
ASV_11556	0	2	0	0	0	0	0	0
ASV_11558	10	30	4	15	0	2	8	4
ASV_11559	0	8	100	28	0	2	5	45
ASV_11560	0	0	0	0	0	0	1	0
ASV_11561	0	2	0	0	0	3	9	0
ASV_11564	7	14	61	38	0	6	1	11
ASV_11565	1	2	6	13	0	0	0	5
ASV_11566	13	11	1	5	0	0	0	0
ASV_11572	0	0	0	0	0	0	0	0
ASV_11573	0	0	0	0	0	0	0	0
ASV_11574	7	1	3	20	7	0	6	4
ASV_11577	0	0	0	6	0	2	1	0
ASV_11579	7	40	35	62	1	4	7	117
ASV_11582	4	0	0	0	0	0	0	0
ASV_11583	5	13	1	32	0	1	0	32
ASV_11584	4	3	1	0	0	0	2	0
ASV_11587	0	0	0	0	0	0	0	8
ASV_11589	138	52	102	0	0	54	31	18
ASV_11590	0	5	11	12	1	0	1	3
ASV_11591	1	11	2	9	0	0	2	2
ASV_11592	2	7	3	4	1	1	0	6
ASV_11593	0	0	2	1	0	0	1	3
ASV_11595	0	0	3	0	0	0	0	4
ASV_11596	0	2	0	0	0	1	0	15
ASV_11598	7	7	6	21	0	0	0	25
ASV_11599	0	11	17	23	32	0	5	7
ASV_11601	5	24	14	16	0	0	4	0
ASV_11602	0	0	0	3	0	0	0	0
ASV_11603	0	0	0	1	0	0	0	0
ASV_11604	17	16	2	14	8	1	4	7
ASV_11605	10	17	28	34	11	0	3	27
ASV_11608	0	2	0	3	0	0	0	0
ASV_11610	0	7	1	2	0	0	1	2
ASV_11611	0	0	0	0	0	2	2	0
ASV_11614	3	12	0	2	0	0	0	0
ASV_11615	0	0	0	0	0	2	2	2
ASV_11616	3	20	1	4	0	2	3	0
ASV_11617	0	0	0	1	0	0	0	0
ASV_11621	0	0	0	1	0	0	0	0
ASV_11622	0	0	0	0	0	0	0	0
ASV_11623	0	4	15	3	0	3	0	10
ASV_11628	0	0	1	3	0	0	0	0
ASV_11630	2	14	3	14	3	3	2	27
ASV_11631	0	0	0	1	0	0	0	0
ASV_11632	0	6	1	2	0	4	2	0
ASV_11636	526	103	125	33	0	14	43	16
ASV_11638	2	9	0	2	0	0	2	0
ASV_11642	0	1	0	0	0	0	0	0
ASV_11643	0	0	0	6	0	0	6	0
ASV_11644	2	7	2	7	0	0	3	0
ASV_11645	4	4	0	3	0	0	1	2
ASV_11647	4	4	0	5	1	0	2	0
ASV_11651	0	0	1	31	0	6	7	4
ASV_11654	0	0	0	1	0	0	0	0
ASV_11656	2	0	0	0	0	0	0	0
ASV_11658	0	3	0	0	0	0	6	0
ASV_11660	1	0	0	0	0	0	0	0
ASV_11661	0	0	1	2	0	0	1	2
ASV_11662	0	0	2	2	0	0	0	4
ASV_11665	0	0	0	1	0	0	0	3
ASV_11668	9	25	11	20	0	3	1	14
ASV_11669	13	26	10	18	0	5	9	7
ASV_11671	2	2	0	1	14	0	0	0
ASV_11672	0	1	2	3	0	0	3	1
ASV_11674	0	2	0	0	0	0	0	0
ASV_11675	0	13	22	25	0	0	2	16
ASV_11676	0	0	0	0	0	0	0	2
ASV_11678	0	0	0	0	0	0	0	0
ASV_11679	0	0	14	28	31	0	0	17
ASV_11680	0	0	10	0	0	0	2	2
ASV_11682	6	17	3	13	0	0	2	8
ASV_11683	0	0	1	2	0	0	0	0
ASV_11684	1	0	2	1	0	0	0	3
ASV_11686	12	6	28	5	0	0	2	26
ASV_11688	0	3	0	0	0	0	0	0
ASV_11689	4	1	0	2	0	2	0	0
ASV_11691	3	0	0	0	0	0	0	0
ASV_11693	13	12	5	7	0	4	0	4
ASV_11694	0	9	4	1	0	2	2	0
ASV_11697	0	0	1	0	0	0	0	0
ASV_11700	6	0	1	0	0	1	0	0
ASV_11703	0	7	4	5	0	5	1	0
ASV_11707	0	10	2	14	0	0	0	11
ASV_11708	0	13	37	14	0	0	13	3
ASV_11709	0	0	0	0	0	0	0	0
ASV_11713	0	0	0	1	0	0	0	0
ASV_11716	3	0	4	9	0	0	0	1
ASV_11717	2	15	1	27	0	2	0	0
ASV_11718	0	3	5	11	0	0	0	6
ASV_11720	32	4	53	0	0	2	5	9
ASV_11721	0	0	39	42	0	1	8	36
ASV_11723	0	3	10	5	3	0	0	10
ASV_11724	5	8	25	18	3	3	0	6
ASV_11726	0	3	4	3	0	0	2	7
ASV_11727	7	7	0	0	0	1	4	0
ASV_11729	0	42	0	0	0	0	4	0
ASV_11730	0	0	1	7	0	0	0	3
ASV_11731	0	0	3	2	0	0	0	3
ASV_11733	2	7	7	10	0	1	2	58
ASV_11734	0	6	0	0	0	0	0	0
ASV_11735	1	6	0	8	3	0	0	0
ASV_11736	0	4	0	0	0	0	0	0
ASV_11738	14	0	7	14	0	2	0	12
ASV_11740	32	38	43	109	0	0	3	102
ASV_11744	0	0	0	6	0	0	0	1
ASV_11745	0	5	22	2	0	0	0	2
ASV_11746	0	0	0	1	0	0	0	0
ASV_11747	0	5	5	6	0	0	4	6
ASV_11748	11	40	23	14	0	2	22	26
ASV_11749	6	10	2	14	0	0	3	0
ASV_11751	0	1	0	2	0	0	0	3
ASV_11755	3	1	0	0	0	0	0	0
ASV_11756	1	0	0	5	0	0	0	0
ASV_11757	4	0	0	0	0	0	0	0
ASV_11759	0	0	2	3	0	0	0	1
ASV_11760	3	0	0	0	0	0	0	0
ASV_11762	0	0	2	2	0	0	0	2
ASV_11764	12	10	23	14	2	0	1	6
ASV_11765	0	0	0	0	0	0	0	0
ASV_11768	0	2	0	0	0	0	0	0
ASV_11769	6	10	0	1	0	0	0	1
ASV_11770	2	24	8	22	0	2	9	13
ASV_11773	11	14	11	27	5	0	5	20
ASV_11774	0	0	31	0	0	0	0	0
ASV_11776	0	0	0	0	0	0	0	1
ASV_11777	4	2	0	4	0	0	0	0
ASV_11780	7	40	2	0	0	11	38	0
ASV_11782	1	12	15	33	5	4	3	13
ASV_11784	45	9	9	10	0	26	14	7
ASV_11785	1	5	2	0	0	0	1	4
ASV_11786	3	10	0	11	0	2	2	3
ASV_11796	0	0	1	0	0	0	0	0
ASV_11797	0	1	0	4	0	0	0	0
ASV_11798	25	14	12	28	1	7	5	33
ASV_11800	3	0	0	0	0	0	0	0
ASV_11802	2	2	0	0	0	4	3	0
ASV_11804	6	0	1	3	0	0	0	3
ASV_11806	0	0	0	0	0	0	0	0
ASV_11807	1	11	36	16	0	1	0	3
ASV_11811	0	3	0	0	0	0	0	6
ASV_11822	0	0	0	0	0	0	0	0
ASV_11829	0	0	0	0	0	0	1	0
ASV_11833	0	7	0	2	0	0	3	0
ASV_11834	0	2	3	1	0	0	0	0
ASV_11836	1	0	3	1	0	0	0	2
ASV_11837	0	0	10	12	0	0	3	10
ASV_11838	0	0	0	0	0	0	0	0
ASV_11839	0	4	0	2	0	0	0	0
ASV_11841	0	5	0	3	0	0	1	0
ASV_11842	0	0	2	3	0	0	0	0
ASV_11843	0	0	4	0	0	0	0	0
ASV_11845	0	0	0	2	0	0	0	17
ASV_11852	0	0	0	0	0	0	0	0
ASV_11854	0	0	0	0	8	0	0	0
ASV_11855	1	0	0	5	0	0	0	0
ASV_11861	0	2	0	0	0	0	1	2
ASV_11862	0	18	0	0	0	0	0	1
ASV_11866	4	5	0	6	0	1	0	2
ASV_11867	4	0	9	15	0	1	0	9
ASV_11868	0	0	110	38	0	0	13	215
ASV_11872	0	4	0	0	0	0	0	0
ASV_11874	0	53	0	6	0	1	15	0
ASV_11875	6	44	0	0	0	7	13	1
ASV_11876	0	2	13	22	0	0	2	35
ASV_11878	0	2	1	0	0	0	2	2
ASV_11879	0	0	0	2	0	0	0	0
ASV_11880	0	5	2	2	0	0	0	2
ASV_11881	9	16	0	1	0	1	0	3
ASV_11882	10	8	2	8	0	9	2	1
ASV_11885	0	0	0	0	0	2	0	0
ASV_11887	0	2	0	0	0	0	1	0
ASV_11889	0	0	5	5	0	0	0	0
ASV_11893	2	0	9	11	0	0	0	14
ASV_11900	14	2	0	0	0	0	6	0
ASV_11904	0	0	0	4	0	0	0	7
ASV_11905	0	0	1	1	0	0	1	21
ASV_11907	3	1	3	6	0	0	0	6
ASV_11912	0	0	2	3	0	0	0	0
ASV_11918	0	0	0	0	0	0	0	0
ASV_11923	0	8	2	12	0	0	1	14
ASV_11924	5	10	7	12	0	0	0	5
ASV_11925	10	10	4	20	0	0	3	8
ASV_11926	1	2	3	2	0	1	0	1
ASV_11927	0	0	0	1	0	0	3	0
ASV_11931	0	0	0	0	0	0	0	0
ASV_11933	0	0	0	3	0	0	0	0
ASV_11935	0	0	0	0	0	0	1	0
ASV_11936	0	0	0	0	0	0	0	0
ASV_11937	0	0	1	5	0	0	0	5
ASV_11938	1	2	13	1	0	0	2	2
ASV_11939	0	1	0	0	0	0	0	0
ASV_11942	0	0	0	9	0	0	0	0
ASV_11945	5	3	0	2	0	0	0	0
ASV_11947	0	2	0	0	0	0	1	0
ASV_11948	0	0	2	0	0	0	1	5
ASV_11949	0	2	0	7	1	1	1	0
ASV_11950	0	0	0	0	0	0	1	0
ASV_11957	8	8	0	4	0	1	0	3
ASV_11961	0	0	3	3	0	0	0	0
ASV_11962	34	11	48	33	34	4	4	23
ASV_11966	0	2	0	0	0	0	0	0
ASV_11969	0	0	3	0	0	0	1	7
ASV_11970	18	10	3	24	7	1	3	9
ASV_11972	0	0	6	6	0	1	0	2
ASV_11973	0	5	1	1	0	0	0	0
ASV_11975	6	4	1	6	0	0	0	7
ASV_11978	0	0	0	0	0	0	0	0
ASV_11980	0	5	0	2	0	0	1	2
ASV_11982	0	1	0	0	0	0	1	0
ASV_11986	0	2	3	3	0	0	1	0
ASV_11988	0	7	0	0	0	0	0	0
ASV_11990	0	2	0	1	0	1	0	0
ASV_11992	0	0	0	2	0	0	2	0
ASV_11993	0	0	0	1	0	1	0	0
ASV_11995	0	0	11	0	0	0	2	0
ASV_11996	0	1	0	4	0	0	1	1
ASV_12001	1	8	3	13	0	0	3	5
ASV_12005	0	1	3	1	0	0	3	0
ASV_12010	0	0	0	0	0	0	2	3
ASV_12014	9	5	2	9	0	1	2	3
ASV_12015	0	0	2	0	0	1	0	2
ASV_12016	0	5	2	40	0	7	4	0
ASV_12022	0	1	0	2	0	0	1	0
ASV_12023	4	2	0	3	0	0	0	3
ASV_12026	0	0	1	0	0	0	0	1
ASV_12027	0	0	2	1	0	0	0	0
ASV_12029	2	2	1	3	0	0	1	0
ASV_12032	0	0	2	0	0	0	0	0
ASV_12034	0	0	3	3	0	0	0	0
ASV_12038	6	10	6	14	0	2	2	1
ASV_12039	0	2	0	2	0	0	0	0
ASV_12041	0	5	0	4	0	0	1	0
ASV_12042	4	0	4	4	0	2	0	0
ASV_12043	0	3	7	9	0	0	0	4
ASV_12046	0	0	0	1	0	0	0	0
ASV_12049	0	3	0	0	0	0	1	0
ASV_12051	0	7	0	0	0	0	1	2
ASV_12052	2	2	2	0	0	0	0	6
ASV_12053	0	0	0	0	0	0	0	10
ASV_12055	0	2	4	0	0	8	1	0
ASV_12058	0	1	0	0	0	0	0	0
ASV_12060	4	3	13	7	0	0	0	2
ASV_12061	0	7	0	0	0	0	1	0
ASV_12065	8	3	1	3	0	0	1	0
ASV_12067	1	1	2	1	0	0	1	0
ASV_12069	0	0	0	0	0	0	0	0
ASV_12071	0	0	0	1	0	0	0	0
ASV_12072	0	0	0	2	0	0	0	0
ASV_12078	4	0	1	18	0	0	0	5
ASV_12085	0	3	0	11	0	2	0	0
ASV_12087	0	8	0	0	0	0	0	1
ASV_12088	0	0	0	2	0	0	0	0
ASV_12089	0	0	0	2	0	0	0	0
ASV_12093	0	0	0	0	0	0	0	0
ASV_12095	0	0	3	8	0	0	0	5
ASV_12098	2	27	18	1	0	5	9	5
ASV_12101	0	0	0	0	0	0	0	0
ASV_12105	7	6	11	18	0	0	10	6
ASV_12106	0	0	4	0	0	0	0	0
ASV_12109	0	0	0	1	0	0	0	0
ASV_12114	3	0	2	5	0	0	0	3
ASV_12115	0	0	5	4	0	0	0	1
ASV_12117	0	0	0	2	0	0	0	0
ASV_12122	0	0	0	0	0	0	0	0
ASV_12123	4	4	2	9	3	0	0	3
ASV_12133	4	0	0	0	0	0	0	0
