#OTUID	CANON_B10_22_X	CANON_B13_22_X	CANON_B17_22_X	CANON_B1_22_X	CANON_CBI1_22_X	CANON_CBI4_22_X	CANON_CBI5_22_X	CANON_CBI8_22_X
ASV_16016	0	3	0	2	0	0	0	1
ASV_16028	0	0	0	3	3	0	1	0
ASV_16030	0	0	3	0	0	0	0	0
ASV_16035	0	2	0	3	0	0	0	1
ASV_16041	0	2	0	1	0	0	0	0
ASV_16042	1	0	2	0	0	0	0	1
ASV_16046	0	0	0	3	0	0	0	0
ASV_16057	0	1	0	0	0	0	0	11
ASV_16059	2	0	0	1	0	0	0	0
ASV_16065	0	2	0	0	0	0	0	0
ASV_16067	0	0	0	0	0	0	0	0
ASV_16069	0	0	0	0	0	0	0	0
ASV_16078	0	0	0	1	3	0	0	2
ASV_16079	0	2	0	1	0	0	0	0
ASV_16082	0	0	0	0	0	0	0	0
ASV_16085	0	0	4	0	0	0	0	2
ASV_16097	0	0	1	1	0	0	0	0
ASV_16100	0	0	0	0	0	0	0	0
ASV_16116	0	0	0	26	0	0	0	12
ASV_16117	0	0	1	9	0	0	0	0
ASV_16118	0	0	0	0	0	0	0	2
ASV_16119	0	0	2	1	0	0	0	0
ASV_16123	1	0	0	1	0	0	0	0
ASV_16126	0	0	3	1	0	0	0	3
ASV_16128	0	0	0	0	0	0	0	0
ASV_16137	0	0	0	0	0	0	0	0
ASV_16138	0	2	2	0	0	0	0	0
ASV_16143	0	0	0	0	0	1	3	0
ASV_16146	0	1	0	0	0	0	0	0
ASV_16149	0	0	0	2	0	0	0	0
ASV_16150	0	0	0	1	0	0	0	0
ASV_16153	0	0	3	0	0	0	0	4
ASV_16163	0	0	0	0	0	0	0	0
ASV_16184	0	11	0	0	0	0	2	0
ASV_16203	0	0	0	1	0	0	0	0
ASV_16208	0	0	0	0	0	0	0	0
ASV_16221	0	0	0	3	0	0	0	0
ASV_16234	2	1	1	0	0	0	0	3
ASV_16265	0	1	0	1	0	0	1	2
ASV_16279	0	0	0	0	0	0	0	1
ASV_16286	0	0	0	0	0	0	0	0
ASV_16296	1	0	0	3	0	0	0	0
ASV_16309	2	0	1	1	0	0	0	0
ASV_16310	0	0	0	1	0	0	0	0
ASV_16317	0	1	0	0	0	0	0	0
ASV_16318	0	0	0	0	0	0	0	1
ASV_16325	0	0	0	0	0	0	0	0
ASV_16339	0	3	0	1	0	0	0	0
ASV_16355	3	9	2	2	0	0	0	18
ASV_16360	5	1	6	0	0	0	0	2
ASV_16370	0	0	0	0	0	0	0	0
ASV_16392	0	0	0	3	0	0	0	0
ASV_16437	0	2	0	0	0	2	0	0
ASV_16469	1	0	0	1	0	0	0	0
ASV_16534	0	0	0	0	0	0	0	0
ASV_16540	0	0	0	0	0	0	0	0
ASV_16546	36	0	0	0	43	1	0	0
ASV_16585	0	0	0	1	0	0	0	0
ASV_16593	1	4	0	0	0	36	156	0
ASV_16613	0	6	0	0	0	0	0	0
ASV_16653	72	35	119	47	0	4	2	43
ASV_16664	56	0	1	0	0	0	0	0
ASV_16680	1	0	0	0	0	1	0	0
ASV_16692	0	54	0	0	0	0	0	1
ASV_16714	0	0	0	0	0	0	0	0
ASV_16725	72	22	0	0	0	5	6	0
ASV_16747	0	0	0	0	0	0	0	3
ASV_16754	0	0	0	0	0	0	0	1
ASV_16759	0	0	0	0	0	0	0	0
ASV_16795	0	0	0	0	0	0	0	0
ASV_16804	8	139	0	0	0	34	71	4
ASV_16810	1	1	0	12	0	0	1	0
ASV_16811	0	0	6	2	0	2	5	0
ASV_16824	0	0	5	0	0	28	0	16
ASV_16838	0	0	0	0	0	0	0	0
ASV_16845	0	0	0	0	0	0	0	0
ASV_16851	0	0	0	0	0	0	0	0
ASV_16854	0	0	0	0	29	0	0	0
ASV_16860	0	0	0	0	0	0	0	75
ASV_16874	406	0	0	0	0	0	0	0
ASV_16875	0	0	0	0	0	0	0	0
ASV_16881	2	13	3	0	0	0	3	7
ASV_16886	0	39	0	0	0	0	6	0
ASV_16887	0	2	0	0	0	0	0	909
ASV_16891	0	0	0	0	0	0	0	1
ASV_16906	0	2	19	0	0	0	15	0
ASV_16911	0	3	0	0	0	4	10	0
ASV_16931	0	0	0	0	0	0	0	14
ASV_16939	0	7	856	270	355	6	13	1332
ASV_16942	0	0	0	6	0	0	1	3
ASV_16948	14	7	12	0	0	0	3	4
ASV_16956	0	0	0	0	0	0	0	0
ASV_16960	0	0	0	0	0	0	0	0
ASV_16966	0	0	5	2	1	0	0	0
ASV_16983	0	0	2	3	69	0	1	3
ASV_17007	0	0	0	0	7	7	0	0
ASV_17059	1	5	2	0	0	2	6	0
ASV_17065	0	0	5	0	0	0	0	0
ASV_17067	0	0	0	0	0	0	0	0
ASV_17073	1	0	4	3	122	0	4	0
ASV_17075	0	0	9	0	0	0	0	0
ASV_17084	0	0	0	0	0	0	7	5
ASV_17098	33	8	77	23	0	2	2	3
ASV_17103	0	0	0	0	0	0	0	0
ASV_17111	0	0	6	2	0	0	0	0
ASV_17130	0	0	16	0	0	0	1	0
ASV_17131	2	0	0	18	7	6	0	0
ASV_17141	3	13	1	0	0	2	4	0
ASV_17149	0	0	18	0	0	1	0	0
ASV_17155	0	0	0	0	0	2	4	0
ASV_17171	2	59	220	148	0	5	48	109
ASV_17206	0	4	0	25	0	0	9	0
ASV_17231	0	0	1	1	0	0	0	0
ASV_17232	1	5	0	3	0	0	0	2
ASV_17236	0	10	0	0	2	0	2	0
ASV_17249	0	0	0	1	0	0	0	0
ASV_17256	0	6	0	0	0	0	0	0
ASV_17268	0	0	5	4	66	0	0	0
ASV_17276	4	0	1	1	0	0	0	0
ASV_17283	0	0	0	0	0	7	0	0
ASV_17284	0	0	0	0	0	1	0	4
ASV_17287	1	0	2	1	0	1	0	0
ASV_17290	2	0	7	3	0	0	0	8
ASV_17297	2	0	9	5	0	1	0	0
ASV_17302	3	8	3	29	26	0	0	0
ASV_17308	20	0	4	4	0	0	0	0
ASV_17319	0	0	1	1	0	0	4	0
ASV_17334	0	2	0	0	0	0	0	0
ASV_17358	2	20	11	73	0	4	12	14
ASV_17388	0	0	3	0	0	0	0	4
ASV_17391	0	7	0	0	0	2	0	0
ASV_17392	14	0	0	0	0	0	1	0
ASV_17393	0	2	1	0	0	6	0	0
ASV_17400	0	9	0	1	0	0	1	0
ASV_17409	0	0	0	0	0	0	0	0
ASV_17412	0	0	0	0	0	0	2	0
ASV_17421	0	0	0	60	0	0	0	0
ASV_17423	0	0	0	0	0	0	1	0
ASV_17441	3	0	7	1	2	0	0	1
ASV_17448	0	8	0	2	0	4	0	0
ASV_17450	0	0	0	3	0	0	0	0
ASV_17468	4	54	429	261	68	38	21	470
ASV_17495	0	0	35	10	0	1	1	6
ASV_17510	0	0	3	0	0	0	1	11
ASV_17517	0	0	0	0	0	0	0	21
ASV_17522	0	0	0	0	0	0	0	0
ASV_17530	7	0	2	0	2	3	0	4
ASV_17543	0	7	0	0	0	3	0	0
ASV_17578	11	0	9	2	0	0	0	1
ASV_17585	0	0	2	0	0	0	0	0
ASV_17588	0	1	3	0	0	0	0	0
ASV_17597	6	2	9	5	0	0	2	0
ASV_17598	0	4	156	2	0	0	4	55
ASV_17613	0	2	0	0	0	0	0	6
ASV_17634	0	1	1	0	2	15	7	3
ASV_17636	0	0	6	1	0	0	0	1
ASV_17651	0	0	4	7	1	0	0	0
ASV_17667	3	0	2	2	0	0	0	0
ASV_17678	0	0	0	9	0	0	0	0
ASV_17680	0	8	5	7	39	0	4	3
ASV_17685	0	0	0	0	0	1	2	4
ASV_17693	0	0	1	0	0	0	0	0
ASV_17702	4	0	30	2	0	2	0	3
ASV_17712	154	40	178	71	0	13	19	2
ASV_17714	0	0	0	0	0	0	0	0
ASV_17735	0	0	0	2	0	0	4	0
ASV_17746	0	0	3	31	0	0	14	0
ASV_17798	0	0	0	0	0	0	0	0
ASV_17831	0	0	1	1	1	0	1	0
ASV_17842	0	3	0	4	0	0	1	0
ASV_17861	0	0	0	0	0	0	0	0
ASV_17865	21	19	0	0	0	0	11	2
ASV_17875	0	0	0	0	0	0	0	7
ASV_17902	0	3	10	0	0	0	5	1
ASV_17903	0	1	2	4	0	0	0	0
ASV_17909	0	0	0	0	0	5	0	0
ASV_17915	0	0	0	6	0	0	0	0
ASV_17926	3	9	0	0	0	3	2	0
ASV_17928	0	0	1	0	0	0	1	0
ASV_17930	0	0	0	0	0	0	0	0
ASV_17939	0	0	0	1	0	0	0	0
ASV_17941	0	4	2	1	5	0	2	2
ASV_17943	0	0	2	0	0	0	1	2
ASV_17973	10	36	15	54	17	7	16	27
ASV_17999	0	0	0	1	0	0	0	1
ASV_18005	0	0	0	0	0	0	0	2
ASV_18007	1	5	31	42	27	2	3	8
ASV_18019	0	0	0	0	19	0	0	2
ASV_18025	0	0	0	0	0	0	0	0
ASV_18038	0	0	1	0	0	0	0	0
ASV_18075	1	0	0	7	0	0	0	1
ASV_18087	0	0	0	0	0	0	2	0
ASV_18107	0	0	2	0	0	0	0	0
ASV_18109	0	0	0	0	0	0	0	0
ASV_18110	0	0	0	26	0	0	2	0
ASV_18119	0	1	0	0	0	1	0	0
ASV_18122	6	3	3	7	0	6	2	12
ASV_18130	0	0	0	0	0	0	0	0
ASV_18138	0	0	0	12	0	4	0	2
ASV_18144	0	0	1	2	0	0	0	3
ASV_18145	0	0	0	0	0	2	0	0
ASV_18149	0	0	4	0	0	0	0	0
ASV_18154	0	0	0	0	0	0	4	0
ASV_18162	0	0	0	0	0	0	0	0
ASV_18244	0	0	6	1	13	0	0	5
ASV_18251	0	3	2	0	0	0	2	0
ASV_18255	0	0	0	0	0	0	0	0
ASV_18297	0	0	0	0	0	0	0	0
ASV_18299	0	0	0	0	0	0	0	0
ASV_18313	2	16	4	0	0	2	7	0
ASV_18318	1	1	0	2	0	0	0	0
ASV_18359	0	0	0	0	0	0	0	0
ASV_18362	0	0	2	0	0	0	0	0
ASV_18404	0	0	0	0	0	0	1	0
ASV_18414	1	0	2	0	0	0	0	0
ASV_18425	0	0	18	1	0	0	0	8
ASV_18510	0	0	0	0	0	0	0	0
ASV_18525	0	0	29	8	0	0	0	15
ASV_18527	0	0	64	24	28	0	0	42
ASV_18570	0	0	0	1	0	2	1	0
ASV_18594	3	0	12	3	0	0	1	2
ASV_18600	0	0	0	0	1	0	1	0
ASV_18633	0	2	0	0	0	0	0	0
ASV_18634	0	0	3	3	0	1	0	2
ASV_18687	0	0	0	1	0	0	0	0
ASV_18749	0	0	0	0	0	0	0	0
ASV_18807	0	3	0	0	0	0	1	0
ASV_18815	0	0	0	0	0	0	0	0
ASV_18819	0	0	0	0	0	4	0	0
ASV_18821	14	0	0	0	0	0	0	0
ASV_18837	0	0	1	3	0	0	0	0
ASV_18859	0	0	0	0	0	0	0	0
ASV_18877	0	0	0	1	0	0	2	2
ASV_18900	14	0	0	0	0	0	0	0
ASV_18909	0	0	0	0	0	0	0	0
ASV_18911	7	0	3	0	0	0	1	2
ASV_18921	12	0	1	0	0	0	0	0
ASV_18973	0	0	1	0	0	0	0	0
ASV_18986	0	1	0	0	0	0	0	0
ASV_18993	3	0	26	21	0	0	0	0
ASV_19035	0	0	0	12	0	1	0	0
ASV_19074	6	8	0	0	0	2	4	0
ASV_19081	0	0	0	0	0	2	0	0
ASV_19091	0	0	0	1	0	0	0	0
ASV_19138	0	0	0	1	0	0	0	0
ASV_19143	0	2	0	1	0	0	0	0
ASV_19159	0	0	0	0	0	0	0	4
ASV_19163	0	0	3	6	0	0	0	0
ASV_19172	0	1	0	0	0	0	0	0
ASV_19244	0	1	0	0	0	0	0	3
ASV_19246	0	0	0	0	0	0	0	0
ASV_19262	0	4	0	0	0	1	1	0
ASV_19277	0	0	0	0	0	0	1	0
ASV_19290	0	0	10	19	7	0	0	6
ASV_19372	1	0	0	0	0	0	0	0
ASV_19448	1	0	3	0	0	0	0	0
ASV_19492	0	0	0	0	46	0	2	3
ASV_19537	0	0	0	2	0	0	0	0
ASV_19643	0	0	1	0	0	0	0	0
ASV_19732	9	0	0	2	0	0	0	4
ASV_19842	0	0	0	8	0	0	0	0
ASV_19885	0	0	0	0	0	0	0	0
ASV_19910	3	0	3	0	0	0	0	0
ASV_20563	0	0	0	0	0	8	0	0
ASV_20564	0	5	0	0	0	1	23	0
ASV_20566	27	33	33	41	0	17	37	14
ASV_20573	0	34	6	18	0	12	16	0
ASV_20584	0	0	7	1	0	0	1	0
ASV_20589	1	61	5	16	0	16	16	7
ASV_20596	0	2	29	18	0	0	6	16
ASV_20597	0	0	20	0	0	6	0	10
ASV_20607	0	0	3	0	0	0	0	1
ASV_20610	1	0	0	1	0	0	0	1
ASV_20617	0	1	44	11	11	1	2	44
ASV_20618	0	0	0	0	0	0	3	4
ASV_20626	0	0	0	0	0	0	0	16
ASV_20627	0	0	0	9	0	0	0	10
ASV_20646	0	2	0	0	0	0	0	0
ASV_20656	5	13	9	10	0	0	3	1
ASV_20671	2	11	1	0	0	3	2	0
ASV_20689	1	0	0	0	0	0	0	0
ASV_20702	0	0	0	0	0	0	0	0
ASV_20710	1	0	2	0	0	0	0	0
ASV_20716	0	0	2	2	0	0	2	0
ASV_20721	0	5	5	10	0	0	0	5
ASV_20730	0	0	0	0	0	2	0	0
ASV_20736	0	1	0	2	0	0	0	0
ASV_20737	0	0	1	1	0	0	0	4
ASV_20764	0	2	1	0	0	0	0	0
ASV_20765	0	0	0	1	0	0	0	0
ASV_20772	0	0	5	0	0	0	0	1
ASV_20776	0	0	0	15	0	0	0	0
ASV_20788	0	1	1	0	0	0	0	0
ASV_20801	0	0	3	2	0	0	0	0
ASV_20802	3	0	0	2	0	0	0	0
ASV_20807	0	0	0	1	0	0	0	0
ASV_20816	0	0	0	0	0	0	2	0
ASV_20836	0	0	0	0	0	0	0	4
ASV_20840	0	0	0	2	0	0	0	0
ASV_20866	2	1	2	10	0	7	1	0
ASV_20868	0	0	0	2	0	0	0	0
ASV_20877	0	1	0	0	0	1	1	0
ASV_20882	1	2	8	4	0	0	0	1
ASV_20894	0	0	0	1	0	0	0	4
ASV_20896	0	0	0	1	0	0	0	0
ASV_20914	0	0	0	0	0	0	0	0
ASV_20916	0	0	1	1	1	1	0	0
ASV_20917	0	0	0	0	0	0	0	1
ASV_20935	0	0	3	1	0	0	0	0
ASV_20936	1	0	0	2	1	0	0	2
ASV_20940	11	2	1	2	0	1	6	1
ASV_20941	0	0	0	0	0	0	1	0
ASV_20961	0	0	0	0	0	2	0	0
ASV_20963	1	0	3	3	0	0	0	5
ASV_20974	0	0	0	0	0	0	0	0
ASV_21022	0	0	1	0	0	0	0	0
ASV_21054	17	4	0	0	0	11	1	0
ASV_21078	0	0	0	0	0	0	0	1
ASV_21100	0	0	5	0	0	0	0	0
ASV_21167	0	0	0	0	0	0	0	0
ASV_21179	2	0	0	0	13	0	0	0
ASV_21189	0	0	0	0	0	0	0	2
ASV_21205	0	0	1	0	0	0	0	0
ASV_21225	0	0	0	0	0	0	0	0
ASV_21228	0	0	0	1	0	0	0	0
ASV_21234	1	45	42	18	3	6	28	29
ASV_21244	0	0	0	0	0	0	0	2
ASV_21255	11	18	17	7	0	6	7	27
ASV_21280	407	0	0	0	0	0	0	0
ASV_21298	0	0	313	0	0	0	0	0
ASV_21299	0	0	0	0	0	0	0	0
ASV_21303	0	0	0	0	0	0	0	0
ASV_21305	0	0	0	0	0	0	0	0
ASV_21312	0	0	0	0	0	0	0	0
ASV_21313	0	0	19	0	0	0	0	0
ASV_21315	0	0	4	26	0	0	4	9
ASV_21318	0	22	0	5	0	0	0	0
ASV_21326	0	10	14	10	0	0	0	20
ASV_21329	0	0	0	0	0	0	0	0
ASV_21337	0	0	15	1	0	0	0	0
ASV_21350	0	0	0	2	0	3	1	0
ASV_21365	0	0	0	2	0	0	0	0
ASV_21369	0	0	0	0	0	0	0	0
ASV_21370	0	0	0	0	0	0	0	0
ASV_21384	2	0	0	0	0	0	0	0
ASV_21395	3	0	0	2	0	0	3	2
ASV_21398	0	0	0	0	0	4	0	0
ASV_21417	0	0	0	0	0	0	0	3
ASV_21421	0	1	0	3	5	0	0	0
ASV_21424	0	2	0	1	0	7	1	0
ASV_21452	0	0	1	0	0	0	0	3
ASV_21454	0	2	0	0	0	0	0	0
ASV_21484	2	6	2	0	0	0	1	1
ASV_21485	0	0	1	0	0	0	0	0
ASV_21486	3	3	0	0	0	0	1	0
ASV_21488	0	0	0	0	0	0	0	0
ASV_21494	0	0	0	0	0	0	1	0
ASV_21498	0	0	0	8	0	0	0	0
ASV_21510	11	49	23	3	0	0	16	1
ASV_21512	0	0	0	0	0	1	0	2
ASV_21515	0	1	3	1	0	0	0	0
ASV_21516	0	2	3	2	0	0	0	1
ASV_21518	0	0	0	17	29	2	4	3
ASV_21541	0	0	0	0	0	0	0	0
ASV_21566	0	0	0	1	0	0	0	3
ASV_21569	0	19	11	0	0	0	3	0
ASV_21584	1	0	0	0	0	0	0	0
ASV_21588	0	0	0	0	0	0	0	2
ASV_21592	0	0	0	0	2	0	0	0
ASV_21608	12	4	0	3	0	2	0	0
ASV_21630	23	0	0	0	0	0	0	0
ASV_21631	0	0	1	0	0	0	0	0
ASV_21634	0	0	1	1	0	0	0	1
ASV_21667	0	0	0	1	2	0	1	0
ASV_21712	0	2	0	0	0	0	0	0
ASV_21715	0	0	0	1	0	0	2	0
ASV_21727	0	0	0	0	0	0	1	0
ASV_21728	0	0	0	1	0	0	0	0
ASV_21736	0	0	1	0	0	0	0	0
ASV_21745	0	0	0	0	0	0	0	0
ASV_21746	0	0	0	0	0	0	0	0
ASV_21755	4	0	0	0	0	2	0	0
ASV_21756	0	0	0	0	0	0	0	0
ASV_21757	0	0	3	0	0	0	0	5
ASV_21766	21	10	1	7	0	6	24	10
ASV_21801	0	0	2	0	0	0	0	0
ASV_21818	0	0	2	2	6	0	0	6
ASV_21827	0	0	1	0	0	0	1	0
ASV_21841	29	0	2	4	0	0	0	2
ASV_21849	0	0	0	1	0	0	0	0
ASV_21872	0	0	0	0	0	1	0	0
ASV_21885	6	5	5	1	0	0	0	0
ASV_21914	0	0	44	0	0	0	0	0
ASV_21938	0	15	0	21	0	0	6	13
ASV_21950	0	0	0	0	0	0	0	0
ASV_21952	0	2	7	0	0	0	0	0
ASV_21959	1	0	0	0	0	0	0	0
ASV_21960	0	0	0	0	0	0	0	0
ASV_21972	0	0	0	0	0	0	0	0
ASV_21979	0	0	0	0	0	0	0	0
ASV_21981	0	4	0	0	0	0	0	0
ASV_21995	0	0	0	0	0	0	0	0
ASV_21997	5	0	7	5	4	0	0	5
ASV_22013	0	0	4	0	0	0	0	0
ASV_22015	0	0	0	0	0	0	0	0
ASV_22017	0	0	0	2	0	0	0	0
ASV_22018	0	0	0	2	0	0	0	0
ASV_22039	0	0	0	0	0	2	0	0
ASV_22050	0	0	0	2	0	0	0	0
ASV_22068	0	0	0	0	0	0	0	0
ASV_22072	0	0	0	0	0	0	0	0
ASV_22077	0	0	0	0	0	0	0	0
ASV_22081	0	0	0	0	0	0	0	0
ASV_22082	0	0	0	0	0	0	0	6
ASV_22092	3	0	0	0	0	0	0	0
ASV_22096	0	0	7	0	0	0	0	198
ASV_22112	0	0	0	0	0	0	0	0
ASV_22115	2	0	0	0	0	0	0	0
ASV_22143	10	0	2	0	0	0	0	0
ASV_22164	0	0	1	0	0	0	0	0
ASV_22174	0	44	0	0	0	0	0	0
ASV_22182	0	0	0	1	0	0	0	0
ASV_22202	1	3	0	0	0	1	0	0
ASV_22232	0	0	0	0	0	0	0	0
ASV_22239	0	0	0	0	0	0	0	0
ASV_22277	0	0	0	19	0	0	0	0
ASV_22283	1	0	0	0	0	0	0	0
ASV_22317	0	2	2	1	0	0	0	1
ASV_22340	0	0	0	0	0	0	0	0
ASV_22344	0	0	0	0	0	0	0	0
ASV_22369	0	2	0	0	0	0	0	0
ASV_22381	0	0	0	0	0	0	0	1
ASV_22388	0	0	2	0	0	0	0	0
ASV_22392	0	0	0	0	0	0	0	0
ASV_22396	0	0	0	0	0	0	0	0
ASV_22440	0	0	0	0	0	0	0	1
ASV_22505	14	0	0	0	0	0	0	0
ASV_22529	0	0	0	4	0	0	0	0
ASV_22540	0	0	7	2	0	0	0	0
ASV_22556	0	0	5	0	0	0	0	0
ASV_22638	0	0	0	0	0	0	0	0
ASV_22650	0	0	1	1	0	0	0	0
ASV_22663	0	0	34	0	0	0	0	0
ASV_22668	0	0	6	0	0	0	0	0
ASV_22731	0	0	0	0	0	0	0	0
ASV_22807	0	0	0	0	0	0	0	0
ASV_22849	0	0	0	0	0	0	0	0
ASV_22855	0	0	0	0	0	0	0	0
ASV_22935	3	0	0	0	0	0	0	0
ASV_23450	1	9	0	3	0	0	0	3
ASV_23452	1	3	2	5	0	1	2	2
ASV_23456	17	2	1	6	0	0	1	15
ASV_23458	0	0	0	1	0	0	0	0
ASV_23460	5	7	3	4	0	0	0	1
ASV_23462	0	0	0	0	0	0	0	1
ASV_23463	1	0	6	10	0	0	0	1
ASV_23466	0	1	0	4	0	0	0	1
ASV_23467	0	0	2	1	0	0	0	9
ASV_23468	0	1	3	1	0	0	0	3
ASV_23470	3	0	16	3	0	1	0	4
ASV_23471	0	0	0	2	0	2	1	9
ASV_23472	0	6	1	6	0	0	5	3
ASV_23474	3	24	0	10	0	1	4	19
ASV_23475	0	2	0	3	0	0	0	0
ASV_23476	1	3	0	3	1	0	0	2
ASV_23480	0	6	3	3	2	0	2	0
ASV_23481	0	5	1	3	0	1	0	6
ASV_23482	3	7	7	0	0	0	0	0
ASV_23486	1	9	1	11	0	0	0	5
ASV_23487	0	0	4	3	6	0	3	4
ASV_23488	0	0	0	9	0	0	1	2
ASV_23489	0	0	0	2	0	0	2	3
ASV_23490	0	7	2	0	0	0	0	0
ASV_23492	0	0	1	2	0	0	0	5
ASV_23494	0	0	1	2	0	0	0	0
ASV_23495	0	0	3	3	0	0	0	0
ASV_23496	0	0	12	1	0	1	0	1
ASV_23497	4	8	13	6	0	0	0	25
ASV_23499	0	0	4	2	0	0	0	0
ASV_23504	0	0	30	1	0	0	7	2
ASV_23505	5	0	1	1	0	0	0	0
ASV_23506	0	0	1	6	0	0	0	0
ASV_23507	0	0	2	1	0	0	0	1
ASV_23508	0	0	2	0	0	0	0	16
ASV_23509	1	0	0	2	0	0	0	0
ASV_23510	1	0	0	2	0	0	0	1
ASV_23512	0	0	2	1	0	0	0	0
ASV_23513	0	0	7	17	0	0	0	0
ASV_23517	7	6	3	4	0	0	0	5
ASV_23518	0	0	0	0	6	5	2	0
ASV_23519	1	0	3	1	0	0	0	1
ASV_23521	0	0	1	3	0	0	0	7
ASV_23523	3	0	1	1	1	0	1	0
ASV_23524	0	0	0	2	0	0	0	6
ASV_23527	0	1	0	0	0	0	1	0
ASV_23528	1	0	6	0	0	0	2	1
ASV_23531	0	1	5	10	11	0	0	4
ASV_23534	0	0	2	0	10	1	2	0
ASV_23535	0	0	0	0	0	0	0	13
ASV_23536	2	3	0	4	0	0	0	1
ASV_23537	0	7	0	1	0	2	0	2
ASV_23538	5	4	2	5	0	1	0	3
ASV_23539	0	1	5	8	0	0	0	0
ASV_23541	0	0	3	0	0	0	0	0
ASV_23542	0	0	3	1	0	0	0	1
ASV_23543	3	3	0	1	0	0	0	0
ASV_23546	0	0	0	0	0	0	0	0
ASV_23547	1	4	0	1	0	0	1	2
ASV_23550	11	0	3	8	3	0	3	0
ASV_23551	2	0	2	1	0	0	1	0
ASV_23552	0	0	0	7	0	0	5	2
ASV_23554	0	2	3	8	0	0	1	1
ASV_23555	3	2	0	1	0	0	1	0
ASV_23556	8	2	0	3	0	0	0	53
ASV_23557	4	0	0	7	0	0	0	1
ASV_23559	0	20	8	1	0	0	3	2
ASV_23561	0	7	1	4	1	0	0	2
ASV_23562	0	2	2	5	0	0	0	2
ASV_23563	0	1	5	1	0	0	0	4
ASV_23564	0	0	0	2	0	0	0	0
ASV_23566	0	0	0	1	0	0	0	0
ASV_23567	8	2	1	0	0	0	1	0
ASV_23568	0	3	2	3	0	0	0	1
ASV_23569	0	0	0	1	0	0	0	0
ASV_23571	0	2	1	3	0	0	0	3
ASV_23572	0	1	0	0	0	1	3	0
ASV_23573	0	0	0	1	0	0	0	0
ASV_23576	0	0	0	4	0	0	0	0
ASV_23579	0	0	2	1	0	0	0	2
ASV_23580	0	0	1	1	0	0	0	2
ASV_23581	0	0	0	0	0	0	0	0
ASV_23582	0	0	0	0	0	0	0	55
ASV_23584	0	8	2	5	0	1	0	3
ASV_23585	0	0	0	0	0	0	0	0
ASV_23586	2	3	0	5	0	0	0	0
ASV_23589	0	0	0	0	0	0	0	2
ASV_23590	0	4	2	1	0	0	2	0
ASV_23593	0	0	0	1	0	0	0	0
ASV_23595	0	1	0	3	0	0	1	3
ASV_23596	0	5	0	2	0	0	0	1
ASV_23597	0	0	0	1	0	0	0	1
ASV_23598	0	0	0	0	0	0	0	1
ASV_23599	0	0	2	0	0	0	0	0
ASV_23600	0	0	0	1	7	0	0	0
ASV_23603	4	5	2	3	0	0	0	0
ASV_23604	0	0	0	0	0	0	0	0
ASV_23605	0	0	0	1	0	0	0	1
ASV_23606	0	1	0	1	0	0	0	0
ASV_23607	0	0	0	0	0	0	0	0
ASV_23608	0	0	4	0	0	0	0	0
ASV_23609	5	1	2	0	0	0	0	0
ASV_23610	0	0	0	7	0	0	0	8
ASV_23612	1	5	0	9	0	0	4	0
ASV_23613	0	2	5	2	0	0	0	6
ASV_23614	0	0	0	1	0	0	0	1
ASV_23616	0	0	0	0	0	0	0	1
ASV_23618	0	0	0	0	0	0	1	2
ASV_23620	0	9	10	1	0	0	1	6
ASV_23625	9	1	0	2	0	0	0	0
ASV_23626	1	4	0	5	0	0	0	0
ASV_23627	0	0	0	0	0	0	0	0
ASV_23628	0	0	0	0	2	0	0	0
ASV_23629	1	2	0	0	0	0	0	3
ASV_23630	0	0	2	0	0	0	2	0
ASV_23632	0	1	0	2	0	0	0	0
ASV_23633	0	0	0	0	0	0	0	0
ASV_23635	0	2	1	2	0	0	0	0
ASV_23639	0	1	0	1	0	0	0	0
ASV_23640	0	0	0	0	0	0	0	0
ASV_23644	0	0	2	0	0	0	0	3
ASV_23646	0	2	0	1	0	0	0	0
ASV_23649	0	0	0	0	0	0	0	2
ASV_23650	0	0	1	0	0	0	0	0
ASV_23651	0	0	0	0	0	0	0	1
ASV_23653	0	0	0	0	0	0	0	0
ASV_23654	0	5	2	0	0	0	0	0
ASV_23655	0	0	2	2	0	0	0	3
ASV_23656	0	3	0	0	0	0	0	0
ASV_23658	0	0	2	1	0	0	1	2
ASV_23661	0	0	0	1	0	0	0	0
ASV_23663	0	1	1	0	0	0	0	0
ASV_23664	3	0	0	5	0	0	0	0
ASV_23667	0	3	0	0	0	0	2	5
ASV_23670	0	0	0	0	0	0	1	0
ASV_23671	0	2	1	1	0	0	0	0
ASV_23674	0	0	5	2	0	0	2	0
ASV_23677	3	0	0	0	3	0	0	1
ASV_23684	0	0	0	0	0	0	0	0
ASV_23685	0	0	0	0	0	2	0	0
ASV_23688	3	1	0	0	0	0	0	2
ASV_23689	1	0	0	4	0	0	0	0
ASV_23691	0	0	0	0	0	0	0	0
ASV_23692	0	0	0	0	0	0	0	0
ASV_23700	2	0	2	6	5	0	0	1
ASV_23702	0	0	3	1	0	0	0	0
ASV_23706	0	0	0	0	0	0	0	1
ASV_23708	0	3	1	0	0	0	1	0
ASV_23710	2	0	0	0	0	0	0	1
ASV_23715	0	5	0	0	0	0	1	1
ASV_23717	2	0	0	1	0	2	0	4
ASV_23718	0	0	2	5	0	0	0	13
ASV_23719	0	0	0	4	0	0	0	0
ASV_23722	2	0	0	1	0	0	0	0
ASV_23723	0	0	0	0	0	0	0	0
