#OTUID	CN17_B1	CN17_B10	CN17_B13	CN17_B17	CN17_CBI1	CN17_CBI4	CN17_CBI5	CN17_CBI8	CN18FESPkoa_SC24	CN18FESPkoa_SC26	CN18FESPkoa_SC29	CN18FESPkoa_SC30	CN18FESPkoa_SC31	CN18FESPkoa_SC32	CN18FESPkoa_SC34	CN18FESPkoa_SC37	CN18FESPkoa_SC40	CN18FESPkoa_SC41	CN18FESPkoa_SC43	CN18FESPkoa_SC44	CN18FESPkoa_SC46	CN18FESPkoa_SC47	CN18FESPkoa_SC49	CN18FESPkoa_SC52	CN18FESPkoa_SC53	CN18FESPkoa_SC55	CN18FESPkoa_SC56	CN18FESPkoa_SC57	CN18FESPkoa_SC58	CN18Fc12_8_eDNA	CN18Fc19_5_eDNA	CN18Fc21_6_eDNA	CN18Fc22_6_eDNA	CN18Fc24_6_eDNA	CN18Fc25_5_eDNA	CN18Fc27_4_eDNA	CN18Fc29_6_eDNA	CN18Fc30_4_eDNA	CN18Fc32_4_eDNA	CN18Fc33_5_eDNA	CN18Fc36_6_eDNA	CN18Fc38_5_eDNA	CN18Fc40_6_eDNA	CN18Fc41_6_eDNA	CN18Fc43_5_eDNA	CN18Fc44_8_eDNA	CN18Fc46_8_eDNA	CN18Fc47_6_eDNA	CN18Fc49_6_eDNA	CN18Fc51_5_eDNA	CN18SESPkoa_SC36	CN18SESPkoa_SC37	CN18SESPkoa_SC39	CN18SESPkoa_SC40	CN18SESPkoa_SC41	CN18SESPkoa_SC42	CN18SESPkoa_SC44	CN18SESPkoa_SC45	CN18SESPkoa_SC47	CN18SESPkoa_SC49	CN18Sc09_2_eDNA	CN18Sc10_2_eDNA	CN18Sc14_2_eDNA	CN18Sc14_8_eDNA	CN18Sc15_2_eDNA	CN18Sc15_8_eDNA	CN18Sc18_2_eDNA	CN18Sc18_8_eDNA	CN18Sc27_2_eDNA	CN18Sc27_8_eDNA
62059060a99ffbf37462dcf4e3fadff7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	4	0
75127ab5d10950a9f8e6fd0bdf8c779d	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	41	0	23	0	11	21	21	25	23	19	0	0	0	18	0	20	0
e4606f227d98f790e969fdad14c32d24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6f0ad4e117c6afe4e3111f863dd96c74	0	0	4	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
910bed6fbcaeb795569ea53db319bf05	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6bfbafd1fe7a1cfba944f79393c1998f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	17	0	0	0	0	14	0	0	0	0	0	0	0	0	0	31	0
e3e50f8fbb3ad1814a9f5079f6853d41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f35e6c0f6cef47cdab234d0c9fbef67a	17	0	0	0	7	0	0	5	14	48	41	33	121	46	87	40	62	83	86	69	111	68	70	68	84	31	66	90	67	10	36	126	63	73	197	0	128	148	44	125	54	112	72	102	99	89	56	67	64	26	24	0	0	0	0	16	0	0	0	0	0	0	14	0	9	0	8	0	8	0
5245f0aa42e74d51abc527e44b558626	25	0	0	42	0	0	0	0	27	73	60	37	98	78	70	33	100	81	71	67	89	68	59	87	82	42	55	59	63	0	39	65	53	65	76	0	54	38	14	67	48	57	75	59	70	66	43	45	25	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8b08139d6eb5d7a849dff1bd579727d7	0	0	0	6	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0c121acb8169160b45dd7a1445c9bdcd	9	5	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5c39a8c5228a3e032767693850516fa1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dedd9c079cc0850ea39a425fed61b2aa	0	4	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
99d43dd961a5502733b5eea8c5ebf00d	49	0	13	16	51	10	16	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	49	0	16	0	23	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0
0f041aab5d79388afd8419009fb9c666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79f0f41ec158d61bb5b4b42cec192cb5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1dd61e9e3a216879b157f7a0032406f2	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0a8ad69131d8c3c90e995d29ef24afe8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11414220975ffffc13614e65af89c052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	4	3	0	0	0	0	0	0	0	0	5	0
b5a53997cbd296d362d800d4473e630c	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	8	0	0	0	0	0	0	0	0	0
19c6cc2eadaa57b1a3cc2acf4d461bb7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5df95ad82129dd7c9e97328f03df04a0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
b3d73b5df65928a4f8c59f2eb7dcd58b	0	10	14	0	0	0	8	0	63	80	55	48	122	58	106	62	121	95	97	87	106	79	100	162	141	60	70	91	149	0	51	123	60	85	114	0	61	83	19	89	57	96	116	29	73	45	84	45	63	30	499	0	41	6	52	0	5	0	0	5	0	5	9	17	5	143	0	258	0	326
54d8cbc992c28889154c67cef6d2c633	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d0a0f020e6cc4649ffd17464067090a4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0
689fa1bfc2191e153c0ee672bfe70b8c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
fe8f97c2f3e1145860ea949393f2f86f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	19	0	0	0	0	0	0	14	0	0	0	0	0	31	0
d6ac38b072bcfa653584192186d34a66	69	8	45	18	28	34	36	25	82	105	76	43	172	122	101	59	155	122	126	121	103	81	113	144	99	80	108	105	119	0	54	71	74	50	157	0	111	89	24	91	112	80	82	96	93	80	63	50	60	38	164	62	0	57	0	98	0	76	77	71	77	71	108	71	80	0	90	24	58	0
7a001ad3d1bfe971fc859a32f64643ff	9	0	0	20	0	6	0	8	16	28	18	14	27	25	24	18	25	36	19	33	24	19	20	21	19	16	23	20	14	0	20	25	13	19	51	0	22	17	23	24	27	16	16	17	21	21	16	26	16	8	100	0	0	0	0	9	0	0	0	0	0	6	0	15	0	4	13	14	0	42
36ced6d7e229be21b5ac7d3a85b51b2b	40	11	0	11	13	19	0	16	31	79	72	35	117	46	72	45	104	84	92	82	100	55	67	80	79	58	94	85	138	0	59	107	38	58	166	0	89	126	32	92	48	79	94	61	74	62	39	32	49	17	33	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0
3ce0acaec99cac0d5454d06f6d21bd9c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
c06de8efeadccec8f33dc90c9a63cc1d	23	11	16	36	0	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	13	0	9
0b62aa1411736ff1517d8b3d3e45b7ce	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	6	14	0	0	13	0	12	0	0	0
1bdca3818056c74fb90da72a5749b2ca	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0032f9498596693d022238b1a2c99704	51	0	0	57	0	0	0	0	27	91	52	36	120	64	76	78	80	72	96	83	109	59	67	89	73	52	73	73	136	0	45	70	57	62	117	0	77	87	31	75	41	70	60	80	72	66	49	34	33	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4366fbf9853bc706fb238f7ec4c8c883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3ab56ad8dedf8e34a6b3afe2c1a46c0d	9	9	87	0	10	95	88	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	90	0	96	0	101	113	100	81	64	88	31	99	0	122	0	131	0
822f84c3b1d31afe3ccaafe28cfc0f2e	533	1132	710	1271	123	182	493	489	247	211	269	202	543	303	311	189	453	399	460	446	361	282	396	451	435	250	382	399	451	23	243	310	346	307	682	11	355	317	141	448	380	402	429	459	443	399	291	261	257	221	2438	16	282	14	313	69	21	33	46	43	34	44	41	200	42	685	64	971	9	990
559acd01207dcd042e49c7eefa95b495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	31	0	19	0	40	38	27	17	29	32	22	26	0	39	0	38	0
c9923697b2fb6434ca5129e996dbcce1	35	0	0	0	20	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4241bfb6a100ca861e43ba81c45df5c8	0	0	0	0	0	0	0	0	12	28	16	0	36	17	34	22	39	26	33	27	32	0	29	36	39	13	18	22	26	0	0	22	16	0	65	0	29	29	18	32	21	24	27	24	23	24	15	14	10	17	15	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
14b2d26bb9ddf9abfd5744a502fcc6d7	42	182	57	0	0	45	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
401e9e7bcc7da4493276d68c69d1a5c7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11405ed809d78d3eab423115a09794e9	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6119f0b2689e85d164b0e1bb9d611002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00a01ad9881a63da865ff78366562502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	11	0	0	0	0	0	0	0
3d8b9a694accc5bbfa2af76d033d31ee	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
31d6db9e871991e54bcbce7648efd9b0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32137e685481a2029dad953ddc0431df	86	14	25	52	39	40	34	42	130	175	222	136	492	188	329	212	293	340	299	309	329	162	281	312	326	141	344	259	389	29	148	380	203	211	763	13	372	483	215	335	347	314	257	231	395	257	210	191	209	91	277	70	0	78	0	125	0	82	103	82	104	121	105	149	104	0	120	47	65	12
0cc9c55d721f5f3d43ec8bc2fe132d0e	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1582f871a9f229cb4284d9f3d497a654	69	36	71	0	0	32	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	144	0	153	0	147	0	160	160	186	155	177	188	90	122	0	173	0	210	0
a952c0cb5818c0ae16da3dbce1577d26	217	208	120	359	9	28	46	100	0	12	0	4	8	0	9	0	0	9	0	0	0	0	0	0	5	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	5	0	0	0	0	0	0	0	40	0	4	0	0	0	0	0	0	0	0	0	0	0	0	23	0	23	0	16
cf81f01b04e0dcce66c7128f6c6119ae	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f47d2327aefe0f1ad0cd73e5facd0442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464	0	45	0	0	0	0	0	0	0	0	0	0	35	0	0	0	113	0	19
fbb3aaf32c640635c86a7c829a85ed34	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0
1184d89448900bc08049f6de52b77792	0	17	10	0	0	22	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	16	8	0	0	0	15	0	17	14	20	14	22	16	15	15	0	17	9	0	0
a7528fbd25326750dbbb88b5c8af51e1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c30cad9fcfd8f81ab1ad5e4fd7791450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	5	0	0	8	0	0	0	0	3	0	7	5	0	0	3	0	7	0	3	0	2	0	0	0	0	3	0	5	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0
5da8dd7b442681c297e5a98c13bdc4b4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
36adc9f7bf5e86c8036b67868991b5c5	12	0	11	22	0	0	8	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ff6b0eccda618285dac5647e09f7cc87	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	35	0	35	0	25	29	45	19	37	37	16	31	0	20	0	77	0
b534fa4e71a260de690378f789158219	31	0	0	12	0	0	0	19	130	145	202	164	331	270	276	192	331	270	258	262	285	196	248	326	352	189	285	232	353	31	176	270	215	216	338	13	288	272	65	276	237	205	301	207	237	252	235	190	163	114	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8b734ae559de73c50dbd29df1298c1c4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0
0f3bfef8e59b3fb80b44c1a626732f59	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9c105d40b0294ab0f7dcb09a731320aa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0a4920fc0d88605bf008cb4a19f42ece	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	16	0	0	0	0	0	0	0	0	0	20	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	41	0	49	0	35	38	43	48	0	49	0	0	0	41	0	0	0
d5d18352c689ab006bc657b78bfd11e8	4222	4568	3228	2049	601	768	965	665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	768	0	251	0	107	0	0	0	0	0	0	0	0	0	0	208	0	753	0	319
85ea58f1138d6b862c41752c11156c34	43	0	24	15	16	23	21	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	21	0	13	0	0	0	0	0	0	0	0	0	0	0	0	13	0	5
2fa4a60ed90218582d3692d8e1e61e4d	5	0	9	0	128	5	3	4	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	4	4	0	3	0	3	7	3	4	3	0	0	0	3	0	0	0	0	0	31	41	0	110	0	65	0	98	154	62	85	108	175	71	89	0	222	30	173	8
f5f5e0da89730462abaf6301a9557193	0	0	0	0	0	0	0	0	0	0	0	5	0	0	12	0	0	5	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	7	0	0	0	0	14	0	0	0	0	0	11	0
bc03cc2bd8a104abb5b12d375a1a75c5	11	0	0	0	20	0	0	0	10	18	7	15	27	13	24	9	32	20	18	15	11	12	11	32	8	7	13	15	14	0	0	19	0	17	23	0	0	13	11	13	0	10	12	15	10	0	4	13	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
58e55c4c15c15599fd82b6d7bb7f6946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
262b56ec742932122c6b7e44348ff62a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	4	8	7	3	6	7	0	0	0	9	0	5	0
717b6519969aba2ce50dc41c149f78dd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	8	6	0	0
ffedec13f25b2f7f21e150ddd69a539b	0	0	0	0	0	0	0	0	0	0	9	0	13	0	7	8	0	0	7	9	0	0	0	0	15	0	0	0	0	0	0	0	0	0	12	0	0	0	0	10	0	0	8	0	9	0	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f3010ba3833c2d590b910b62c85e4265	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96fef172843fbd059d2b2d26730d42f9	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f08da31d9cbe88385b71eb1b4325581c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4e0f03ee3f3935bde66207bf3654005e	0	10	0	0	0	0	0	0	23	20	10	0	4	25	7	18	5	24	30	33	8	14	28	10	10	13	12	29	4	0	0	8	12	17	15	0	4	12	15	11	20	28	3	0	31	16	13	0	0	0	0	40	0	39	0	0	0	34	39	39	0	0	0	0	27	0	0	0	44	0
99f2bde3fb7a0974f4bf5325548fc7f2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
