"ASV","20180724_EB_AA","20180802_EB_AA","20180815_EB_AA","20180908_CB_HH","20180909_CB_HH","20180910_CB_HH","20181211_EB_CC","20181212_EB_CC","20181218_EB_CC","20190619_EB_HH","CN18FESPkoa_SC1_CC","CN18FESPkoa_SC59_CC","CN18S_koa3G_SC29_CC","CN18S_koa3G_SC30_CC","CN18S_koa3G_SC31_CC","CN18S_koa3G_SC57_CC","CN18S_koa3G_SC58_CC","CN18S_koa3G_SC59_CC","pcr_blank_1_CC","pcr_blank_2_CC","pcr_blank_3_CC","pcrblank_1_AA","pcrblank_1_HH","pcrblank_2_AA","pcrblank_2_HH","pcrblank_3_AA","pcrblank_3_HH","rowsum","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_1010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,38,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","g_","s_"
"ASV_2523",0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,"Eukaryota","Cryptophyta","unknown","Cryptomonadales","Cryptomonadaceae","Cryptomonas","unassigned"
"ASV_5852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,38,"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","unknown","Candida","s_"
"ASV_222",0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,"Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"ASV_5875",0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,"Eukaryota","unknown","unknown","unknown","unknown","unknown","s_"
"ASV_7471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,37,"no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_10747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,37,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"ASV_5848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,35,"Eukaryota","unknown","unknown","Plasmodiophorida","Plasmodiophoridae","g_","s_"
"ASV_5922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,35,"Eukaryota","unknown","Labyrinthulomycetes","unknown","Thraustochytriaceae","g_","s_"
"ASV_208",0,0,0,0,0,0,0,1,0,0,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,34,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"ASV_4598",0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,34,"Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Epicoccum","unassigned"
"ASV_4094",0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,"Eukaryota","Streptophyta","Liliopsida","Zingiberales","Musaceae","unassigned","unassigned"
"ASV_10846",0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,"Eukaryota","unknown","unknown","Vampyrellida","Leptophryidae","g_","s_"
"ASV_217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,32,"Eukaryota","Cercozoa","unknown","Thaumatomonadida","Thaumatomastigidae","unassigned","s_"
"ASV_283",0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,31,"Eukaryota","Annelida","Polychaeta","Terebellida","unknown","Amphitrite","s_"
"ASV_819",0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,31,"Eukaryota","Bacillariophyta","Coscinodiscophyceae","Melosirales","Stephanopyxidaceae","Stephanopyxis","Stephanopyxis turris"
"ASV_135",0,0,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,"Eukaryota","Chordata","Thaliacea","Salpida","Salpidae","Cyclosalpa","Cyclosalpa polae"
"ASV_5968",0,0,0,0,27,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,"Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","unassigned","unassigned","unassigned"
"ASV_10924",0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,"Eukaryota","Chytridiomycota","Chytridiomycetes","Rhizophydiales","Rhizophydiaceae","Rhizophydium","Rhizophydium patellarium"
"ASV_266",0,0,0,6,17,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,29,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"ASV_1537",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,29,"Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira hendeyi"
"ASV_2781",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,"Eukaryota","unknown","unknown","unknown","Pterocystidae","g_","s_"
"ASV_2813",0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_329",0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,"Eukaryota","unknown","unknown","Telonemida","unknown","g_","s_"
"ASV_1218",0,0,0,0,0,0,2,1,0,0,7,0,1,1,5,1,1,3,6,0,0,0,0,0,0,0,0,28,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","Protoperidinium","s_"
"ASV_1940",0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,28,"Eukaryota","unknown","Labyrinthulomycetes","unknown","Thraustochytriaceae","g_","s_"
"ASV_4618",0,0,0,0,0,0,1,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,28,"Eukaryota","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","unassigned","unassigned"
"ASV_492",0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,"Eukaryota","Arthropoda","Malacostraca","Euphausiacea","Euphausiidae","unassigned","unassigned"
"ASV_1483",0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,27,"Eukaryota","unknown","Polycystinea","Collodaria","Sphaerozoidae","unassigned","unassigned"
"ASV_2105",0,0,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","unassigned"
"ASV_2899",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,"Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"ASV_1067",0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,"Eukaryota","Ciliophora","Spirotrichea","Tintinnida","Codonellidae","Tintinnopsis","unassigned"
"ASV_4054",0,0,0,0,0,0,0,0,0,0,19,0,0,0,2,0,3,0,0,0,0,0,2,0,0,0,0,26,"Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","unassigned","unassigned"
"ASV_4894",0,0,0,0,0,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,26,"Eukaryota","Basidiomycota","Tremellomycetes","unassigned","unassigned","unassigned","unassigned"
"ASV_42",0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,"Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"ASV_931",0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,"Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine picoeukaryote"
"ASV_2922",0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,"Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine picoeukaryote"
"ASV_2200",0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Warnowiaceae","Warnowia","Warnowia sp. BSL-2009a"
"ASV_3022",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,"Eukaryota","Arthropoda","Insecta","Diptera","unassigned","unassigned","unassigned"
"ASV_389",0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,"no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_3056",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,"Eukaryota","unknown","unknown","Bicosoecida","unassigned","g_","s_"
"ASV_3057",0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,"no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_6246",0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,"Eukaryota","Ascomycota","Sordariomycetes","Xylariales","unassigned","unassigned","unassigned"
"ASV_6304",0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,23,"Eukaryota","unknown","unknown","Diplomonadida","Enteromonadidae","g_","s_"
"ASV_95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,22,"Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine eukaryote"
"ASV_4496",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,22,"Eukaryota","Arthropoda","Hexanauplia","Calanoida","Calanidae","unassigned","unassigned"
"ASV_11228",0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_41",0,0,18,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,"Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine eukaryote"
"ASV_362",0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,21,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Duboscquellidae","Duboscquella","unassigned"
"ASV_2536",0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,"Eukaryota","Dinoflagellata","Dinophyceae","Suessiales","Suessiaceae","Ansanella","unassigned"
"ASV_4070",0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","unassigned","unassigned"
"ASV_4439",0,0,0,0,0,0,0,0,0,0,14,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,21,"Eukaryota","Cnidaria","Scyphozoa","Semaeostomeae","Pelagiidae","Chrysaora","Chrysaora fuscescens"
"ASV_7563",0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","unassigned"
"ASV_10979",0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,"Eukaryota","Ascomycota","Dothideomycetes","Capnodiales","Mycosphaerellaceae","Ramularia","unassigned"
"ASV_11264",0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,"Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_11269",0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,"Eukaryota","Chytridiomycota","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_524",0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine picoeukaryote"
"ASV_3205",0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"Eukaryota","Ochrophyta","Chrysophyceae","unassigned","unassigned","unassigned","unassigned"
"ASV_4048",0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,20,"Eukaryota","unknown","unknown","unknown","unknown","unknown","phototrophic eukaryote"
"ASV_5253",0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"Eukaryota","unknown","Labyrinthulomycetes","unknown","Thraustochytriaceae","g_","s_"
"ASV_6193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,"Eukaryota","Ciliophora","Spirotrichea","Choreotrichida","Strobilidiidae","Rimostrombidium","s_"
"ASV_6432",0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"Eukaryota","unknown","unknown","unknown","Planomonadidae","Planomonas","unassigned"
"ASV_6434",0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,"Eukaryota","Basidiomycota","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,19,"Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_3202",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"Eukaryota","unknown","Synurophyceae","Synurales","Mallomonadaceae","Mallomonas","Mallomonas striata"
"ASV_3353",0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"Eukaryota","Bacillariophyta","Coscinodiscophyceae","unassigned","unassigned","unassigned","s_"
"ASV_4745",0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19,"no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_6482",0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,"no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_118",0,0,0,0,0,0,0,0,0,0,14,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,18,"Eukaryota","Bacillariophyta","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_407",0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,"Eukaryota","Haptophyta","Haptophyta","Prymnesiales","unassigned","unassigned","unassigned"
"ASV_785",0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,18,"Eukaryota","Dinoflagellata","Dinophyceae","Gonyaulacales","Ceratiaceae","Tripos","Tripos tenuis"
"ASV_53",0,0,0,0,0,0,0,0,0,0,6,0,2,0,1,8,0,0,0,0,0,0,0,0,0,0,0,17,"Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","unassigned","unassigned","unassigned"
"ASV_2338",0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_3307",0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,"no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_170",0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"Eukaryota","Bacillariophyta","Mediophyceae","Hemiaulales","Hemiaulaceae","Eucampia","unassigned"
"ASV_6029",0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,16,"Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","unassigned"
"ASV_10111",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,"Eukaryota","Chaetognatha","Sagittoidea","Aphragmophora","Sagittidae","Sagitta","s_"
"ASV_15",0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"Eukaryota","Cnidaria","Hydrozoa","Anthoathecata","Pandeidae","Leuckartiara","Leuckartiara octona"
"ASV_1053",0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15,"Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","unassigned","unassigned"
"ASV_3738",0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,"Eukaryota","Ciliophora","Spirotrichea","Choreotrichida","Strombidinopsidae","g_","s_"
"ASV_12580",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,"no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_341",0,0,0,0,9,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,"Eukaryota","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum triestinum"
"ASV_749",0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","s_"
"ASV_1532",0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","g_","s_"
"ASV_4049",0,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,"Eukaryota","Dinoflagellata","Dinophyceae","Gonyaulacales","Ceratiaceae","Tripos","Tripos tenuis"
"ASV_6266",0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"Eukaryota","unknown","unknown","Kinetoplastida","Bodonidae","unknown","Bodonidae sp. Auckland"
"ASV_6740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,"Eukaryota","Basidiomycota","Agaricomycetes","Russulales","Peniophoraceae","g_","s_"
"ASV_6741",0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_11393",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"Eukaryota","unknown","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium aphanidermatum"
"ASV_133",0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,"Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","unassigned"
"ASV_218",0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Duboscquellidae","g_","s_"
"ASV_1012",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,13,"Eukaryota","unknown","unknown","Choanoflagellata","unknown","unknown","Choanoflagellida sp. SL163"
"ASV_3573",0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,"Eukaryota","Blastocladiomycota","Blastocladiomycetes","Blastocladiales","Blastocladiaceae","unassigned","unassigned"
"ASV_5017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,13,"Eukaryota","Basidiomycota","Malasseziomycetes","Malasseziales","Malasseziaceae","Malassezia","unassigned"
"ASV_6792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,13,"Eukaryota","Ochrophyta","Chrysophyceae","unassigned","unassigned","g_","s_"
"ASV_159",0,0,0,0,2,1,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Akashiwo","Akashiwo sanguinea"
"ASV_460",0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,3,12,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Warnowiaceae","Proterythropsis","Proterythropsis sp. BSL-2009a"
"ASV_4135",0,0,0,0,0,0,0,2,0,0,2,1,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,12,"Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_4147",0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,"Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Haslea","unassigned"
"ASV_4430",0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"Eukaryota","Annelida","Polychaeta","Spionida","Cirratulidae","Caulleriella","s_"
"ASV_5274",0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"Eukaryota","unknown","Oomycetes","unassigned","unassigned","unassigned","unassigned"
"ASV_6837",0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"Eukaryota","Cnidaria","Myxozoa","Malacovalvulida","Saccosporidae","g_","s_"
"ASV_11766",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,"Eukaryota","Cercozoa","Thecofilosea","Tectofilosida","Pseudodifflugiidae","g_","s_"
"ASV_46",0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,"Eukaryota","Bacillariophyta","Mediophyceae","Lithodesmiales","Lithodesmiaceae","Ditylum","Ditylum brightwellii"
"ASV_297",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","unassigned"
"ASV_505",0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"Eukaryota","Dinoflagellata","Dinophyceae","unassigned","unassigned","unassigned","unassigned"
"ASV_712",0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"Eukaryota","unknown","Oomycetes","Lagenidiales","Haliphthoraceae","Haliphthoros","unassigned"
"ASV_719",0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"Eukaryota","Haptophyta","Haptophyta","Isochrysidales","Noelaerhabdaceae","unassigned","unassigned"
"ASV_3237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,"Eukaryota","Ciliophora","Oligohymenophorea","Philasterida","Cinetochilidae","g_","s_"
"ASV_3688",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"Eukaryota","Basidiomycota","Agaricomycetes","unassigned","unassigned","unassigned","unassigned"
"ASV_4090",0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,"Eukaryota","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Cochlodinium","unassigned"
"ASV_4198",0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"Eukaryota","unknown","Ichthyosporea","Ichthyophonida","unknown","g_","s_"
"ASV_4537",0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,11,"Eukaryota","Cnidaria","Scyphozoa","Semaeostomeae","Pelagiidae","Chrysaora","Chrysaora fuscescens"
"ASV_6836",0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"Eukaryota","Cercozoa","unknown","Marimonadida","unknown","g_","s_"
"ASV_6898",0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","Protoperidiniaceae","g_","s_"
"ASV_6903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,"Eukaryota","Chytridiomycota","unassigned","unassigned","unassigned","unassigned","s_"
"ASV_6904",0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,"Eukaryota","Ochrophyta","Chrysophyceae","Chromulinales","Chromulinaceae","g_","s_"
"ASV_85",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"Eukaryota","unknown","unknown","unknown","unknown","unknown","uncultured marine picoeukaryote"
"ASV_946",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"Eukaryota","Dinoflagellata","Dinophyceae","Syndiniales","Duboscquellidae","Duboscquella","unassigned"
"ASV_4113",0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,"Eukaryota","Dinoflagellata","Dinophyceae","Peridiniales","unassigned","unassigned","unassigned"
"ASV_121",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,"Eukaryota","Bacillariophyta","Mediophyceae","Hemiaulales","Hemiaulaceae","Eucampia","unassigned"
"ASV_4025",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,"no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
