"ASV","20180724_EB_Y","20180802_EB_Y","20180815_EB_Y","20180908_CB_GG","20180909_CB_GG","20180910_CB_GG","20181211_EB_FF","20181212_EB_FF","20181218_EB_FF","20190619_EB_GG","CN18FESPkoa_SC1_FF","CN18FESPkoa_SC59_FF","CN18S_koa3G_SC29_FF","CN18S_koa3G_SC30_FF","CN18S_koa3G_SC31_FF","CN18S_koa3G_SC57_FF","CN18S_koa3G_SC58_FF","CN18S_koa3G_SC59_FF","pcr_blank_1_FF","pcr_blank_2_FF","pcr_blank_3_FF","pcrblank_1_GG","pcrblank_1_Y","pcrblank_2_GG","pcrblank_2_Y","pcrblank_3_GG","pcrblank_3_Y","rowsum","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV_8434",0,0,0,0,0,1,3,2,2,0,171,24,0,7,26,7,12,6,9,1,8,0,0,1,0,0,0,280,"Eukaryota","Rhodophyta","Bangiophyceae","Bangiales","Bangiaceae","g_","s_"
"ASV_12840",0,0,0,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271,"Eukaryota","Ascomycota","unassigned","unassigned","unassigned","g_","s_"
"ASV_40750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,0,0,0,0,264,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_9267",0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,263,"unassigned","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_10266",0,0,0,0,0,0,0,1,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,257,"Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemataceae","g_","s_"
"ASV_8481",0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,255,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_40756",0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,"Eukaryota","Ascomycota","Dothideomycetes","Dothideales","Dothioraceae","g_","s_"
"ASV_8233",5,0,0,0,0,0,0,0,0,0,7,1,226,0,0,0,3,0,2,0,2,0,0,0,0,0,4,250,"Eukaryota","Haptophyta","Haptophyta","Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis globosa"
"ASV_44457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,243,"no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_45790",0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_32036",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,0,0,241,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"ASV_32012",0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,"Eukaryota","Cnidaria","Hydrozoa","Leptothecata","unassigned","g_","s_"
"ASV_45812",0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_44462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,213,"no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_40768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,210,"Eukaryota","Picozoa","unknown","unknown","unknown","g_","s_"
"ASV_3605",0,0,0,190,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium chrysogenum"
"ASV_25223",0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_40786",0,0,0,0,0,0,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,"Eukaryota","Arthropoda","Insecta","Hymenoptera","Braconidae","g_","s_"
"ASV_8527",0,0,2,0,0,0,1,0,0,0,180,0,2,2,2,0,0,0,0,0,2,0,1,0,3,0,2,197,"Eukaryota","Bacillariophyta","unassigned","unassigned","unassigned","g_","s_"
"ASV_45854",0,0,0,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_26627",0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,"Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Debaryomycetaceae","Millerozyma","Millerozyma farinosa"
"ASV_25176",0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_8350",0,0,0,0,0,1,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,"Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemataceae","g_","s_"
"ASV_17016",0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,"Eukaryota","Haptophyta","Haptophyta","Prymnesiales","Chrysochromulinaceae","g_","s_"
"ASV_50316",0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,"no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_32107",185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"ASV_40798",0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,"Eukaryota","Arthropoda","Insecta","unassigned","unassigned","g_","s_"
"ASV_31009",0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,"no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_14013",0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,"Eukaryota","Ochrophyta","Chrysophyceae","Chromulinales","Paraphysomonadaceae","g_","s_"
"ASV_40806",0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,170,"Eukaryota","Cnidaria","Hydrozoa","Anthoathecata","Moerisiidae","g_","s_"
"ASV_32162",0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"ASV_45887",0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"ASV_40814",0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium sclerotiorum"
"ASV_8742",0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,"Eukaryota","Cercozoa","unknown","Euglyphida","Paulinellidae","g_","s_"
"ASV_8868",0,0,0,0,0,0,0,3,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,"Eukaryota","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","g_","s_"
"ASV_40821",0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,"unassigned","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_40822",0,0,0,0,0,0,0,0,0,0,3,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,"Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_40825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,150,"Eukaryota","unknown","unknown","unknown","Vannellidae","g_","s_"
"ASV_9776",0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,"Eukaryota","Oomycota","Oomycetes","unassigned","unassigned","g_","s_"
"ASV_40846",0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,"Eukaryota","Arthropoda","Insecta","Hymenoptera","Braconidae","g_","s_"
"ASV_32264",0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,"Eukaryota","Ascomycota","Dothideomycetes","unassigned","unassigned","g_","s_"
"ASV_21234",0,0,1,0,0,0,0,0,0,0,37,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,"Eukaryota","Haptophyta","Haptophyta","Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis globosa"
"ASV_40856",0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,"Eukaryota","unknown","unknown","Himatismenida","unknown","g_","s_"
"ASV_40857",0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,"Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_8623",0,0,0,0,0,0,0,1,0,0,110,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,115,"Eukaryota","Bacillariophyta","Mediophyceae","Cymatosirales","Cymatosiraceae","g_","s_"
"ASV_8360",3,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,113,"Eukaryota","Cercozoa","unknown","Euglyphida","Paulinellidae","g_","s_"
"ASV_17098",0,0,0,0,0,0,0,0,0,0,26,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,113,"Eukaryota","unknown","unknown","Himatismenida","unknown","g_","s_"
"ASV_11375",0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,"Eukaryota","Rotifera","Monogononta","Ploima","Asplanchnidae","g_","s_"
"ASV_14919",0,0,0,0,0,0,0,0,0,0,15,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_31716",1,0,3,0,0,0,0,0,0,0,2,1,2,0,91,1,0,0,0,0,3,0,1,0,0,0,4,109,"Eukaryota","Picozoa","unknown","unknown","unknown","g_","s_"
"ASV_40695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,107,"Eukaryota","Picozoa","unknown","unknown","unknown","g_","s_"
"ASV_9106",0,0,0,0,2,0,0,0,0,0,103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,106,"Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","g_","s_"
"ASV_13715",0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_18119",0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,"no_hit","no_hit","no_hit","no_hit","no_hit","g_","s_"
"ASV_45639",0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_12466",0,0,0,0,0,1,0,2,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,98,"Eukaryota","Picozoa","unknown","unknown","unknown","g_","s_"
"ASV_8296",0,1,0,0,0,1,0,0,0,0,72,5,0,0,5,0,4,0,0,0,0,0,0,0,0,0,6,94,"Eukaryota","Cercozoa","unknown","Euglyphida","Paulinellidae","g_","s_"
"ASV_27812",0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,"Eukaryota","Oomycota","Oomycetes","unknown","unknown","g_","s_"
"ASV_31783",0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,"Eukaryota","Cnidaria","Hydrozoa","Leptothecata","unassigned","g_","s_"
"ASV_15633",0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,"no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_17471",0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_3079",23,0,0,22,0,0,0,0,1,0,11,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,0,84,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"ASV_40714",0,0,0,0,0,0,0,0,81,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,83,"Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","g_","s_"
"ASV_40934",0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,"Eukaryota","Oomycota","Oomycetes","unassigned","unassigned","g_","s_"
"ASV_9407",0,0,0,0,0,0,0,0,0,0,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,"Eukaryota","unknown","unknown","unknown","Paramoebidae","g_","s_"
"ASV_40735",0,0,0,0,0,0,0,0,0,0,3,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,"Eukaryota","Haptophyta","Haptophyta","Isochrysidales","Noelaerhabdaceae","Emiliania","Emiliania huxleyi"
"ASV_44505",0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,"no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_8513",0,0,0,0,1,0,5,0,2,0,7,7,1,0,11,2,15,10,3,6,6,0,0,1,0,0,0,77,"Eukaryota","Arthropoda","Arachnida","Araneae","unassigned","g_","s_"
"ASV_40680",0,0,0,0,0,0,0,0,0,0,73,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,"Eukaryota","unknown","unknown","Longamoebia","Acanthamoebidae","g_","s_"
"ASV_8229",2,0,0,0,1,0,2,2,2,2,16,13,2,0,11,4,7,0,1,0,6,0,0,3,0,0,1,75,"Eukaryota","Ochrophyta","Phaeophyceae","Fucales","Sargassaceae","g_","s_"
"ASV_40955",0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,"Eukaryota","Ctenophora","Tentaculata","Lobata","Bolinopsidae","g_","s_"
"ASV_1659",0,0,0,0,1,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,"Eukaryota","Bacillariophyta","Coscinodiscophyceae","Coscinodiscales","Coscinodiscaceae","g_","s_"
"ASV_32551",68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"ASV_40978",0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,"Eukaryota","Oomycota","Oomycetes","unknown","unknown","g_","s_"
"ASV_27377",0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,"Eukaryota","Rotifera","Monogononta","Ploima","Asplanchnidae","g_","s_"
"ASV_10549",0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,66,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_44481",0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,"no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_46229",0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_9318",0,0,0,0,0,0,0,0,0,0,0,0,2,60,0,0,0,0,0,0,0,0,0,0,0,0,0,62,"unassigned","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_9876",0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_21484",0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,"Eukaryota","Chlorophyta","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas","s_"
"ASV_40568",0,0,0,0,0,0,1,0,11,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,"Eukaryota","Picozoa","unknown","unknown","unknown","g_","s_"
"ASV_40653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,62,"Eukaryota","Picozoa","unknown","unknown","unknown","g_","s_"
"ASV_105",0,0,0,0,0,0,0,4,0,0,39,0,0,0,2,1,11,1,0,0,0,2,0,1,0,0,0,61,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_3",7,0,3,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,10,0,4,0,1,9,7,59,"Eukaryota","Arthropoda","Malacostraca","Decapoda","Oplophoridae","Acanthephyra","Acanthephyra curtirostris"
"ASV_8798",0,0,0,0,0,0,0,0,0,0,53,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_40992",0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,58,"Eukaryota","Picozoa","unknown","unknown","unknown","g_","s_"
"ASV_12691",0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,"Eukaryota","unknown","unknown","unknown","Vannellidae","g_","s_"
"ASV_287",0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,"Eukaryota","Ochrophyta","Phaeophyceae","Sphacelariales","Sphacelariaceae","g_","s_"
"ASV_11559",0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,"no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_26145",0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,"Eukaryota","Arthropoda","Arachnida","unassigned","unassigned","g_","s_"
"ASV_40640",0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,"Eukaryota","Haptophyta","Haptophyta","Isochrysidales","Noelaerhabdaceae","Emiliania","Emiliania huxleyi"
"ASV_8316",0,0,0,0,0,1,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,"Eukaryota","Cercozoa","unknown","Euglyphida","Paulinellidae","g_","s_"
"ASV_8367",0,1,0,0,0,0,0,0,0,0,0,2,0,0,47,0,0,0,0,0,0,0,1,0,0,0,1,52,"Eukaryota","Picozoa","unknown","unknown","unknown","g_","s_"
"ASV_9844",0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,"Eukaryota","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_12834",0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,"unassigned","unassigned","unassigned","unassigned","unassigned","g_","s_"
"ASV_40574",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,48,0,0,0,2,0,0,0,0,0,0,51,"Eukaryota","Arthropoda","Hexanauplia","Calanoida","Acartiidae","Acartia","unassigned"
"ASV_40688",0,0,0,0,0,0,0,0,1,0,10,0,1,37,2,0,0,0,0,0,0,0,0,0,0,0,0,51,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"ASV_9608",0,1,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,49,"Eukaryota","unassigned","unassigned","unassigned","unassigned","unassigned","unassigned"
"ASV_12657",0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,"Eukaryota","unknown","unknown","unknown","Vexilliferidae","g_","s_"
"ASV_14093",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,48,"Eukaryota","Ochrophyta","Phaeophyceae","Ectocarpales","Ectocarpaceae","g_","s_"
"ASV_41063",0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,"Eukaryota","Arthropoda","Arachnida","unassigned","unassigned","g_","s_"
"ASV_46378",0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,"Eukaryota","Arthropoda","Insecta","Zygentoma","Lepismatidae","Ctenolepisma","s_"
"ASV_32730",47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"ASV_12582",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,46,"Eukaryota","Arthropoda","Hexanauplia","Calanoida","Acartiidae","Acartia","unassigned"
"ASV_21880",0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,46,"Eukaryota","Arthropoda","unassigned","unassigned","unassigned","g_","s_"
"ASV_40743",0,0,0,0,0,0,0,0,0,0,2,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,46,"Eukaryota","Picozoa","unknown","unknown","unknown","g_","s_"
"ASV_13766",0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,"Eukaryota","Rhodophyta","Bangiophyceae","Bangiales","Bangiaceae","g_","s_"
"ASV_12457",0,0,0,0,0,0,0,0,0,0,5,1,33,0,1,0,1,0,1,1,0,0,0,0,0,0,0,43,"Eukaryota","Haptophyta","Haptophyta","Phaeocystales","Phaeocystaceae","Phaeocystis","Phaeocystis globosa"
"ASV_46449",0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,"Eukaryota","Basidiomycota","unassigned","unassigned","unassigned","g_","s_"
"ASV_31859",0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,"Eukaryota","Cnidaria","Hydrozoa","Leptothecata","unassigned","g_","s_"
"ASV_16565",0,0,0,0,0,0,2,0,0,0,9,0,1,7,4,8,2,5,1,0,0,0,0,0,0,0,0,39,"Eukaryota","Arthropoda","Hexanauplia","Poecilostomatoida","Oncaeidae","g_","s_"
"ASV_41121",0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"ASV_8264",0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,38,"Eukaryota","unknown","unknown","unknown","unknown","g_","s_"
"ASV_8349",0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,38,"Eukaryota","Haptophyta","Haptophyta","Isochrysidales","Noelaerhabdaceae","g_","s_"
"ASV_10578",0,1,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38,"Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemataceae","g_","s_"
"ASV_40760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,38,"Eukaryota","Picozoa","unknown","unknown","unknown","g_","s_"
"ASV_12484",0,0,0,0,1,0,0,0,0,0,17,0,13,0,5,0,0,0,0,0,0,0,0,0,0,0,1,37,"Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Skeletonemataceae","g_","s_"
"ASV_40623",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,37,"Eukaryota","Arthropoda","Hexanauplia","Calanoida","Acartiidae","Acartia","unassigned"
"ASV_41134",0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,"Eukaryota","Oomycota","Oomycetes","unknown","unknown","g_","s_"
"ASV_41142",0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,"Eukaryota","Oomycota","Oomycetes","unknown","unknown","g_","s_"
"ASV_41143",0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,"Eukaryota","Ochrophyta","Phaeophyceae","Ectocarpales","Scytosiphonaceae","g_","s_"
"ASV_44576",0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,"no_hit","no_hit","no_hit","no_hit","no_hit","no_hit","no_hit"
"ASV_8268",0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,"Eukaryota","Arthropoda","Insecta","Coleoptera","Ptinidae","g_","s_"
"ASV_10119",0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,"Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","g_","s_"
"ASV_41091",0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,"Eukaryota","unknown","Raphidophyceae","Chattonellales","Chattonellaceae","g_","s_"
"ASV_32917",0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","g_","s_"
"ASV_40633",0,0,0,0,0,0,0,0,0,0,7,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,33,"Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"ASV_8586",0,0,1,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,"Eukaryota","Bacillariophyta","unassigned","unassigned","unassigned","g_","s_"
