#OTUID	CN18Sc14_8_eDNA	CN18Sc15_8_eDNA	CN18Sc18_8_eDNA	CN18Sc27_8_eDNA	CN18SESPkoa_SC36	CN18SESPkoa_SC39	CN18SESPkoa_SC41	CN18SESPkoa_SC44
72e831a26803e0232c740fb17aa15805	9	0	0	0	6	0	0	0
2f932ed38d710991bf8cf39024affef5	0	0	25	0	228	68	0	0
f20f0ee6c6807b5e52a55e65c91a935d	0	0	0	0	0	0	0	0
f82d7fe88b1f41307ee2e87ed2001207	8	0	0	0	13	0	0	0
e7abfb7126e84c504612c9df207a6634	0	0	0	0	0	0	0	0
892004c528ed395927bd49c0a5900856	0	0	19	0	39	0	0	0
162d17991fae22d028ff466a597a7919	0	0	0	0	0	0	0	0
61fbf1e2a657e44fd30691fcacc9ee47	0	0	0	0	93	0	0	0
ccde429037454bd43e859121b69d5ce8	21	0	0	0	0	0	0	0
845a375c99c401d8379dd5b35d85a5af	0	0	0	0	0	0	0	0
adf487086682bfd3549ff8d8b693cbb8	0	0	0	0	7	0	0	0
63fad66953f8eb4deefe8b50f3a233e2	16	0	4	0	9	0	0	0
f834ac1834e423cd1b84affc069933d0	0	0	0	0	0	0	0	0
3daf1be9fe5fe47c51b69a4af98e35c7	0	0	0	0	0	0	0	0
aa6b781fb600eb178fd8105454c50e39	0	0	0	0	238	0	36	6
d24ba3e2bca71e0ab8255a046debb2a6	0	50	20	78	108	5	37	4
cb2bf89b2b8af72f653744133d5864ba	0	0	0	0	0	0	0	0
af798f0bd3dd847b0f43dee9675e2352	0	0	0	0	0	0	0	0
ce3c6e0bc851f0bf9365e075107dcacb	0	46	12	54	80	5	24	0
4f59c9b6967bc9477f4e8fecf6efcc4b	0	0	49	0	188	38	0	0
cf67533560255a808db11ae8ac74e3e4	0	144	0	85	0	0	72	0
8281a443a29c0eded36baeb3802bb0e1	0	0	0	0	29	16	8	0
7fe63d35edb551de6e342a16d0f75e35	0	0	0	0	0	0	0	0
afa76d3c7c65f7f3016a2c8171794b96	0	81	0	83	45	0	87	0
af246088d736de977396910092bdeded	0	0	0	0	37	0	0	0
3ab7c0cfe8b6d8894bd243b70ab4a8e7	0	0	0	0	52	0	0	0
5563be27a5ff07f015795d07ced2c7a0	15	0	0	0	0	0	0	0
476ae9e47c19dffc476ce6c2dbd988c6	39	0	0	0	0	0	0	0
42abf0fb503603f442f53fc1bd01a842	0	0	0	0	0	0	0	0
08d858113d61ab489ddc6e4a600f45c3	20	0	0	0	47	0	0	0
2c2ea9e7a20a6fb7ca0419b8b457f1ee	0	73	29	92	51	0	34	0
1df548c815b492840d46c996939ea791	0	12	18	14	84	24	14	0
7847d7b1f23bf1095913430771cdc7a9	0	0	6	2	11	0	0	0
1294e6ff4a365536bdd7e002a488d46b	0	0	0	0	0	0	0	0
5cf761ff4b0c1f2c430b24b7550265e9	0	0	0	0	23	0	0	0
711d59aa7051a7f92ca8324a21f770cc	25	0	0	0	32	0	0	0
3b4649dc5ad5235e5b71f0fd67a527bd	18	0	0	0	17	0	0	0
463edd062dd01a86ba29799d0be80d68	0	0	67	0	217	0	0	0
66a5098a919914ceb5ec3e775b7941d6	0	83	0	76	0	0	99	0
869878c20545062f25a3493a346a9dc9	0	0	0	0	29	0	0	0
1317283f24a9364668355ed84116aab2	0	0	0	0	0	0	0	0
85ffeac8aeebb30db2de8f7ce8a0ca15	0	0	0	0	0	0	0	0
9d1a2d546628130e194e45a86d321cda	0	0	0	0	0	0	0	0
a22f2fe9326c31b49ba6f9c70b2de300	0	0	0	0	19	0	0	0
e90febfa0ce31d99cb155a0999c8ccc5	0	0	0	0	0	0	0	0
f75bd777ab5902aa7fc5a0e923631ba9	0	4	37	31	52	13	14	0
562fb40c98ed36ae10a62e50969239d7	0	0	0	0	0	0	0	0
4cbfff144d4e7a4e0f4619ed505be070	0	0	0	0	38	0	0	0
db1bb41a88a4f354feecf56118d5f901	21	0	13	0	97	14	16	0
8e3c6ecd2883e2cd343f9d035e9e4fef	0	0	0	0	0	0	0	0
8d93c836bced4acadb606112d32b0e94	0	0	0	0	0	0	0	0
a6905f293d92223e65dd6e1631fc40e8	0	17	4	24	9	3	20	0
f05e692f64bb65d7a4b976dc01748d64	0	0	0	0	160	0	105	0
3ab20669f471bd2c6353a4331967ccda	0	89	0	95	90	0	0	0
4fc5c966d3eeb434f2957f1dd70441db	0	0	0	0	0	0	0	0
e4df4d521595991b8d975466fd6c917c	16	0	0	0	0	0	0	0
052cf3128bcd567b2cd451ea22752d86	0	0	0	0	0	0	0	0
2eaf8198627d1937c0cea8d8ceb07cd4	0	0	0	0	0	0	0	0
509caa8486f9f686daa05752f85019a4	5	0	0	0	2	0	0	0
c380f532fc92c069f9223c6279abeab0	0	0	36	19	86	10	0	0
a619caa5848df9525980658feb62675b	7	0	5	12	17	0	0	0
f5a41373628c8e219d1d0ff5536b72fa	17	0	0	0	0	0	0	0
332efbb2099e49c4d750d5af1447b2cb	0	0	0	0	42	0	0	0
a916a73d807e279bce9bc7de217a56a7	28	0	0	0	63	0	0	0
375e9e17e952cf1cb9a0beb1525585d0	0	39	0	32	35	10	26	9
8f737567a197057c3451c9372329bb72	0	0	0	0	0	0	0	0
75127ab5d10950a9f8e6fd0bdf8c779d	0	0	0	0	0	0	0	0
b6a152c1c1c3931033c229389a0f8d75	32	0	0	0	49	0	0	0
6ec4639c0972739ba0e02306d1eb9273	0	0	103	17	101	32	7	0
890a006442e5e4b6b21797c0ae637751	0	0	0	0	0	0	0	0
8b49d848b6cdd7919c9857e8346e4562	0	0	0	0	0	0	0	0
e127e5468c3f4584494fb45b56a90120	0	0	0	0	0	0	0	0
8e3fc53745ff7ca1ddd524ff2d3fbf48	0	0	0	0	0	0	0	0
4a1342a3d282fd99556e968e34b53529	0	0	0	0	0	0	0	0
4e7505f5e0d33f6fd9b4d2848458d429	0	0	51	33	75	0	7	0
056a089c637ffebe0c445b4c5a74a24b	0	0	0	0	0	0	0	0
4c77902f6f95e62df654e23ae6a96abe	0	0	0	0	0	0	0	0
458df83c627942cd319539483ee3742f	12	0	3	0	15	0	0	0
52b9d297c52374778efd28c4be889c99	12	0	0	0	9	0	0	0
f857c8729b7922d09eb2aa6a5202644f	6	7	26	18	98	8	17	5
992f14a7603ebeb721b219e60f46365a	19	0	0	0	58	0	0	0
15630d952a14429f56c74fa7f4febb48	0	43	27	0	118	58	0	0
a5f208587e914e3c16310ef23c43bf87	0	0	0	0	0	0	0	0
e5bd399c0cee633e40579b334e34d345	20	0	5	7	31	0	0	0
577f211606cbd2307fe37d4d5e066423	8	0	6	0	16	0	0	0
a13f1544bc021169c35a69a87704723b	0	0	0	0	0	0	0	0
fe144cd1c37a7ee4dbf77d6320e03669	0	0	0	0	0	0	0	0
9c4fb53c48abc2627037657cbb15cdab	0	0	0	0	0	0	0	0
5b66cc811d128eb52d25cc3edc0df61b	0	0	0	0	161	81	0	0
24ac062a48fdf7a2e7c920469f1447a4	0	0	0	0	0	0	0	0
06da97600b3a0ff37b5428a95e44c70f	0	0	0	0	0	0	0	0
3ed94b8f8953d1e85708bffc15b5644c	0	50	24	42	86	13	21	0
ff706b6120ad46a5c6d303d41d306c0c	16	0	0	0	10	0	0	0
65642cd491662d1b25f1593553fc424a	9	0	15	0	16	0	0	0
b5f6e7b18a592224619423d9608d5e3e	0	0	0	22	105	0	49	0
8d5bbc9fe4276e3f20bcfba704e8859f	21	0	0	0	0	0	0	0
616c3240719c4852dbc9697161fd0e06	0	0	0	0	5	0	0	0
5cb851b1260e97803d3cd89fdf773510	3	0	9	0	39	0	0	0
f3ecbe88a93658e7074d2794ab9c747e	37	0	0	0	91	0	0	0
b584ca9ffae5512e3ee9bdaad713e8ca	0	0	0	0	0	0	0	0
e3aca7c4636f2b48bd082b90f2b0de80	0	0	10	4	20	0	4	0
e05adaeb31e825f25867591c0ccd0731	0	0	16	2	21	3	0	0
785babf028052322b1f4698d917e746b	20	0	0	0	0	0	0	0
bc040906776743572a229535ab5a8844	0	0	0	0	0	0	0	0
d170c702d68402ef36e5d94feb8cc3f5	82	0	0	0	0	0	0	0
d813664e2a131ccc9f5ea2c5ae96c139	0	0	0	0	20	0	0	0
453d6310fbbb1a57f55f4b4ad4f5852d	0	0	11	0	62	12	0	0
a65f0f9c189be1c06fc5044aadbc5b45	0	0	0	0	0	0	0	0
47aeacdf798f6ace5b4e25371545a64f	0	0	14	0	75	14	8	0
3c7400fd4efae7b93c598565f5bc09d2	9	0	0	0	0	0	0	0
03b5aad5e4e28a469607e00808d3e6da	0	0	0	0	0	0	0	0
7738f38d1b0071e54fd066523c004efe	0	0	0	0	0	0	0	0
50a6ce5f0679486e7babe9c4a9aab0e1	13	0	5	0	0	0	0	0
12ca3746ad6943f88c00a6b6b33fffe9	0	0	0	0	0	0	0	0
4995d4cb668e6fcd4b6916e00855f57d	0	0	0	0	0	0	0	0
72d5b2cb325db81b1960b77991c3d012	7	0	0	0	0	0	0	0
9539c0a93d0887004f608c389be85776	0	0	0	0	0	0	0	0
31354c3c6b98c62f6b7b4efa5bac6dc8	5	0	0	0	14	0	0	0
610c932a92c70c24ed35b11b963c7d6e	4	0	46	5	132	24	15	0
4cb4b3b897dd36f45699450b88e280f8	0	0	20	0	42	0	0	0
6fbfd7a942ccf4066297155037dc0bf1	18	0	13	0	35	0	0	0
097057803fe5a44840c8ca7de4af910c	0	0	0	0	0	0	0	0
d80580014fbd650c390fb8e5cccb4317	21	0	0	0	15	0	0	0
3ad5a3030fb98742cebb8a4af068a990	0	0	0	0	167	56	0	0
e86aff9d83cae9a0a12ce9418a82f731	0	30	0	0	55	0	107	0
4375a3d816fcc464ee0b3db05ed38ceb	0	0	0	0	97	0	109	0
06d2970b37466c4fe1627fbd3cd61d6f	0	0	0	0	0	0	0	0
4acf80e484f8886685da277096ffaa02	0	0	6	0	29	9	0	0
acd786e2ff7f767478ff68f24427ef9a	0	0	0	0	5	0	0	0
fdfa3baa138243e3dc1507d0a48ae88f	0	0	0	0	1	0	0	0
591049e1513f8a091b22aac1aac3c7ef	55	0	0	0	75	0	0	0
3a182cdac3ad77ded834ce063b6be200	0	0	0	0	0	0	0	0
08643a622932fad846d24f12b7b8842a	10	0	0	0	0	0	0	0
bd872b094f31d06c830ff1016ec66448	0	11	70	0	63	0	0	0
c583320a0696f82fccf5d29e293c002c	0	45	30	43	76	22	0	0
fc89c8af6958572a9d8c6f258a3703c8	14	0	0	0	0	0	0	0
e4d02c8b70efe0ca922f8a1d36263a4a	0	0	0	0	0	0	0	0
31aef05f3198c7631addc8fada9eec89	0	0	0	0	0	0	0	0
28d2a54d13c4745662ad2257ae5ab056	0	0	0	0	117	48	47	0
00aaeb1e2f6564e70ba9587e9865a8fe	0	0	0	0	0	0	0	0
ba9225444a01fbc67f282a3ed0ca9a5b	10	0	0	0	9	0	0	0
6fc3a06ba454814275d4223180007851	0	0	0	0	0	0	0	0
1184d89448900bc08049f6de52b77792	15	0	9	0	16	0	0	0
d0bdf54f865c244a01449d755d7d519f	0	35	0	41	39	0	87	6
ec61f7175e2df4f8ab452765ee4c5817	0	0	0	0	18	0	0	0
dea4f677178ee3babbe543fe7e49d56c	10	0	5	0	30	0	0	0
4e16e87f253d7ebdfeb8388152540c50	0	0	10	0	127	70	0	0
7f5b76912af8cb3a82bc97a54a25313e	0	0	0	0	0	0	0	0
8e3e94ec5c088fd698d3e3f2376638ff	0	0	0	0	0	0	0	0
a1d1843ad7d7181b5ff15e72f0987738	0	0	0	0	38	0	0	0
76ec4c2c552eda70c6e1383ea98fd8b2	11	0	0	0	9	0	0	0
21071b0a8311422d7351e01369238ff5	0	0	0	0	0	0	0	0
5295ff88fc3b6ef06f37b674326d1912	0	0	0	0	0	0	0	0
616996b708fff13f5146961f7ab1d376	0	43	0	35	60	0	43	7
d45820a3f0fa62fecc232826deeece04	0	0	0	0	0	0	0	0
4cc9cc33ceaf865205d249986638b014	0	79	16	66	41	0	0	0
2b0df685b5169bd9c6b22dfea7962d04	23	0	0	0	0	0	0	0
7eca546c1a7498c1353c17f3d708fc65	0	79	0	0	70	0	52	0
319807d2f8a6d902526d492396a38ff0	0	0	0	0	0	0	0	0
55b1ecc4c221af21abc9bbf79d4f9d91	12	0	0	0	0	0	0	0
75a9343bf6b7f243104c288396b0a90b	0	0	0	0	0	0	0	0
245f48a354d70137b774e11f39ffade5	0	0	0	0	0	0	0	0
25423335291272c823e4503ad2803b9c	15	0	0	0	5	0	0	0
6ac5c96c76c2ab2a4f3486ed460b1750	8	0	5	0	13	0	0	0
4cbb095e89fab8c747d8f28f4e4a6ef6	10	0	24	0	34	0	0	0
30553459c836428fcffad404b1793206	5	0	0	0	0	0	0	0
d812deedf6f93f60221b4f0c6554e7df	0	0	0	0	0	0	0	0
a29ed88a06cf623b8807189e81064e89	0	0	0	0	0	0	0	0
8cdbc15b05ede9fca4b9b3a581278e0a	0	0	32	0	29	0	0	0
1ec0d777a4f9ee1ac53580231bddad3c	14	0	0	0	0	0	0	0
9b9aba8aa4621f4d1014a8292a87bedb	0	0	0	0	146	0	43	0
abd5f1fa8719656e2a17b7a190d75593	0	0	0	0	0	0	0	0
38def9b7ee3130fcc3207275c1d70aca	2	2	11	8	30	7	0	0
1553b1f792d8849e8be5428c3841d3fa	0	0	0	0	0	0	0	0
02ab883c30c1da01b499297013e01d48	0	0	0	0	0	0	0	0
d46e2205f0c6ecf67b51f83d111c509c	0	0	0	0	38	0	0	0
bf4cad5efdc02f2652b28b45910a712c	10	0	19	8	10	0	0	0
ff7f78f6f16c16c927617a0387db5a0b	0	0	0	0	0	0	0	0
958666b52c5d7c745674c64cccbf00ea	0	23	41	31	55	13	0	0
15f70377a20620ede76a1f2a910a5fa2	0	8	44	18	106	10	0	0
44bcf016d1ef96b644d0b6f97060c74b	0	0	0	0	0	0	0	0
b7822f536534dc64704e289497392cef	0	0	21	6	85	13	4	0
2e10e1f641393c936f899e3fc0c6de12	0	0	0	8	38	4	0	0
13ee00f22942fc5dc007eb875a42a9ac	0	0	0	0	0	0	0	0
6824fbee022d94574fce64ce1ea4bec6	0	0	0	0	0	0	0	0
8ea92e045efa2b72365fda97670b1dd8	0	0	0	0	0	0	0	0
c2a3aaf2e018d1c7c5ff959a0e0fd7e9	0	0	0	0	183	0	0	0
ec94e56614a6e6601d8c2655bf410606	0	0	0	0	0	0	0	0
df32a9d5774d26a1c7d56d6c24e3f195	0	0	0	0	0	0	0	0
2b38cfe16df1b83a59663919c10a5645	11	0	0	0	0	0	0	0
3730e8d607e56088e455b9810e56e3b9	0	0	36	0	58	0	0	0
eb7875b5b0e0014d4c15dbc61e94ec56	0	0	0	0	0	0	0	0
1876365e71bcf55b1f4eb2e37545e0a9	0	1	0	0	74	15	57	0
c1f09dfd5906d3fc0160bcf3d0d7a72e	0	0	0	0	7	0	0	0
1addb1281d0869918aae2baca210f5c5	0	0	0	0	0	0	0	0
92d3eb99a9f086d659e5683dd52dd0d1	0	0	0	0	0	0	0	0
7cc51e58a341298a5439154ace967b6e	8	0	0	0	16	0	0	0
e5ff130cbe8d769ed12b206e93dbbbd5	13	0	16	0	47	6	0	0
c5a680f7855cec6e41237db3341f473b	8	0	0	0	0	0	0	0
2afe75da4d5261f2f2d57994aeba8eb4	4	0	0	0	0	0	0	0
979e6ed4902054f66ad58b1fc597395b	0	0	0	0	0	0	0	0
d6d7ef9554af0ef8c715169a6136f458	0	0	0	0	0	0	0	0
05597fea2d1de8fdc66779a1488c8e37	0	0	0	0	53	6	24	0
b754eda7fb240d3d9d903f03d8e50c92	0	0	0	0	0	0	0	0
a952c0cb5818c0ae16da3dbce1577d26	0	23	23	16	40	4	0	0
99deb3c5ecb022ec05609ebd1112a557	7	0	9	0	23	0	0	0
880ddc186b52faa04ff6506d7e483e05	7	0	0	0	15	0	0	0
931052e777a5252543b248a1c1f78b8a	4	0	0	0	0	0	0	0
179787ca41a0364caa75647870a9cd3d	0	0	0	0	20	0	0	0
e6d20ebb2a7d177202a95811a987189c	0	0	0	3	13	0	0	0
96e908c78d782f038fe5731fff139153	0	0	0	2	10	0	0	0
194384716700dc92ca6da7df0d13d03f	0	0	0	0	0	0	0	0
9e1a89887f0d4036d8e579101143efbb	9	0	0	0	14	0	0	0
2c0c62ea09b2efe01bacdcbcf558d2b8	0	8	17	0	17	0	0	0
803e9dc8e8c4c4fd8c7e399c8eb89a5c	0	0	0	0	10	0	4	0
d101779eedce40cb68d56bd0496ca348	0	0	29	0	70	0	0	0
f55406c11b2fcb45f974daa4cda3b1d4	0	0	0	0	0	0	0	0
04fbb4f61068bd44123d9ff47a1a7bcf	0	0	0	0	29	0	0	0
e18eab23732a54d8979d00ae83a1738f	0	0	0	0	0	0	0	0
76f1e85c946bd312d2bb5cd6ff96eef1	0	0	0	0	9	0	0	0
a031a17a4fef3cc7c3220ac7130bc3b6	0	0	0	0	0	0	0	0
9f74da52bc944bc2dc4a7e9146838c13	0	0	0	0	0	0	0	0
b30b9d872772d7001500f84c6e994061	0	0	0	0	0	0	0	0
a7cc7a407b592577f6ca724029d2f37e	13	0	0	0	0	0	0	0
85ea58f1138d6b862c41752c11156c34	0	0	13	5	114	21	13	0
ce1dde74a482de15625e9ba817331a48	0	0	0	0	134	32	0	0
17b57e6eb040a08c8ed58ec49457dead	0	0	0	0	0	0	0	0
7ae7c4b5ca6bfb1adfda287a79e8bf2d	0	0	0	0	0	0	0	0
ab104137b826b4021354acfb06276e20	0	0	0	0	0	0	0	0
7364fbe656a77a39cedad346891edacb	0	3	20	0	77	4	0	0
edd216ff26f28e9687d7705e7b4c2d2c	0	0	0	0	0	0	0	0
551c90bee8a602fa6d7a71bb3bf3a7a0	0	0	0	0	0	0	0	0
6344227c1691212f58281e4fdb6a257e	0	0	0	0	14	0	0	0
b6fb168021fe3281dccc38be07149991	0	9	24	10	27	0	3	0
ff9797640cab66ec002eea4e7f72b7e3	11	0	0	0	0	0	0	0
cd85215f771601dc696c4889ae28410a	0	9	28	9	94	4	9	0
235516770e104e7068ba5b96b806671c	0	0	0	0	160	0	0	0
c9e239199da193689937f0f56fc19893	0	0	0	0	0	0	0	0
b9b535fd72e7a311ca088e42daa19841	0	0	0	0	0	0	0	0
5f56be3a6fe60e9dbcc2c48c47823e9c	0	0	18	0	73	25	0	0
6868ba71639657fc57e30650bee93562	0	37	24	29	56	0	0	0
4ba8dd9e39620dffc2129254ef6a5134	0	0	0	0	0	0	0	0
9a54bda3926f142936cdf403e42940a8	0	0	0	0	0	0	0	0
d64d669996db08aa65eac95eec43cafb	9	0	0	12	0	0	0	0
28f51a2c072bfc70d5d29b29b16ca999	0	0	0	0	0	0	0	0
b70dcb2ac28eb32eaf0100c31bafb4ce	0	10	5	7	36	9	56	8
f5f4ea803dcbafda612b19a92fed07ae	0	0	0	0	16	0	0	0
86ebb4f753508e57abd1f33fa999a7d4	0	0	0	0	0	0	0	0
a8c1050a587c5351b60d6de197951534	0	8	16	11	45	6	8	0
961fc728510e96be2b3de99a3bb7b398	0	3	7	4	52	8	23	0
d6a67b104d1a4adde352056d0318d97a	0	0	0	0	0	0	0	0
42c3c09344e64fd15d3430e381c47c37	5	0	0	0	6	0	0	0
11c0e1355775fe862303c5d0fa16be1f	0	0	0	0	0	0	0	0
c987e7d86699985c3bdc8652d6ee7b35	0	0	0	0	0	0	0	0
7a62b1e90645b29a47d1dafca2c562b8	0	24	5	15	15	0	9	0
0ea77fbee9fc15ef0c98daab13d5a2ac	0	0	0	0	41	0	0	0
510f56c54a72fe611816091ea1150a66	0	0	0	0	0	0	0	0
c498f50fd18e791928cc2bb49ada1bf1	0	25	0	0	125	0	0	0
f9dee6887f8b38374ef6e82bbec7f9c3	0	0	0	0	0	0	0	0
d7cdb16da378ddaed2ebeb252d302f75	0	0	19	0	17	0	0	0
64b7cc1a9551bd91c5d111bb2f8223ef	10	0	0	0	0	0	0	0
3b1aa7dd4a2b3aa1e864d5c5a01dde27	0	0	0	0	0	0	0	0
eae991c4ef0cb6b7317d8b2a57a032ea	0	0	3	0	114	21	8	0
77ba425e2961f299d8d7b83922702d85	0	0	0	0	0	0	0	0
709a19a3b0f48ce7f8a89069a1713b3b	0	0	0	0	0	0	0	0
0d490df42ba7534dd774e6a2dad95b93	0	0	0	0	0	0	0	0
3267ed0b1e9527503d908eaae081536c	0	0	0	0	0	0	0	0
e417c151046ba195520fed7677425096	0	0	23	0	67	55	0	0
e7b9498a448eace2df0678de19716d23	0	0	12	0	116	17	0	0
9dc46c7fc2a5630c7dfad7feaf10f41d	0	0	0	0	0	0	0	0
2b33927d95f6dce198f1a05db2a78d44	0	0	0	0	0	0	0	0
019ffc359bf4e0393e59d3986e5eac1c	13	0	12	0	0	0	0	0
8ac5d9946e1a60a8c2fee1fa999b4ac8	0	0	50	0	93	0	0	0
3e43489f2562fd6518754eb874e13c90	0	0	0	0	0	0	0	0
e84596d29f2043402086909278426902	0	0	0	0	0	0	0	0
5b2af9c71e60eb83d77fab6a171fb0b5	0	0	0	0	0	0	0	0
283076d8fc0bc56af6b847bab7e6aa09	0	3	12	0	0	0	0	0
4b2e804587e0797c67de19a84b1074d1	0	0	0	0	29	0	0	0
9413b4be44502544c4d239826cd281a7	0	0	0	0	0	0	0	0
68d9e499d7f500aa815e969d45b7c9cd	0	36	8	9	33	6	42	5
df2e02c162fb643b75234869f91db3e5	0	0	0	10	26	8	0	0
02d4c840271d572bde541360c77569b9	0	10	0	0	87	13	10	0
b703894278b17547d2cf3d4395af6621	6	0	0	0	0	0	0	0
6b51d1f5eaacea00611b1b4ac013a62d	21	0	0	0	0	0	0	0
0897e66cd35cdda02bc1df0f14cff91c	7	0	0	0	10	0	0	0
de2d9187f0a5ae6c25ff95e1aff14442	0	0	27	0	95	15	0	0
7e220081fd7e474730f82e3a854a1427	0	0	0	0	0	0	0	0
14b1b2f0215b7db3689ed4726ed258b2	0	9	22	0	70	19	16	0
50b90dd2e150fded463510d2b271ed10	0	0	0	0	0	0	0	0
727ce01ac516b6059377498568eb3457	0	0	0	0	0	0	0	0
5f75cf43f3151c09907645e328c3cda9	15	0	0	0	0	0	0	0
dadcd80476a463669811e6a4fc7de047	0	34	0	22	53	0	25	0
f4af2e66143bf6dd2ccfec4f3d12dab7	0	0	0	0	50	0	0	0
cd4907313a4d57e1172048d9f28ccbf7	0	61	0	40	0	0	32	0
a03eae974517ea1a630ad237603546a1	0	0	0	0	0	0	0	0
9f241002eadd8571df841ad9d4ce00a3	0	0	0	0	0	0	0	0
49fd7b8b5c077028590069877639aff3	0	0	0	0	0	0	0	0
43bfac173230c501f5692633d353a281	20	0	0	0	0	0	0	0
88eace9c381e26d37925f6a332d30d4a	0	0	0	0	0	0	0	0
0df5774e9a37c10cb6ddcef15ffb8d82	0	0	0	0	0	0	0	0
a6abd02485b438e3ff4617d70a8ebcce	0	0	0	0	129	0	0	0
75b4ffb58a99495f972fa08b6b78bfc5	0	0	0	0	0	0	0	0
64a1f894d34a8483328d0c87dbad1619	0	0	0	0	0	0	0	0
1fccad42292c43a398db4937adb553df	0	13	0	0	67	0	48	0
9cc90831f3905fbab9b33d4f7406a2e7	0	0	0	0	0	0	0	0
e040c7ffc9d18b6e67480520c3a7c512	0	0	23	0	93	11	0	0
441a2522345accaa3e1bf5b77029a413	9	0	5	0	0	0	0	0
ffedec13f25b2f7f21e150ddd69a539b	0	0	0	0	0	0	0	0
cfe3dcc83020f5b492ea5ef7bd849de5	0	0	0	0	0	0	0	0
c8e8a9ecdb7c0a3f75234a3eed7a22dd	18	0	0	0	0	0	0	0
6ac9f6af556aefaf40dbcbeb3e1dde46	0	0	0	0	126	0	0	0
090a3df86ea0524c5a28ad313c1394b8	14	0	0	0	0	0	0	0
fc6b2072c3637d733434917292c2a368	0	0	0	0	73	0	0	0
e133d5e3298724acc06a142a32c06631	0	0	0	0	0	0	0	0
094e16dcd4fb72b54a78bb5c07f982e6	0	0	0	0	0	0	0	0
4f4d922ae8043e635910ff7aeac06c08	0	0	0	0	31	0	0	0
e9b5b1689ed2407f48a72c807177a84e	0	55	0	68	0	0	0	0
ec1d7f83b391f8b52a7bfa991bfbcdef	0	0	0	0	0	0	0	0
ebeb00e6b0990478094909d346837167	0	0	0	0	0	0	0	0
f3277d3840dc2772f17a8fc75c1095dc	0	0	0	0	0	0	0	0
7cca75a624d36427742f53dbcab8f084	0	0	40	0	0	0	0	0
33c3b3036f25a4e5c5eaad59800afc8a	7	0	0	0	6	0	0	0
71e30db586b1d5c2122aaa21cc4e04c5	0	0	0	0	0	0	0	0
25918f634c09835e79130f1b6b2961e0	0	0	0	0	21	0	0	0
a16aa58b583416d5e857612405658921	0	0	0	0	0	0	0	0
0013d337394876e5a135d38efccf9053	0	0	0	0	0	0	0	0
4efde871482c541d36411379cf38db42	0	0	0	0	0	0	0	0
f718edc27d6bc68c67967c21820da250	7	0	0	0	0	0	0	0
eb6c171425e59f9c92bdd1ddbcf2d020	0	0	0	0	0	0	0	0
e75ceab0dea79dd73f76041a764688c1	0	23	0	0	58	0	40	0
f967b995ec38bddcb68da39c45dc5d40	0	0	0	0	0	0	0	0
0aeef15eca55750e42ebe815a5fd1537	0	0	0	0	0	0	0	0
da182d803318f8e9b9de6c240b6e1681	4	0	3	0	21	0	6	0
44c38eb46ff517809be50aaee43fc652	0	0	0	0	0	0	0	0
9f6bf651d097a6daecfcff140db9e060	0	0	0	0	92	26	0	0
4bc59b070f6293b4d2221215b54a370a	0	0	11	3	7	0	0	0
89eeba26157182e08e52502d617e39f4	5	0	10	0	16	0	0	0
409aa58de260ea54d9c68754b889f143	0	0	0	0	0	0	0	0
b331a0d2e4e550b00b640b85fe76bb23	0	0	9	0	7	0	0	0
86f1ceca1af01eaa9ed40ad539675f35	0	0	33	5	75	3	0	0
6067a36b43d4d425f2b188f07fa6195c	0	0	0	0	0	0	0	0
abfdb604dcd4f92bb9e73565af8642bd	0	0	0	0	0	0	0	0
7d0c369fdb0508591cba29b338151187	0	0	0	0	8	0	0	0
0df69ce415d5978d95b4fbcc910d1705	0	0	0	17	70	27	0	0
bd40c5bafc119031d3e5ee5cdf58fcfe	7	0	13	0	20	0	0	0
e54c3934db5d37cbaa7f45a6c52c096b	0	0	0	0	24	0	0	0
f5a778f388f22be0a8552c2aa9fe5e64	0	8	9	0	74	16	0	0
7383125367671443ba0e35b36ee869b8	7	0	0	0	0	0	0	0
2e9b6dcce7f91f35333038e77670745e	0	0	0	0	0	0	0	0
8884b52714b0982de06885fb47256a95	7	0	0	0	6	0	0	0
258939326f939b2f517b8f6c0f40b786	0	0	0	0	111	0	0	0
93c8ad03a5836cfd039e7d904eabaf27	0	0	0	0	0	0	0	0
b1c3731c66e016418c578baf9bc42e5b	0	0	15	0	22	0	0	0
591124934046b142718f913e763cb4df	9	0	0	0	0	0	0	0
0794a2da879b902dec594d0f4741f615	0	0	0	0	0	0	0	0
39cfa08f424bdd47540e0e924857f88c	7	0	0	0	0	0	0	0
2fb1de1bec997d9ecdad5660ad776aff	0	0	0	0	0	0	0	0
078babd0b3dbc25db64ab8edaf24d9fb	0	0	0	0	0	0	0	0
f675ec24dd0a9eaa391a66293ee2da80	0	0	0	0	0	0	0	0
39b4b899a9b0e50bf01fe7de2a49520a	0	11	0	0	52	46	0	0
6b3a5c31504d942657c8fb022240bb95	11	0	0	0	0	0	0	0
e4304c9496921fcf8a88c1ef30dfd0eb	0	0	0	8	0	0	0	0
c6a7cde5e84c2a4b160341384988852d	0	0	0	0	39	0	0	0
32d73e930303e9dc7482a1cfc3cb6dcd	0	0	10	0	62	18	0	0
d07b201ad5b3c723b0cb0c535512e196	0	0	0	0	0	0	0	0
2f77ce6e32b7c640cd02e4518b65d5d0	0	0	0	0	0	0	0	0
