#OTUID	CN18SESPkoa_SC36_Y	CN18SESPkoa_SC39_Y	CN18SESPkoa_SC41_Y	CN18SESPkoa_SC44_Y	CN18Sc14_8_eDNA_Y	CN18Sc15_8_eDNA_Y	CN18Sc18_8_eDNA_Y	CN18Sc27_8_eDNA_Y
ASV_11645	0	0	0	0	6	0	0	0
ASV_11646	0	0	0	0	0	0	0	0
ASV_11647	5	0	0	0	27	0	0	0
ASV_11649	0	0	0	0	0	0	0	0
ASV_11650	0	0	0	0	0	0	0	0
ASV_11651	0	0	0	1	272	0	0	1
ASV_11652	0	0	0	0	0	0	0	0
ASV_11653	0	0	0	0	0	0	0	0
ASV_11654	0	0	0	0	1	0	0	0
ASV_11655	0	0	0	0	0	0	0	0
ASV_11656	0	0	0	0	1	0	0	0
ASV_11657	0	0	0	0	0	0	0	0
ASV_11658	0	0	0	0	1	0	0	0
ASV_11659	0	0	0	0	0	0	0	0
ASV_11660	0	0	0	0	0	0	0	0
ASV_11661	0	0	0	2	13	0	0	0
ASV_11662	2	0	1	0	4	0	4	0
ASV_11665	0	0	0	0	1	0	0	0
ASV_11666	0	0	0	0	0	0	0	0
ASV_11668	13	2	1	0	58	2	9	0
ASV_11669	9	1	0	0	63	2	4	0
ASV_11671	0	0	0	0	0	0	0	0
ASV_11672	1	0	0	0	8	0	0	0
ASV_11674	0	0	0	0	0	0	0	0
ASV_11675	8	0	0	0	38	2	4	3
ASV_11676	0	0	0	0	0	0	0	0
ASV_11679	6	2	0	1	2	0	6	18
ASV_11680	0	1	0	0	6	0	0	0
ASV_11682	5	0	0	0	15	0	0	1
ASV_11683	0	0	0	0	2	0	2	1
ASV_11684	0	0	0	0	0	0	0	0
ASV_11685	0	0	0	0	0	0	0	0
ASV_11686	4	4	1	1	13	0	12	0
ASV_11688	0	0	0	0	3	0	0	0
ASV_11689	0	0	0	0	10	2	0	0
ASV_11690	0	0	0	0	0	0	0	0
ASV_11691	0	0	0	0	0	0	0	0
ASV_11693	2	2	0	1	43	1	6	0
ASV_11694	0	0	0	0	15	0	1	0
ASV_11695	0	0	0	0	0	0	0	0
ASV_11697	0	0	0	0	0	0	0	0
ASV_11698	0	0	0	0	0	0	0	0
ASV_11700	0	0	0	1	27	0	3	0
ASV_11702	0	0	0	0	0	0	0	0
ASV_11703	7	12	0	0	0	0	2	8
ASV_11705	0	0	0	0	0	0	0	0
ASV_11707	16	3	2	0	5	0	8	0
ASV_11708	10	12	29	38	0	26	9	21
ASV_11709	0	0	0	0	0	0	0	0
ASV_11710	0	0	0	0	0	0	0	0
ASV_11713	0	0	0	0	10	0	0	0
ASV_11714	0	0	2	3	0	0	0	0
ASV_11715	0	0	0	0	0	0	0	0
ASV_11716	2	0	0	0	13	0	3	1
ASV_11717	4	0	1	0	46	0	5	17
ASV_11718	3	0	0	0	13	0	0	4
ASV_11719	0	0	0	0	0	0	0	0
ASV_11720	0	0	0	0	0	0	0	0
ASV_11721	4	0	3	7	80	0	1	0
ASV_11723	0	0	0	0	0	0	0	0
ASV_11724	2	0	0	0	59	0	9	5
ASV_11726	1	0	0	0	19	0	0	0
ASV_11727	1	0	0	0	7	0	0	0
ASV_11729	0	0	0	0	4	0	0	0
ASV_11730	0	0	0	0	13	0	0	2
ASV_11731	3	0	0	0	17	1	3	14
ASV_11733	5	0	0	0	66	0	2	5
ASV_11734	0	0	0	0	0	0	0	0
ASV_11735	0	0	0	0	15	0	0	0
ASV_11736	0	0	0	0	0	0	0	0
ASV_11737	0	0	0	0	1	0	0	0
ASV_11738	3	0	0	0	25	0	5	1
ASV_11739	0	0	0	0	0	0	0	0
ASV_11740	39	4	6	3	146	3	22	50
ASV_11743	0	0	0	0	0	0	0	1
ASV_11744	3	1	0	0	15	1	1	0
ASV_11745	0	0	0	0	4	0	0	0
ASV_11746	0	0	0	0	14	0	0	0
ASV_11747	2	0	0	0	30	0	3	0
ASV_11748	7	12	38	25	0	7	1	7
ASV_11749	4	0	0	0	7	0	0	0
ASV_11751	0	0	0	0	2	0	0	0
ASV_11752	0	0	0	0	0	0	0	0
ASV_11753	0	0	0	0	0	0	0	0
ASV_11755	0	0	0	0	1	0	0	0
ASV_11756	0	0	0	0	5	0	0	0
ASV_11757	0	0	0	0	2	0	0	0
ASV_11759	2	0	0	0	5	0	1	1
ASV_11760	0	0	0	0	6	0	0	0
ASV_11762	0	0	0	0	0	0	0	0
ASV_11763	0	0	0	0	0	0	0	0
ASV_11764	6	1	0	0	21	2	0	0
ASV_11765	0	0	0	0	0	0	0	0
ASV_11767	0	0	0	0	0	0	0	0
ASV_11768	1	0	0	0	14	0	0	0
ASV_11769	0	0	0	0	23	0	0	2
ASV_11770	16	5	0	0	68	2	3	0
ASV_11772	0	0	0	0	1	0	0	0
ASV_11773	9	3	0	0	61	4	11	15
ASV_11774	0	0	8	0	0	0	0	0
ASV_11776	0	0	0	0	0	0	0	0
ASV_11777	1	0	0	0	3	0	2	0
ASV_11779	0	0	0	0	0	0	0	0
ASV_11780	8	3	16	13	0	2	1	5
ASV_11781	0	0	0	0	7	0	0	0
ASV_11782	5	0	0	0	62	0	2	1
ASV_11784	0	3	0	4	0	0	0	0
ASV_11785	3	1	0	0	11	0	0	0
ASV_11786	5	0	0	2	40	1	5	0
ASV_11788	0	0	0	0	0	0	0	0
ASV_11790	0	0	0	0	0	0	0	0
ASV_11791	0	0	0	0	0	0	0	0
ASV_11792	0	0	0	0	0	0	0	0
ASV_11793	0	0	0	0	0	0	0	0
ASV_11794	0	0	0	0	6	0	0	0
ASV_11795	0	0	0	0	0	0	0	0
ASV_11796	0	0	0	0	0	0	0	0
ASV_11797	0	0	0	0	26	0	0	0
ASV_11798	18	3	1	0	81	2	7	5
ASV_11800	0	0	0	0	0	0	0	0
ASV_11801	0	0	0	0	0	0	0	0
ASV_11802	0	0	0	0	0	0	0	0
ASV_11804	0	0	0	0	0	0	0	0
ASV_11806	0	0	0	0	0	0	0	0
ASV_11807	13	2	0	1	58	0	4	3
ASV_11811	0	0	0	0	1	0	0	0
ASV_11813	0	0	0	0	0	0	0	0
ASV_11814	0	0	0	0	0	0	0	0
ASV_11815	0	0	0	0	0	0	0	0
ASV_11819	0	0	0	0	0	0	0	0
ASV_11824	0	0	0	0	0	0	0	0
ASV_11825	0	0	0	0	0	0	0	0
ASV_11828	0	0	0	0	0	0	0	0
ASV_11829	0	0	0	0	16	0	0	0
ASV_11831	0	0	0	0	0	0	0	0
ASV_11833	0	2	0	0	4	0	0	0
ASV_11834	0	0	0	0	0	0	0	0
ASV_11835	0	0	0	0	0	0	0	0
ASV_11836	2	0	0	0	8	0	3	0
ASV_11837	8	0	1	0	41	13	0	0
ASV_11838	0	0	0	0	0	0	0	0
ASV_11839	0	0	0	0	0	0	0	0
ASV_11840	0	0	0	0	0	0	0	0
ASV_11841	0	0	0	0	15	0	1	0
ASV_11842	0	0	0	0	71	0	7	0
ASV_11843	0	0	0	0	0	0	0	0
ASV_11844	0	0	0	0	0	0	0	0
ASV_11845	2	0	0	0	0	0	0	0
ASV_11846	0	0	0	0	0	0	0	0
ASV_11848	0	0	0	0	0	0	0	0
ASV_11849	0	0	0	0	0	0	0	0
ASV_11852	0	0	0	0	3	0	0	0
ASV_11853	0	0	0	0	0	0	0	0
ASV_11854	0	0	0	0	1	0	0	0
ASV_11855	3	0	0	0	6	0	0	0
ASV_11859	1	2	0	0	0	0	0	0
ASV_11861	0	0	0	0	17	0	1	0
ASV_11862	0	0	0	0	7	0	0	0
ASV_11863	0	0	0	0	0	0	0	0
ASV_11865	0	0	0	0	0	0	0	0
ASV_11866	3	0	0	0	23	0	0	1
ASV_11867	6	0	0	0	50	0	4	0
ASV_11868	51	14	56	28	0	7	0	38
ASV_11870	0	0	0	0	0	0	0	0
ASV_11871	1	0	0	0	8	0	0	0
ASV_11872	2	0	0	0	4	0	0	0
ASV_11873	0	0	0	0	0	0	0	0
ASV_11874	38	14	8	12	13	3	23	0
ASV_11875	0	0	0	0	0	0	0	0
ASV_11876	9	1	6	0	8	3	4	3
ASV_11877	0	0	0	0	0	0	0	0
ASV_11878	2	0	0	0	12	0	1	0
ASV_11879	0	0	0	0	0	0	0	0
ASV_11880	0	0	0	0	2	0	0	0
ASV_11881	0	0	0	0	15	0	1	0
ASV_11882	8	1	0	0	50	3	9	2
ASV_11884	0	0	0	0	0	0	0	0
ASV_11885	0	0	0	0	4	0	0	0
ASV_11887	0	0	0	0	4	0	0	0
ASV_11888	0	0	0	0	0	0	0	0
ASV_11889	0	0	0	0	8	0	0	0
ASV_11890	0	1	0	0	58	0	0	0
ASV_11891	0	0	0	0	0	0	0	0
ASV_11892	0	0	0	0	0	0	0	0
ASV_11893	5	1	0	0	1	0	0	2
ASV_11894	0	0	0	0	0	0	0	0
ASV_11899	0	0	0	0	0	0	0	0
ASV_11900	0	0	0	4	0	0	0	0
ASV_11901	0	0	0	0	0	0	0	0
ASV_11902	0	0	0	0	0	0	0	0
ASV_11904	1	0	1	0	7	0	0	0
ASV_11905	0	0	0	0	2	0	0	0
ASV_11907	2	0	0	0	6	0	0	0
ASV_11910	0	0	0	0	3	0	0	0
ASV_11911	0	0	0	0	0	0	0	0
ASV_11912	0	1	0	0	7	0	1	0
ASV_11914	0	0	0	0	0	0	0	0
ASV_11916	0	0	0	0	0	0	0	0
ASV_11918	0	0	0	0	0	0	0	0
ASV_11919	0	0	0	0	0	0	0	0
ASV_11921	0	0	0	0	0	0	0	0
ASV_11922	0	0	0	0	0	0	0	0
ASV_11923	3	1	0	1	18	0	3	2
ASV_11924	8	3	0	0	61	0	1	0
ASV_11925	5	2	0	0	28	0	1	0
ASV_11926	0	0	0	0	9	0	3	1
ASV_11927	7	0	0	0	46	0	0	0
ASV_11929	0	0	0	0	0	0	0	0
ASV_11931	0	0	0	0	0	0	1	0
ASV_11933	0	0	0	0	10	0	0	0
ASV_11935	0	0	0	0	1	0	0	0
ASV_11936	0	0	0	0	1	0	0	0
ASV_11937	1	0	0	0	2	0	1	3
ASV_11938	0	0	0	0	12	0	1	0
ASV_11939	0	0	0	0	20	0	0	0
ASV_11941	0	0	0	0	0	0	0	0
ASV_11942	0	1	0	0	39	0	34	0
ASV_11944	0	0	0	0	0	0	0	0
ASV_11947	0	0	0	0	3	0	1	0
ASV_11948	2	0	0	0	5	1	0	1
ASV_11949	0	0	0	1	13	0	0	0
ASV_11950	1	0	0	0	38	0	0	0
ASV_11955	0	0	0	0	0	0	0	0
ASV_11956	0	0	0	0	0	0	0	0
ASV_11957	3	0	0	0	32	0	3	0
ASV_11959	0	0	0	0	0	0	0	0
ASV_11961	0	0	0	0	0	0	0	0
ASV_11962	26	0	4	1	22	0	8	8
ASV_11966	0	0	0	0	0	0	0	0
ASV_11969	3	0	0	0	10	0	0	0
ASV_11970	6	0	0	0	40	0	5	3
ASV_11971	0	0	0	0	0	0	0	0
ASV_11972	0	0	0	0	0	0	0	0
ASV_11973	0	1	0	0	4	0	1	0
ASV_11975	4	1	1	0	0	0	0	0
ASV_11976	0	0	0	0	0	0	0	0
ASV_11978	0	0	0	0	0	0	0	0
ASV_11980	0	0	0	0	9	0	0	0
ASV_11981	0	0	0	0	0	0	0	0
ASV_11982	0	0	0	0	2	0	0	0
ASV_11985	0	0	0	0	0	0	0	0
ASV_11986	0	5	0	0	13	0	0	0
ASV_11988	0	0	0	0	4	0	0	0
ASV_11989	0	0	0	0	1	0	0	0
ASV_11990	2	0	0	0	6	0	3	0
ASV_11991	0	0	0	0	0	0	0	2
ASV_11992	0	0	0	0	2	0	0	0
ASV_11993	0	0	0	0	8	2	0	0
ASV_11995	0	6	0	0	0	4	2	4
ASV_11996	0	0	0	0	0	0	0	0
ASV_11999	0	0	0	0	0	0	0	0
ASV_12001	3	0	0	0	16	1	8	3
ASV_12003	0	0	0	0	0	0	0	0
ASV_12004	0	0	0	0	0	0	0	0
ASV_12005	4	2	0	3	0	0	3	0
ASV_12009	1	0	0	0	0	0	0	1
ASV_12010	3	0	0	0	0	0	0	0
ASV_12014	5	0	0	0	36	0	11	1
ASV_12015	4	3	1	0	3	0	0	0
ASV_12016	18	9	0	0	3	8	36	0
ASV_12020	0	0	0	0	1	0	0	0
ASV_12022	0	0	0	0	4	0	0	0
ASV_12023	14	0	0	0	29	0	11	0
ASV_12024	0	0	0	0	0	0	0	0
ASV_12025	0	0	0	0	0	0	0	0
ASV_12026	3	0	0	0	6	0	0	0
ASV_12027	0	0	0	0	0	0	0	0
ASV_12028	0	0	0	0	0	0	0	0
ASV_12029	0	0	0	0	0	0	0	0
ASV_12030	3	0	0	0	0	0	0	0
ASV_12032	1	0	0	0	0	0	0	0
ASV_12033	0	0	0	0	0	0	0	0
ASV_12034	0	0	0	0	0	0	0	0
ASV_12038	16	0	0	0	15	0	6	0
ASV_12039	1	0	0	0	7	0	0	0
ASV_12041	0	0	0	0	14	0	3	1
ASV_12042	0	0	0	2	15	2	0	0
ASV_12043	3	3	2	0	18	2	6	0
ASV_12046	0	0	0	0	0	0	0	0
ASV_12049	0	0	0	0	6	0	0	0
ASV_12051	0	0	0	0	16	0	0	0
ASV_12052	0	0	0	0	7	0	0	0
ASV_12053	0	0	0	0	0	0	0	0
ASV_12055	12	0	0	0	3	3	1	2
ASV_12057	0	0	0	0	0	0	0	0
ASV_12058	0	0	0	0	0	0	0	0
ASV_12059	0	0	0	0	0	0	0	0
ASV_12060	0	0	0	0	0	0	0	0
ASV_12062	72	100	7	9	0	12	53	10
ASV_12065	0	0	0	0	2	0	0	0
ASV_12066	0	0	0	0	0	0	0	0
ASV_12067	0	0	0	0	15	0	2	0
ASV_12068	0	0	0	0	0	0	0	0
ASV_12071	0	0	0	0	5	0	3	0
ASV_12072	0	0	0	0	4	0	0	0
ASV_12074	0	0	0	0	0	0	0	0
ASV_12077	0	0	0	0	0	0	0	0
ASV_12078	11	0	0	0	5	0	1	0
ASV_12081	0	0	0	0	0	0	0	0
ASV_12083	0	0	0	0	0	0	0	0
ASV_12085	1	0	25	24	0	7	0	3
ASV_12086	0	0	0	0	0	0	0	0
ASV_12087	0	0	0	0	9	0	0	0
ASV_12088	0	0	0	0	0	0	0	0
ASV_12089	0	0	0	0	1	0	0	3
ASV_12092	0	0	1	0	2	0	0	0
ASV_12093	0	0	0	0	0	0	0	0
ASV_12094	3	17	57	45	0	35	0	36
ASV_12095	1	0	1	2	5	0	6	0
ASV_12096	0	0	0	0	0	0	0	0
ASV_12097	0	0	0	0	0	0	0	0
ASV_12098	1	1	1	2	0	0	0	0
ASV_12100	0	0	0	0	0	0	0	0
ASV_12101	0	0	0	0	2	0	0	0
ASV_12104	0	0	0	0	1	0	0	0
ASV_12105	0	0	0	0	0	0	0	0
ASV_12109	1	0	0	0	11	0	1	2
ASV_12111	0	0	0	0	0	0	0	0
ASV_12114	0	0	0	0	0	0	1	1
ASV_12115	1	0	0	0	7	0	3	5
ASV_12117	0	0	0	0	1	0	0	0
ASV_12118	0	0	0	0	0	2	0	0
ASV_12122	3	0	0	0	0	0	0	0
ASV_12123	0	0	0	0	0	0	0	0
ASV_12126	0	0	0	0	0	0	0	0
ASV_12128	0	0	0	0	0	0	0	0
ASV_12131	0	0	0	0	0	0	0	0
ASV_12133	0	0	0	0	4	0	0	0
ASV_12134	2	0	0	0	0	0	1	0
ASV_12138	3	0	0	0	0	0	4	0
ASV_12139	3	0	0	0	2	0	0	0
ASV_12142	0	0	0	0	0	0	0	0
ASV_12143	0	0	0	0	0	0	0	0
ASV_12144	0	0	0	0	7	0	0	0
ASV_12147	0	0	0	0	0	0	0	0
ASV_12157	0	0	0	0	0	0	0	0
ASV_12161	0	0	0	0	0	0	0	0
ASV_12163	0	0	0	3	0	1	0	0
ASV_12167	2	0	0	0	0	0	0	0
ASV_12169	7	1	1	1	26	3	8	1
ASV_12170	1	0	0	0	0	0	0	0
ASV_12177	0	0	0	0	0	0	0	0
ASV_12178	0	0	0	0	0	0	0	0
ASV_12182	0	0	0	0	0	0	0	0
ASV_12185	3	0	0	0	14	3	2	0
ASV_12187	0	0	0	0	7	0	0	0
ASV_12189	0	0	0	0	0	0	0	0
ASV_12190	0	0	5	1	0	0	0	0
ASV_12191	0	0	0	0	0	0	0	0
ASV_12193	0	0	0	0	0	0	0	0
ASV_12196	0	0	0	0	0	0	3	0
ASV_12199	0	0	0	0	0	0	0	0
ASV_12201	6	2	0	0	8	0	3	0
ASV_12202	0	0	0	0	1	0	0	0
ASV_12203	0	0	0	0	0	0	0	0
ASV_12208	5	0	0	0	10	0	0	0
ASV_12209	0	0	0	0	0	0	0	0
ASV_12215	0	0	0	0	0	0	0	0
ASV_12225	0	0	0	0	0	0	0	0
ASV_12226	0	0	0	0	0	0	0	0
ASV_12227	0	0	0	0	0	0	0	0
ASV_12232	0	0	0	0	0	0	0	0
ASV_12234	0	0	0	0	2	0	0	0
ASV_12235	0	0	0	0	0	0	0	0
ASV_12236	3	0	0	2	14	0	4	0
ASV_12238	0	0	0	0	1	0	0	0
ASV_12240	0	0	0	0	2	0	0	0
ASV_12241	0	0	0	0	0	0	0	0
ASV_12243	0	0	0	0	0	0	0	0
ASV_12244	5	1	0	0	3	0	0	0
ASV_12246	0	0	0	0	1	2	0	0
ASV_12247	1	0	13	6	1	1	0	2
ASV_12248	0	0	0	0	2	0	0	0
ASV_12252	0	0	0	0	0	0	0	0
ASV_12257	0	0	0	0	0	0	0	0
ASV_12260	0	0	0	0	0	0	0	0
ASV_12263	1	1	8	3	0	0	0	0
ASV_12264	0	0	0	0	0	0	0	0
ASV_12274	0	0	0	0	8	2	0	0
ASV_12276	2	0	0	0	0	0	0	0
ASV_12281	1	0	0	0	0	0	0	0
ASV_12283	0	0	0	0	0	0	0	0
ASV_12284	0	0	0	0	0	0	0	0
ASV_12288	0	0	0	0	5	0	1	0
ASV_12291	0	0	0	0	0	0	0	0
ASV_12293	0	0	0	0	0	0	0	0
ASV_12294	0	0	0	0	1	0	0	0
ASV_12295	0	0	0	0	0	0	0	0
ASV_12296	0	0	0	0	0	0	0	0
ASV_12297	0	0	0	0	0	0	0	0
ASV_12298	0	0	0	0	0	0	0	0
ASV_12301	0	0	0	0	0	0	0	0
ASV_12302	0	0	0	0	0	0	0	0
ASV_12303	0	0	0	0	0	0	0	0
ASV_12305	0	0	0	0	1	0	0	0
ASV_12310	0	0	0	0	2	2	0	0
ASV_12312	0	0	0	0	6	0	0	0
ASV_12314	0	0	0	0	0	0	0	0
ASV_12316	0	1	0	0	0	0	0	0
ASV_12317	1	6	1	4	0	0	9	4
ASV_12318	0	0	0	0	0	0	0	0
ASV_12320	0	0	0	0	0	0	0	0
ASV_12326	1	0	0	1	0	0	0	0
ASV_12328	0	0	0	0	0	0	0	0
ASV_12329	0	0	0	0	0	0	0	0
ASV_12330	0	0	0	0	0	0	0	0
ASV_12332	0	0	0	0	3	0	0	0
ASV_12333	0	0	0	0	4	0	0	0
ASV_12334	0	0	0	0	1	0	0	0
ASV_12335	0	0	0	0	0	0	0	0
ASV_12336	0	0	0	0	0	0	0	0
ASV_12337	0	0	0	0	0	0	0	0
ASV_12339	9	0	0	0	0	0	0	0
ASV_12342	0	0	0	0	0	0	0	0
ASV_12349	0	0	3	0	0	0	0	0
ASV_12350	0	0	0	0	0	0	0	0
ASV_12357	0	0	0	0	0	0	0	0
ASV_12363	1	0	0	0	0	0	0	0
ASV_12370	0	0	0	0	0	0	0	0
ASV_12379	0	0	0	0	0	0	0	0
ASV_12382	0	0	0	0	0	0	0	0
ASV_12394	0	0	0	0	0	0	0	0
ASV_12400	0	0	0	0	0	0	0	0
ASV_12403	0	0	0	0	0	0	0	0
ASV_12404	0	0	0	0	0	0	0	0
ASV_12405	0	0	0	0	0	0	0	0
ASV_12407	0	0	0	0	0	0	0	0
ASV_12412	0	0	0	0	0	2	0	0
ASV_12414	16	4	13	173	3	770	170	54
ASV_12415	0	0	0	0	0	0	0	0
ASV_12418	0	0	0	0	0	0	0	0
ASV_12423	80	84	13	39	0	28	42	44
ASV_12424	0	0	0	0	0	0	0	0
ASV_12428	0	0	0	3	0	0	0	0
ASV_12429	0	0	0	0	0	0	0	0
ASV_12434	0	0	0	0	0	0	0	0
ASV_12439	0	0	0	0	3	0	0	0
ASV_12440	4	0	0	0	2	0	0	3
ASV_12448	0	0	20	0	0	1	28	0
ASV_12450	0	0	0	0	0	0	0	0
ASV_12452	1	0	3	1	0	23	10	3
ASV_12453	78	19	32	6	0	79	162	325
ASV_12455	0	0	0	0	0	0	0	0
ASV_12457	75	45	189	120	32	93	80	61
ASV_12462	0	0	0	0	0	0	0	0
ASV_12466	0	0	0	0	0	0	0	0
ASV_12467	7	4	1	4	4	1	2	2
ASV_12468	0	0	0	0	0	11	0	0
ASV_12470	0	18	10	2	0	0	0	0
ASV_12471	38	5	62	24	26	17	25	4
ASV_12472	0	0	0	0	0	0	0	0
ASV_12476	0	0	0	0	0	0	0	0
ASV_12477	0	0	0	0	1	0	0	0
ASV_12478	1	0	2	0	8	0	4	2
ASV_12479	0	0	0	0	0	0	0	0
ASV_12480	0	0	0	10	0	161	0	0
ASV_12481	2	0	0	0	1	0	9	6
ASV_12482	0	0	0	0	0	0	0	0
ASV_12483	0	0	0	0	0	0	0	0
ASV_12484	69	16	800	435	38	2442	25	2181
ASV_12491	1	0	0	0	0	0	0	0
ASV_12492	0	0	2	0	0	0	0	0
ASV_12495	12	9	5	6	0	8	7	3
ASV_12499	0	0	0	0	0	0	0	0
ASV_12501	0	0	0	0	0	0	0	0
ASV_12506	1	1	0	7	0	47	9	0
ASV_12507	8	9	6	5	0	17	0	8
ASV_12508	0	0	0	0	0	1	0	6
ASV_12511	0	0	0	0	0	0	0	0
ASV_12513	0	0	0	0	0	0	0	0
ASV_12516	40	47	9	11	6	3	5	3
ASV_12519	0	0	0	0	0	0	0	0
ASV_12522	0	5	0	0	0	0	0	0
ASV_12526	1	2	0	1	0	1	0	0
ASV_12533	0	0	5	1	0	20	0	0
ASV_12537	3	0	10	9	0	16	0	14
ASV_12538	0	0	0	0	0	0	0	0
ASV_12539	23	22	5	4	0	107	52	25
ASV_12540	7	6	0	0	0	0	0	0
ASV_12541	0	0	0	0	0	0	0	0
ASV_12542	0	0	0	0	0	0	0	0
ASV_12545	0	0	0	0	2	0	3	0
ASV_12549	0	0	0	0	0	0	1	0
ASV_12550	0	0	0	0	0	0	0	0
ASV_12553	0	0	0	0	0	0	0	0
ASV_12562	3	0	4	4	2	3	2	0
ASV_12563	0	0	0	0	0	0	0	0
ASV_12564	0	0	0	0	0	0	0	0
ASV_12566	0	0	0	0	0	0	0	0
ASV_12571	5	5	10	9	4	18	15	36
ASV_12572	77	29	0	5	9	28	165	245
ASV_12580	0	0	0	0	0	0	0	0
ASV_12582	0	0	2	0	0	3	27	0
ASV_12584	0	0	0	0	0	0	0	0
ASV_12586	0	0	0	0	0	0	0	0
ASV_12588	0	0	0	0	1	0	0	0
ASV_12591	14	6	0	0	0	0	0	0
ASV_12597	0	0	0	0	0	0	0	0
ASV_12602	6	8	0	2	0	3	0	0
ASV_12603	0	3	0	0	7	1	0	0
ASV_12605	0	0	0	0	0	0	0	0
ASV_12606	26	38	4	8	10	11	34	9
ASV_12607	0	2	0	0	1	0	1	0
ASV_12608	0	0	0	0	0	0	0	0
ASV_12611	0	0	1	0	0	4	0	3
ASV_12612	0	0	0	0	0	0	0	0
ASV_12613	0	0	0	0	0	0	0	0
ASV_12615	0	0	0	0	0	0	0	0
ASV_12616	0	0	0	0	0	0	0	0
ASV_12620	0	0	0	0	0	0	0	0
ASV_12624	2	0	3	2	0	6	5	8
ASV_12625	0	0	0	0	0	0	0	0
ASV_12628	0	0	0	0	0	0	0	0
ASV_12630	0	0	0	0	0	0	0	0
ASV_12632	0	0	0	0	1	4	0	1
ASV_12633	0	0	0	0	0	0	0	0
ASV_12634	0	0	0	0	0	0	0	0
ASV_12638	0	0	0	0	0	0	0	0
ASV_12639	1	0	0	0	0	0	0	1
ASV_12641	0	0	0	0	0	0	0	0
ASV_12643	2	1	0	3	0	0	0	0
ASV_12644	0	0	0	0	0	0	0	0
ASV_12645	10	1	0	1	0	1	0	0
ASV_12646	0	0	0	0	0	0	0	0
ASV_12648	0	0	0	0	0	0	0	0
ASV_12650	7	0	2	0	2	0	0	1
ASV_12652	2	1	1	0	7	3	1	1
ASV_12653	0	0	0	0	0	0	0	0
ASV_12657	0	0	0	0	0	0	0	0
ASV_12658	0	1	0	2	0	0	5	1
ASV_12661	0	0	0	0	0	1	6	6
ASV_12662	0	0	0	0	0	0	0	0
ASV_12663	0	0	0	0	0	0	0	0
ASV_12664	1	0	7	3	0	4	0	0
ASV_12666	31	6	17	11	5	10	19	1
ASV_12667	0	0	0	0	0	0	0	0
ASV_12672	2	0	2	0	0	0	2	0
ASV_12673	15	1	150	115	2	98	10	45
ASV_12675	15	15	0	14	0	0	0	0
ASV_12676	0	0	0	0	0	0	0	0
ASV_12678	0	0	0	0	0	0	0	0
ASV_12681	0	0	0	0	0	0	0	0
ASV_12683	0	0	0	0	0	0	0	0
ASV_12685	0	0	0	0	0	0	0	0
ASV_12686	0	0	0	0	0	0	0	0
ASV_12688	523	357	156	238	11	138	29	22
ASV_12692	0	0	2	7	1	5	1	3
ASV_12693	0	0	0	0	0	0	0	0
ASV_12694	0	0	0	0	0	0	0	0
ASV_12696	7	1	3	0	6	1	14	5
ASV_12699	0	0	0	0	0	0	0	0
ASV_12704	0	0	0	0	0	0	0	0
ASV_12705	24	2	0	2	0	33	4	21
ASV_12706	0	0	0	0	0	0	1	0
ASV_12707	0	0	0	0	0	0	0	0
ASV_12710	0	0	0	0	0	0	0	0
ASV_12712	1	0	0	0	0	0	0	0
ASV_12714	0	1	2	5	0	0	0	0
ASV_12720	0	0	0	0	0	0	0	0
ASV_12727	0	0	0	0	0	0	0	0
ASV_12728	13	8	3	1	0	2	0	0
ASV_12732	3	0	4	1	0	6	1	3
ASV_12734	0	0	0	0	0	0	0	0
ASV_12735	9	0	0	0	7	0	0	0
ASV_12736	2	0	0	0	0	0	0	3
ASV_12737	179	182	9	15	0	25	146	62
ASV_12738	3	0	9	4	0	3	0	1
ASV_12739	0	0	0	0	0	0	0	0
ASV_12740	0	0	0	0	0	0	0	0
ASV_12744	2662	1170	510	528	91	406	2047	578
ASV_12745	0	0	0	0	2	0	2	0
ASV_12748	3	0	3	2	0	1	0	0
ASV_12750	4	38	3	7	0	20	0	15
ASV_12753	0	0	0	0	0	0	0	0
ASV_12755	0	0	0	0	0	0	0	0
ASV_12761	5	0	0	0	2	0	0	0
ASV_12763	0	0	0	0	0	0	0	0
ASV_12768	0	0	0	0	0	0	0	0
ASV_12770	0	0	0	0	0	0	0	0
ASV_12777	0	0	0	0	0	0	0	0
ASV_12778	0	0	0	0	0	0	0	0
ASV_12782	0	0	0	0	0	0	0	0
ASV_12788	6	4	35	37	0	30	0	12
ASV_12792	3	0	0	0	0	2	1	0
ASV_12793	0	0	0	0	0	0	0	0
ASV_12795	0	0	0	0	0	0	0	0
ASV_12796	0	0	0	0	0	0	0	0
ASV_12800	0	0	0	0	0	0	0	0
ASV_12806	8	4	16	18	0	9	5	10
ASV_12808	0	0	0	0	0	0	0	0
ASV_12813	0	0	0	0	0	0	0	0
ASV_12814	0	0	0	0	0	0	0	0
ASV_12818	0	2	1	0	1	2	2	0
ASV_12819	0	0	0	0	0	0	0	0
ASV_12820	0	0	0	0	0	0	0	0
ASV_12821	13	0	1	0	3	4	5	3
ASV_12823	0	0	0	0	0	0	0	0
ASV_12824	0	0	0	0	0	0	0	0
ASV_12825	0	0	0	0	0	0	0	0
ASV_12828	0	0	0	0	0	0	0	0
ASV_12829	0	0	0	0	0	0	0	0
ASV_12831	7	4	4	2	0	0	5	2
