#OTUID	CN18SESPkoa_SC36_Y	CN18SESPkoa_SC39_Y	CN18SESPkoa_SC41_Y	CN18SESPkoa_SC44_Y	CN18Sc14_8_eDNA_Y	CN18Sc15_8_eDNA_Y	CN18Sc18_8_eDNA_Y	CN18Sc27_8_eDNA_Y
ASV_8969	37	6	1	0	0	3	11	8
ASV_8970	0	0	0	0	0	0	0	0
ASV_8971	2	1	0	0	0	8	1	9
ASV_8973	1	2	1	2	0	1	0	0
ASV_8974	2	0	0	0	0	1	0	1
ASV_8975	0	0	0	0	0	0	0	0
ASV_8976	0	0	0	0	0	0	0	0
ASV_8977	0	0	0	0	2	0	0	0
ASV_8980	0	1	0	0	18	0	0	0
ASV_8983	0	0	2	0	0	0	0	0
ASV_8985	2	0	6	5	2	12	0	0
ASV_8986	1	1	9	4	0	5	2	2
ASV_8987	0	0	0	0	0	0	0	0
ASV_8988	11	4	7	12	28	9	6	0
ASV_8991	10	1	0	1	0	0	18	0
ASV_8992	0	0	0	0	0	0	0	0
ASV_8996	0	0	0	0	0	0	0	0
ASV_9000	0	0	0	0	0	0	0	0
ASV_9001	26	7	122	109	35	49	3	29
ASV_9002	15	3	3	1	0	2	10	13
ASV_9011	3	0	0	0	0	6	0	2
ASV_9015	8	0	0	0	0	0	3	0
ASV_9016	0	1	1	0	0	0	0	2
ASV_9017	119	49	62	37	25	67	90	45
ASV_9018	0	2	0	0	0	0	0	0
ASV_9019	0	0	0	0	0	0	0	0
ASV_9020	0	0	0	0	2	0	0	1
ASV_9023	0	0	0	9	0	5	0	0
ASV_9026	47	38	14	11	1	9	41	10
ASV_9028	6	0	0	0	20	2	13	32
ASV_9030	0	0	0	0	0	0	0	0
ASV_9032	0	0	0	0	0	0	0	0
ASV_9033	0	0	0	0	0	0	0	1
ASV_9036	0	0	0	0	0	0	0	0
ASV_9037	63	18	6	6	74	17	62	0
ASV_9038	0	0	0	0	0	0	0	0
ASV_9039	0	0	0	0	1	0	6	0
ASV_9040	2	1	0	0	32	0	0	0
ASV_9041	85	85	81	91	0	71	31	55
ASV_9042	11	0	0	4	0	0	1	0
ASV_9043	0	0	0	0	1	0	0	0
ASV_9044	0	0	0	0	0	0	0	0
ASV_9045	0	0	0	1	1	0	0	0
ASV_9046	230	81	0	4	0	3	361	86
ASV_9050	2	0	0	1	7	0	1	0
ASV_9054	2	0	0	0	7	0	6	0
ASV_9055	0	0	1	2	4	2	2	1
ASV_9056	0	0	0	0	0	0	0	2
ASV_9059	941	1239	219	242	25	374	555	420
ASV_9060	7	0	0	4	0	1	0	17
ASV_9061	0	0	0	0	0	0	0	0
ASV_9062	5	0	3	0	0	0	15	11
ASV_9064	0	0	0	0	0	0	0	0
ASV_9066	0	0	0	0	0	0	0	0
ASV_9069	0	0	0	0	0	0	0	0
ASV_9071	0	0	0	0	1	0	0	0
ASV_9072	0	0	0	0	0	0	0	0
ASV_9074	0	0	0	0	0	0	0	0
ASV_9077	0	0	0	0	5	0	0	0
ASV_9078	0	0	0	0	0	0	0	0
ASV_9081	3	0	2	3	0	0	0	0
ASV_9082	0	0	0	0	0	0	0	0
ASV_9084	0	0	0	0	0	0	0	0
ASV_9091	0	0	0	0	0	0	0	0
ASV_9092	0	0	0	0	0	0	0	0
ASV_9093	0	0	0	0	0	0	0	0
ASV_9096	0	0	0	0	0	0	0	0
ASV_9097	0	0	0	0	1	2	0	1
ASV_9098	0	0	0	0	0	0	0	0
ASV_9099	12	6	6	5	8	1	16	0
ASV_9100	4	0	1	1	0	0	0	0
ASV_9101	6	0	0	3	0	3	0	0
ASV_9103	7	0	0	0	14	0	0	20
ASV_9104	0	0	0	5	0	3	0	0
ASV_9105	14	4	1	0	0	0	4	3
ASV_9106	0	0	0	0	0	0	0	0
ASV_9107	1	4	2	2	1	0	0	0
ASV_9108	0	0	0	0	8	0	0	4
ASV_9111	0	0	0	0	0	0	0	0
ASV_9113	0	0	0	0	0	0	0	0
ASV_9114	0	0	0	0	0	0	0	0
ASV_9118	2	1	1	0	0	0	3	0
ASV_9120	4	0	0	0	19	0	0	0
ASV_9121	0	0	0	0	76	0	0	0
ASV_9123	0	2	7	9	0	1	0	7
ASV_9124	0	3	0	0	0	11	0	59
ASV_9127	1	0	0	0	2	0	0	0
ASV_9131	1	0	0	0	3	0	0	0
ASV_9133	0	0	0	0	0	0	0	0
ASV_9134	1	0	2	0	6	0	0	0
ASV_9137	27	4	1	3	0	46	0	0
ASV_9138	96	108	35	38	16	29	119	37
ASV_9139	0	0	0	0	0	0	0	0
ASV_9140	12	0	1	0	263	6	14	29
ASV_9141	0	0	0	0	0	0	0	0
ASV_9142	8	2	11	8	3	2	7	4
ASV_9143	0	0	0	0	19	0	0	0
ASV_9144	227	232	412	472	11	1008	67	481
ASV_9145	0	0	15	6	0	15	0	1
ASV_9146	9	2	0	0	4	2	0	0
ASV_9149	0	0	0	0	0	0	0	0
ASV_9151	0	0	0	0	3	0	0	0
ASV_9153	0	0	0	0	0	0	0	0
ASV_9154	0	1	1	3	22	0	0	0
ASV_9156	6	2	0	2	0	0	0	0
ASV_9157	0	0	0	0	0	0	0	0
ASV_9158	0	0	0	0	0	0	0	0
ASV_9160	0	0	1	0	3	1	9	0
ASV_9161	0	0	0	0	1	0	0	0
ASV_9162	12	2	0	0	0	4	14	0
ASV_9163	0	0	0	0	0	0	0	0
ASV_9164	0	0	0	0	0	0	0	0
ASV_9165	0	0	0	0	0	0	0	0
ASV_9168	0	0	0	0	0	0	0	0
ASV_9169	0	0	0	0	0	0	0	0
ASV_9170	0	0	0	0	0	0	0	0
ASV_9171	15	12	11	14	0	5	19	0
ASV_9173	0	0	0	0	0	0	0	0
ASV_9176	0	0	0	0	0	0	0	0
ASV_9177	0	0	0	0	0	0	2	0
ASV_9178	1	0	0	0	4	4	10	2
ASV_9182	0	0	0	0	0	0	0	0
ASV_9185	0	0	0	0	0	0	0	0
ASV_9186	10	0	0	0	0	0	0	2
ASV_9187	0	0	0	0	0	0	1	0
ASV_9191	2	1	0	5	1	4	0	27
ASV_9195	0	0	0	0	0	0	0	0
ASV_9196	0	0	0	0	0	0	0	0
ASV_9197	0	0	1	0	0	4	0	0
ASV_9198	6	0	0	1	3	0	1	0
ASV_9199	0	0	0	0	0	0	0	0
ASV_9200	1	0	0	0	2	1	0	1
ASV_9201	0	0	0	0	0	0	0	0
ASV_9202	2	0	0	0	3	0	6	1
ASV_9208	293	0	0	64	0	0	0	6
ASV_9209	23	18	6	2	0	0	0	9
ASV_9210	0	0	0	0	0	0	0	0
ASV_9211	0	0	0	0	0	0	0	0
ASV_9212	0	0	0	0	0	0	0	0
ASV_9214	0	0	0	0	0	0	0	0
ASV_9217	0	0	0	0	0	0	0	0
ASV_9218	0	1	1	1	0	2	10	0
ASV_9219	1	2	0	0	0	0	0	0
ASV_9220	0	0	0	0	0	0	0	0
ASV_9221	3	5	0	1	0	0	14	1
ASV_9222	0	0	0	0	0	0	0	0
ASV_9223	0	0	0	0	0	0	0	0
ASV_9224	165	390	107	80	2	19	1	4
ASV_9226	0	0	0	0	4	1	0	0
ASV_9227	0	2	0	0	0	0	0	0
ASV_9228	0	0	0	0	0	0	0	0
ASV_9230	0	0	0	0	8	0	0	0
ASV_9233	0	0	0	0	0	0	0	0
ASV_9234	0	0	0	0	0	0	0	0
ASV_9235	0	0	0	0	0	0	0	0
ASV_9236	0	0	0	0	0	0	0	0
ASV_9238	2	0	0	0	4	0	0	0
ASV_9239	0	0	0	0	0	0	0	0
ASV_9245	12	8	2	4	0	2	5	2
ASV_9248	4	0	0	1	12	0	2	0
ASV_9251	0	0	0	0	0	0	0	4
ASV_9252	0	0	0	0	4	0	0	0
ASV_9253	0	0	0	0	0	0	0	0
ASV_9254	0	0	0	0	0	0	0	0
ASV_9255	0	0	0	0	0	0	0	0
ASV_9256	0	0	0	0	0	0	0	0
ASV_9257	0	0	0	0	0	0	0	0
ASV_9258	0	0	0	0	0	0	0	0
ASV_9259	0	0	0	0	0	0	0	0
ASV_9260	7	3	1	9	3	11	16	5
ASV_9261	0	0	0	0	0	1	0	0
ASV_9262	2	1	0	0	0	0	0	0
ASV_9264	5	0	13	13	34	6	2	13
ASV_9265	2	0	2	3	0	1	0	0
ASV_9267	9	3	1	2	3	5	0	6
ASV_9268	0	0	0	0	0	0	0	0
ASV_9270	0	0	0	0	19	0	0	0
ASV_9274	0	0	0	0	0	0	0	0
ASV_9276	0	0	1	0	0	0	15	0
ASV_9279	7	7	0	1	51	0	11	0
ASV_9280	42	14	12	3	9	9	2	0
ASV_9281	0	0	7	2	29	0	2	6
ASV_9282	0	0	0	0	0	0	0	0
ASV_9283	0	0	0	0	0	0	0	0
ASV_9284	11	0	0	0	42	0	0	0
ASV_9285	0	0	0	0	0	0	0	0
ASV_9287	1	0	0	1	2	0	6	2
ASV_9290	0	0	0	0	0	0	0	0
ASV_9292	0	0	0	0	0	0	0	0
ASV_9294	3	0	10	10	0	1	0	0
ASV_9297	0	0	0	0	0	0	0	0
ASV_9298	0	0	0	0	0	0	0	0
ASV_9299	0	0	0	0	0	0	0	0
ASV_9302	5	1	6	1	1	0	0	0
ASV_9304	68	43	21	18	4	17	38	50
ASV_9305	0	0	0	0	0	0	0	0
ASV_9308	0	0	0	0	0	0	0	0
ASV_9309	0	0	0	0	0	0	0	0
ASV_9311	0	0	1	0	0	1	0	0
ASV_9315	0	0	0	0	0	0	0	0
ASV_9316	0	0	0	0	0	0	0	0
ASV_9317	5	0	0	2	4	0	2	4
ASV_9318	124	46	49	41	40	34	65	28
ASV_9319	3	0	0	0	1	0	0	2
ASV_9321	0	0	0	0	0	0	0	0
ASV_9322	16	0	11	11	29	2	3	6
ASV_9324	0	0	0	0	0	0	0	0
ASV_9325	2	3	0	0	16	0	0	0
ASV_9326	0	0	0	0	0	6	0	0
ASV_9327	0	0	0	0	0	0	0	0
ASV_9328	0	0	0	0	0	0	0	0
ASV_9329	0	0	0	0	0	0	0	0
ASV_9330	0	0	0	0	0	0	0	0
ASV_9331	0	0	0	0	2	0	0	0
ASV_9333	2	7	13	12	0	1	0	0
ASV_9334	0	0	0	0	0	0	0	0
ASV_9335	0	0	0	0	0	0	0	0
ASV_9337	0	0	0	0	0	0	0	0
ASV_9340	0	0	0	0	0	0	0	0
ASV_9341	1	0	1	1	116	2	4	1
ASV_9342	0	0	0	0	0	0	0	0
ASV_9343	0	0	0	0	0	0	0	0
ASV_9344	3	1	0	0	1	0	1	0
ASV_9345	10	0	0	0	1	0	1	1
ASV_9346	0	0	0	0	0	0	0	0
ASV_9348	24	24	6	5	1	0	0	0
ASV_9349	0	0	0	0	0	0	0	0
ASV_9350	3	2	2	3	0	8	3	2
ASV_9353	5	0	4	5	3	9	4	11
ASV_9354	0	0	0	0	0	0	0	0
ASV_9355	0	0	0	0	0	0	0	0
ASV_9357	0	0	0	0	0	0	0	0
ASV_9360	0	0	0	0	0	0	0	0
ASV_9362	37	10	63	51	7	23	3	9
ASV_9363	0	0	0	0	0	0	0	0
ASV_9365	0	0	0	0	0	0	0	0
ASV_9366	0	0	0	0	0	0	0	0
ASV_9367	5	4	3	7	0	0	0	0
ASV_9371	6	0	40	26	0	34	0	2
ASV_9373	0	0	0	0	0	0	0	0
ASV_9374	0	0	0	0	0	0	0	0
ASV_9378	0	0	0	0	9	0	0	0
ASV_9381	0	0	0	0	0	0	0	0
ASV_9382	0	0	0	0	0	0	0	0
ASV_9383	0	0	0	0	0	0	0	0
ASV_9386	0	0	0	0	0	0	0	0
ASV_9387	0	0	0	0	0	0	0	0
ASV_9388	2	0	4	0	8	0	0	0
ASV_9390	0	0	0	0	0	0	4	0
ASV_9391	0	0	0	0	0	0	0	0
ASV_9393	0	0	0	0	0	0	0	0
ASV_9395	0	0	0	0	0	0	0	0
ASV_9398	0	0	0	0	0	0	0	0
ASV_9399	0	0	1	3	1	0	2	5
ASV_9401	0	0	0	0	0	0	0	0
ASV_9402	2	0	0	0	0	0	0	0
ASV_9405	0	0	1	0	0	0	0	0
ASV_9407	0	9	0	0	0	0	16	0
ASV_9408	0	0	0	0	0	0	0	0
ASV_9411	20	10	4	0	0	0	55	2
ASV_9412	11	6	2	1	26	7	12	1
ASV_9413	0	0	0	0	0	0	0	0
ASV_9414	0	0	0	0	0	0	0	0
ASV_9415	13	2	3	3	0	3	0	1
ASV_9418	0	0	0	0	6	0	0	0
ASV_9420	0	0	0	0	0	0	0	0
ASV_9421	7	14	1	3	3	0	62	0
ASV_9422	2	0	0	0	23	0	0	0
ASV_9423	0	0	0	0	15	1	0	0
ASV_9424	0	0	0	0	0	0	0	0
ASV_9425	0	0	0	0	0	0	0	0
ASV_9426	0	0	0	0	0	0	0	0
ASV_9427	0	0	0	0	0	0	0	0
ASV_9429	4	2	3	2	0	39	2	9
ASV_9434	5	5	0	2	0	1	1	1
ASV_9435	0	0	0	2	1	0	0	0
ASV_9436	0	0	0	0	0	0	0	0
ASV_9437	0	0	0	0	0	0	0	0
ASV_9438	0	0	0	0	0	0	0	0
ASV_9441	0	0	0	0	0	0	0	0
ASV_9442	0	0	0	0	10	0	0	0
ASV_9445	0	0	0	0	0	0	0	0
ASV_9446	0	0	0	0	0	0	0	0
ASV_9449	0	0	0	0	0	0	0	0
ASV_9451	0	0	0	0	0	0	0	0
ASV_9453	17	3	2	8	0	6	0	0
ASV_9454	2	1	0	0	2	2	2	0
ASV_9455	187	63	391	603	2	120	2	23
ASV_9456	0	0	0	0	0	0	0	0
ASV_9457	1	0	0	0	0	0	0	0
ASV_9458	4	0	3	0	2	0	1	5
ASV_9460	2	0	0	0	0	0	0	0
ASV_9462	0	0	0	0	0	0	0	0
ASV_9463	0	0	0	0	0	0	0	0
ASV_9466	0	0	0	0	0	0	0	0
ASV_9467	0	0	0	0	2	0	0	0
ASV_9468	122	0	0	1	0	0	0	0
ASV_9469	0	0	0	0	0	0	0	0
ASV_9473	0	0	0	0	0	0	0	0
ASV_9474	0	0	0	0	0	0	0	0
ASV_9475	0	0	0	0	0	0	0	0
ASV_9478	0	0	0	0	0	0	0	0
ASV_9479	5	0	0	0	6	0	0	0
ASV_9481	0	0	0	0	0	0	0	0
ASV_9482	0	2	2	0	3	0	5	0
ASV_9483	0	0	52	50	0	5	0	0
ASV_9484	0	0	0	0	0	0	0	0
ASV_9485	3	1	0	0	32	0	1	0
ASV_9489	0	0	0	0	0	0	0	0
ASV_9490	0	0	1	4	1	0	2	0
ASV_9491	7	1	23	6	0	5	3	2
ASV_9493	0	0	0	0	0	0	0	0
ASV_9495	2	2	0	0	0	0	0	5
ASV_9497	0	0	0	0	0	0	0	0
ASV_9499	0	0	0	0	0	0	0	0
ASV_9501	13	19	54	37	0	10	4	22
ASV_9505	8	2	0	0	8	0	16	2
ASV_9506	0	0	0	0	0	0	0	0
ASV_9507	0	0	0	0	0	0	0	0
ASV_9509	0	0	0	0	0	0	0	0
ASV_9513	0	0	0	0	0	0	0	0
ASV_9514	0	0	0	0	7	0	0	0
ASV_9516	0	0	0	0	0	0	0	0
ASV_9518	0	0	0	0	0	0	0	0
ASV_9519	30	5	22	19	0	18	0	19
ASV_9520	3	3	0	0	0	3	25	30
ASV_9523	0	0	0	0	0	0	0	0
ASV_9525	0	0	0	0	0	0	0	0
ASV_9527	0	0	0	0	0	0	0	0
ASV_9528	0	0	0	0	0	0	0	0
ASV_9530	0	0	0	0	0	0	0	0
ASV_9531	0	1	0	0	1	0	0	0
ASV_9532	2	2	12	5	0	0	0	0
ASV_9535	11	0	0	0	0	1	12	0
ASV_9536	0	0	1	0	0	0	0	2
ASV_9538	0	0	0	0	0	0	0	0
ASV_9540	0	0	0	0	0	0	0	0
ASV_9542	150	51	37	36	22	32	48	9
ASV_9543	0	0	0	0	0	0	0	0
ASV_9545	0	0	0	0	0	0	0	0
ASV_9546	0	0	0	0	0	0	0	0
ASV_9547	0	0	0	0	0	0	0	0
ASV_9548	0	0	0	0	0	0	0	0
ASV_9556	0	0	0	0	0	0	0	0
ASV_9558	11	1	0	4	2	4	0	2
ASV_9559	377	296	399	399	30	947	108	477
ASV_9562	0	0	0	0	1	0	0	0
ASV_9563	0	0	0	0	0	0	0	0
ASV_9564	0	0	1	3	4	0	4	8
ASV_9567	0	0	0	0	0	0	0	0
ASV_9568	0	0	0	0	0	0	0	0
ASV_9571	67	146	5	7	0	11	4	0
ASV_9572	0	0	0	0	0	0	0	0
ASV_9573	8	0	3	5	1	1	0	5
ASV_9575	0	0	0	0	0	0	0	0
ASV_9576	1	0	5	2	0	1	0	0
ASV_9578	0	0	0	0	0	0	0	0
ASV_9580	1	0	0	1	0	0	0	0
ASV_9581	0	0	0	0	0	0	0	0
ASV_9582	0	0	0	0	0	0	0	0
ASV_9583	0	0	0	0	0	0	0	0
ASV_9584	0	1	0	0	0	0	0	0
ASV_9585	18	9	2	3	33	10	6	0
ASV_9587	0	0	0	0	0	0	0	0
ASV_9590	6	0	0	1	1	0	0	0
ASV_9595	0	0	0	11	0	0	0	0
ASV_9599	0	0	0	0	0	0	0	0
ASV_9600	0	0	0	0	0	0	0	0
ASV_9602	0	0	0	0	2	0	0	0
ASV_9606	0	0	0	0	0	0	0	0
ASV_9608	6	5	18	22	2	29	0	10
ASV_9611	0	0	0	0	0	0	0	0
ASV_9614	0	0	0	0	1	0	0	0
ASV_9616	0	0	0	0	0	0	0	0
ASV_9618	0	0	0	0	0	0	0	0
ASV_9620	0	0	0	0	0	0	0	0
ASV_9621	0	0	1	0	0	0	0	0
ASV_9622	2	0	2	3	0	3	0	0
ASV_9623	0	0	0	0	0	0	0	0
ASV_9627	251	506	6	10	7	16	50	25
ASV_9628	1	0	0	0	0	0	0	0
ASV_9629	2	1	4	1	2	6	5	6
ASV_9630	0	0	0	0	0	0	0	0
ASV_9632	0	0	0	0	0	0	0	0
ASV_9638	0	0	0	0	0	0	0	0
ASV_9639	0	1	0	0	0	0	0	0
ASV_9643	12	21	11	7	0	33	36	13
ASV_9644	0	0	0	0	0	0	0	0
ASV_9649	0	0	0	0	2	0	2	0
ASV_9651	0	0	0	0	0	0	0	0
ASV_9653	0	0	0	0	0	0	0	0
ASV_9655	0	0	0	0	0	0	0	0
ASV_9659	14	0	10	5	15	5	0	1
ASV_9660	0	0	0	0	0	0	0	0
ASV_9661	0	0	0	0	0	0	0	0
ASV_9665	0	0	1	6	0	0	0	0
ASV_9666	0	1	0	0	0	0	0	0
ASV_9668	0	0	0	0	0	0	0	0
ASV_9669	1	2	0	0	0	0	0	0
ASV_9670	6	0	2	0	10	6	0	3
ASV_9671	0	1	0	0	0	0	0	0
ASV_9672	0	2	5	1	6	2	35	0
ASV_9673	6	2	1	5	0	6	1	0
ASV_9674	0	0	0	0	0	0	0	0
ASV_9675	0	0	0	0	0	0	0	0
ASV_9677	0	0	0	0	0	0	0	0
ASV_9678	0	0	0	0	0	0	0	0
ASV_9679	0	0	0	0	0	0	0	0
ASV_9680	0	0	0	0	0	0	0	0
ASV_9681	98	8	0	2	53	9	48	60
ASV_9682	39	5	2	1	0	12	33	68
ASV_9683	50	27	47	27	42	21	36	7
ASV_9684	0	0	0	2	0	2	3	7
ASV_9688	0	0	0	0	0	0	0	0
ASV_9692	0	0	0	0	3	0	0	0
ASV_9693	5	0	0	0	0	0	0	0
ASV_9695	3	0	0	0	0	0	0	1
ASV_9697	0	0	0	0	0	0	0	0
ASV_9698	0	0	0	0	0	0	0	0
ASV_9699	0	0	0	0	0	0	0	0
ASV_9700	0	0	1	2	27	0	3	0
ASV_9704	0	0	0	0	0	0	0	0
ASV_9706	0	0	0	0	72	2	0	0
ASV_9707	0	0	0	0	0	1	0	0
ASV_9711	1	1	1	3	0	3	0	0
ASV_9712	0	0	0	0	0	0	0	0
ASV_9713	35	19	5	1	16	3	25	3
ASV_9714	0	0	0	0	2	0	1	1
ASV_9717	0	0	0	0	0	0	0	0
ASV_9718	0	0	0	0	0	0	0	0
ASV_9719	0	0	0	0	0	0	0	0
ASV_9723	0	0	0	0	0	0	0	0
ASV_9726	0	0	0	0	3	0	0	0
ASV_9727	5	0	0	0	1	2	10	7
ASV_9729	1	0	7	4	0	4	0	6
ASV_9730	0	0	0	0	0	0	0	0
ASV_9731	0	0	0	0	0	0	0	0
ASV_9733	0	0	0	0	0	0	0	0
ASV_9734	0	0	0	0	0	1	1	0
ASV_9735	0	0	0	0	0	0	0	0
ASV_9736	0	0	0	0	0	0	0	0
ASV_9738	0	0	0	0	0	0	0	0
ASV_9739	2	0	0	0	3	0	1	1
ASV_9741	3	0	2	2	0	0	0	0
ASV_9742	29	8	17	16	0	18	0	0
ASV_9743	84	94	11	17	8	32	68	21
ASV_9746	0	0	0	0	0	0	0	0
ASV_9747	0	0	0	0	0	0	0	0
ASV_9750	0	0	0	0	0	0	0	0
ASV_9753	4	0	0	20	0	14	0	12
ASV_9755	0	0	0	0	0	0	0	0
ASV_9761	0	0	0	0	0	0	0	0
ASV_9762	9	4	0	1	1	3	0	0
ASV_9763	0	0	0	0	0	0	0	0
ASV_9764	3	0	0	0	13	0	0	0
ASV_9768	0	0	0	0	0	0	0	0
ASV_9771	0	0	0	0	15	0	2	2
ASV_9774	9	9	9	8	0	2	0	0
ASV_9776	5	0	2	2	0	0	0	0
ASV_9777	0	0	0	0	0	0	0	0
ASV_9780	0	0	0	0	0	0	0	0
ASV_9782	0	0	0	0	0	0	0	0
ASV_9784	4	0	4	1	0	15	0	9
ASV_9791	0	0	0	0	4	0	0	0
ASV_9795	0	0	0	0	3	0	0	2
ASV_9796	0	0	0	0	0	0	0	0
ASV_9797	0	0	0	0	0	0	0	0
ASV_9798	0	0	0	0	2	1	0	0
ASV_9799	0	0	0	0	0	0	0	0
ASV_9800	0	0	0	0	0	0	0	0
ASV_9801	133	150	17	27	111	32	152	42
ASV_9802	1	7	0	0	0	1	0	5
ASV_9803	0	0	0	0	0	0	0	0
ASV_9804	0	0	0	0	0	0	0	2
ASV_9806	3	7	0	8	0	1	20	10
ASV_9811	0	0	0	0	0	0	0	0
ASV_9812	0	0	0	0	0	0	0	0
ASV_9814	0	0	0	0	0	0	0	0
ASV_9819	0	16	33	0	0	0	12	0
ASV_9821	3	0	4	3	3	6	0	2
ASV_9824	4	2	0	1	2	0	0	0
ASV_9825	187	134	28	53	0	30	10	16
ASV_9826	0	0	0	0	0	0	0	0
ASV_9827	0	2	0	0	0	0	0	0
ASV_9828	0	0	0	0	0	0	0	0
ASV_9829	0	0	0	0	0	0	0	0
ASV_9831	81	87	48	39	8	34	4	4
ASV_9832	0	0	0	0	0	0	0	0
ASV_9833	0	0	0	0	0	4	1	1
ASV_9834	0	0	0	0	0	0	0	0
ASV_9837	0	0	0	0	0	0	0	0
ASV_9838	0	0	0	0	0	0	0	0
ASV_9839	2	1	13	6	0	5	0	0
ASV_9840	0	0	0	0	0	0	0	0
ASV_9845	0	0	0	0	10	0	0	0
ASV_9847	1	0	0	0	0	0	0	0
ASV_9848	0	0	2	0	0	23	0	0
ASV_9852	0	0	0	0	0	0	0	0
ASV_9853	18	4	0	2	0	3	5	0
ASV_9854	0	0	0	0	0	0	0	0
ASV_9856	0	0	0	0	11	0	0	0
ASV_9858	0	0	0	0	0	0	0	0
ASV_9862	0	0	0	0	0	0	0	0
ASV_9863	0	0	0	0	0	0	0	0
ASV_9865	0	0	0	0	0	0	0	0
ASV_9867	14	10	1	9	0	0	0	0
ASV_9869	0	0	0	0	0	0	0	0
ASV_9870	3	0	0	1	8	4	3	0
ASV_9871	0	0	0	0	6	0	0	0
ASV_9873	0	0	0	3	0	2	0	0
ASV_9874	0	0	0	0	0	0	0	0
ASV_9875	0	0	0	0	0	0	0	0
ASV_9876	1	0	0	6	7	6	0	0
ASV_9879	0	0	0	0	0	0	0	0
ASV_9880	14	0	0	3	0	1	0	0
ASV_9881	5	2	0	0	1	0	6	0
ASV_9882	0	0	0	0	0	0	0	0
ASV_9884	0	0	0	0	0	0	0	0
ASV_9885	0	0	0	0	0	0	0	0
ASV_9886	7	3	8	12	16	25	0	6
ASV_9888	0	0	0	0	0	0	0	0
ASV_9889	0	0	0	0	0	0	0	0
ASV_9891	0	0	0	0	0	0	0	0
ASV_9895	0	0	0	0	0	0	0	0
ASV_9900	54	4	1	6	0	18	25	118
ASV_9902	0	0	0	0	13	0	0	0
ASV_9903	0	0	0	0	0	0	0	0
ASV_9904	0	2	0	0	0	1	0	0
ASV_9907	0	0	0	0	0	0	0	0
ASV_9909	0	0	0	0	0	0	0	0
ASV_9910	0	0	0	0	0	0	0	0
ASV_9912	1	0	0	0	0	0	0	2
ASV_9914	0	0	0	0	0	0	0	0
ASV_9918	0	0	0	0	9	0	0	0
ASV_9919	1	0	0	0	0	0	0	0
ASV_9920	0	0	0	0	0	0	0	0
ASV_9923	1	0	0	1	1	0	1	2
ASV_9924	0	0	0	0	0	0	0	0
ASV_9925	3	0	13	21	0	46	5	26
ASV_9926	0	0	0	0	0	0	0	0
ASV_9928	3	0	0	1	0	0	0	0
ASV_9929	0	0	0	0	0	0	0	0
ASV_9930	0	0	0	0	0	0	0	0
ASV_9931	0	0	4	0	0	1	4	3
ASV_9932	0	0	0	0	1	0	0	0
ASV_9936	0	0	0	0	0	0	0	0
ASV_9938	0	0	0	0	0	0	0	0
ASV_9939	0	0	0	0	0	0	0	0
ASV_9940	0	0	0	0	0	0	0	0
ASV_9941	0	0	0	0	0	0	0	0
ASV_9943	8	2	7	2	22	0	0	7
ASV_9944	0	0	0	0	0	0	0	0
ASV_9946	0	0	0	0	0	0	0	0
ASV_9948	0	0	0	0	0	0	0	0
ASV_9949	0	0	0	0	0	0	0	0
ASV_9951	4	0	0	0	0	0	3	0
ASV_9952	0	0	0	0	0	0	0	0
ASV_9958	0	0	0	0	0	0	0	1
ASV_9959	0	0	0	0	0	0	0	0
ASV_9960	0	0	0	0	0	0	0	0
ASV_9962	0	0	0	0	0	0	0	0
ASV_9963	1	0	0	1	0	0	3	0
ASV_9964	0	0	0	0	0	0	0	0
ASV_9965	0	0	0	0	0	0	0	0
ASV_9966	0	0	0	0	0	0	0	0
ASV_9968	0	0	0	0	0	0	0	0
ASV_9969	0	0	0	0	0	0	0	0
ASV_9970	0	0	0	0	0	0	0	0
ASV_9971	0	0	0	0	0	0	0	0
ASV_9978	0	0	0	0	0	0	0	0
ASV_9979	0	0	0	0	0	0	0	0
ASV_9981	1	0	0	0	0	0	0	0
ASV_9991	15	8	36	33	0	28	4	1
ASV_9995	0	0	0	0	0	0	0	0
ASV_9996	0	0	0	0	0	0	0	0
ASV_9998	0	0	0	0	0	0	0	0
ASV_10000	0	0	0	0	0	0	0	0
ASV_10001	0	0	0	0	0	0	0	0
ASV_10002	3	0	0	0	0	3	0	0
ASV_10003	39	17	60	45	0	26	16	15
ASV_10004	3	2	2	4	0	10	0	7
ASV_10005	53	64	37	47	14	83	12	9
ASV_10007	0	0	0	0	0	0	0	0
ASV_10008	4	0	2	5	13	9	4	26
ASV_10009	0	0	0	0	1	0	4	0
ASV_10010	0	0	2	0	3	2	1	0
ASV_10012	0	0	0	0	0	0	0	0
ASV_10016	0	0	0	0	0	0	0	0
ASV_10017	0	0	0	0	0	0	0	0
ASV_10027	0	0	0	0	0	0	0	0
ASV_10028	11	5	7	11	29	10	12	5
ASV_10035	0	1	7	3	0	26	4	18
ASV_10037	0	0	0	0	1	0	0	0
ASV_10038	0	0	0	0	0	0	0	0
ASV_10039	0	0	0	0	0	0	0	0
ASV_10042	0	0	0	0	0	0	0	0
ASV_10043	0	0	0	0	0	0	0	0
ASV_10047	0	0	0	0	2	0	0	0
ASV_10058	0	0	0	0	0	0	0	0
ASV_10059	0	0	0	0	0	0	0	0
ASV_10060	0	0	0	0	0	0	2	0
ASV_10061	0	0	0	0	0	0	0	0
