"","CANON_AKU1_22_X","CANON_AKU2_22_X","CANON_AKU3_22_X","CANON_AKU4_22_X","CANON_B10_22_X","CANON_B13_22_X","CANON_B17_22_X","CANON_B1_22_X","CANON_B20_22_X","CANON_B23_22_X","CANON_CBI10_22_X","CANON_CBI1_22_X","CANON_CBI4_22_X","CANON_CBI5_22_X","CANON_CBI8_22_X","CANON_CBI9_22_X"
"ASV_21981",2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"ASV_21995",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_21997",0,0,13,0,5,0,7,5,0,0,0,4,0,0,5,23
"ASV_22013",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"ASV_22015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_22017",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASV_22018",0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0
"ASV_22023",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_22039",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ASV_22050",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASV_22068",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_22072",0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0
"ASV_22074",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_22077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_22081",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"ASV_22082",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
"ASV_22092",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"ASV_22093",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_22096",163,0,0,0,0,0,7,0,0,0,0,0,0,0,198,0
"ASV_22112",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_22115",0,7,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"ASV_22143",1,0,2,10,10,0,2,0,0,0,1,0,0,0,0,1
"ASV_22164",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"ASV_22174",0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0
"ASV_22182",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_22202",20,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0
"ASV_22232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_22239",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
"ASV_22240",5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_22277",8,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0
"ASV_22283",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV_22317",0,0,0,0,0,2,2,1,0,0,0,0,0,0,1,0
"ASV_22332",17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_22340",0,0,0,40,0,0,0,0,0,0,1,0,0,0,0,0
"ASV_22344",0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5
"ASV_22369",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ASV_22381",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"ASV_22388",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV_22392",1,0,5,3,0,0,0,0,0,0,0,0,0,0,0,4
"ASV_22396",0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0
"ASV_22440",2,4,2,0,0,0,0,0,0,0,1,0,0,0,1,2
"ASV_22450",0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_22488",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_22494",5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_22505",63,0,0,2,14,0,0,0,0,0,2,0,0,0,0,0
"ASV_22526",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_22529",0,0,19,1,0,0,0,4,6,5,0,0,0,0,0,30
"ASV_22540",2,0,2,0,0,0,7,2,2,0,0,0,0,0,0,5
"ASV_22556",0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0
"ASV_22638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_22650",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"ASV_22663",0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0
"ASV_22668",0,0,10,0,0,0,6,0,0,0,0,0,0,0,0,7
"ASV_22731",0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0
"ASV_22807",6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
"ASV_22849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"ASV_22855",0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
"ASV_22935",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"ASV_23450",8,0,6,5,1,9,0,3,0,0,0,0,0,0,3,11
"ASV_23452",2,0,10,1,1,3,2,5,0,0,3,0,1,2,2,21
"ASV_23456",14,0,5,8,17,2,1,6,0,0,6,0,0,1,15,18
"ASV_23458",1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_23460",9,0,6,1,5,7,3,4,0,0,0,0,0,0,1,12
"ASV_23462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV_23463",5,0,5,8,1,0,6,10,3,0,0,0,0,0,1,9
"ASV_23466",5,0,17,4,0,1,0,4,0,0,3,0,0,0,1,18
"ASV_23467",2,0,4,2,0,0,2,1,0,0,0,0,0,0,9,1
"ASV_23468",0,0,3,6,0,1,3,1,0,0,1,0,0,0,3,7
"ASV_23470",0,0,11,3,3,0,16,3,0,0,1,0,1,0,4,6
"ASV_23471",0,0,0,2,0,0,0,2,0,0,1,0,2,1,9,2
"ASV_23472",36,0,20,16,0,6,1,6,0,0,4,0,0,5,3,35
"ASV_23474",16,0,9,14,3,24,0,10,0,0,11,0,1,4,19,59
"ASV_23475",0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,13
"ASV_23476",6,0,5,2,1,3,0,3,0,0,0,1,0,0,2,4
"ASV_23480",2,0,6,7,0,6,3,3,0,0,2,2,0,2,0,6
"ASV_23481",4,0,9,7,0,5,1,3,0,0,3,0,1,0,6,41
"ASV_23482",17,0,20,10,3,7,7,0,0,0,0,0,0,0,0,60
"ASV_23486",4,0,6,1,1,9,1,11,0,0,1,0,0,0,5,4
"ASV_23487",3,0,1,3,0,0,4,3,0,0,5,6,0,3,4,12
"ASV_23488",1,0,8,5,0,0,0,9,0,0,0,0,0,1,2,4
"ASV_23489",3,0,7,2,0,0,0,2,0,0,0,0,0,2,3,6
"ASV_23490",2,0,1,0,0,7,2,0,0,0,1,0,0,0,0,7
"ASV_23492",0,0,5,7,0,0,1,2,3,0,0,0,0,0,5,5
"ASV_23494",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
"ASV_23495",0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1
"ASV_23496",5,0,3,1,0,0,12,1,0,0,0,0,1,0,1,5
"ASV_23497",2,0,0,5,4,8,13,6,0,0,6,0,0,0,25,21
"ASV_23499",13,0,2,1,0,0,4,2,0,0,0,0,0,0,0,3
"ASV_23504",0,0,0,0,0,0,30,1,0,0,0,0,0,7,2,0
"ASV_23505",0,0,0,5,5,0,1,1,0,0,3,0,0,0,0,1
"ASV_23506",6,0,1,2,0,0,1,6,0,0,0,0,0,0,0,13
"ASV_23507",0,0,2,1,0,0,2,1,0,0,1,0,0,0,1,1
"ASV_23508",0,0,0,0,0,0,2,0,0,0,0,0,0,0,16,0
"ASV_23509",1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0
"ASV_23510",0,0,13,1,1,0,0,2,0,0,0,0,0,0,1,1
"ASV_23512",4,0,2,0,0,0,2,1,0,0,0,0,0,0,0,4
"ASV_23513",1,0,0,2,0,0,7,17,0,0,5,0,0,0,0,8
"ASV_23517",11,0,4,1,7,6,3,4,0,0,0,0,0,0,5,14
"ASV_23518",27,0,2,12,0,0,0,0,0,0,1,6,5,2,0,3
"ASV_23519",22,0,6,10,1,0,3,1,0,0,1,0,0,0,1,10
"ASV_23521",0,0,4,4,0,0,1,3,0,0,1,0,0,0,7,4
"ASV_23523",5,0,0,3,3,0,1,1,0,0,0,1,0,1,0,5
"ASV_23524",1,0,1,3,0,0,0,2,0,0,0,0,0,0,6,2
"ASV_23527",3,0,2,0,0,1,0,0,0,0,0,0,0,1,0,3
"ASV_23528",1,0,1,8,1,0,6,0,0,0,2,0,0,2,1,3
"ASV_23531",1,0,10,6,0,1,5,10,0,0,1,11,0,0,4,10
"ASV_23534",0,0,3,2,0,0,2,0,0,0,1,10,1,2,0,9
"ASV_23535",0,0,0,2,0,0,0,0,0,0,0,0,0,0,13,2
"ASV_23536",3,0,1,3,2,3,0,4,0,0,0,0,0,0,1,5
"ASV_23537",9,0,8,15,0,7,0,1,0,0,4,0,2,0,2,7
"ASV_23538",28,0,7,3,5,4,2,5,0,0,0,0,1,0,3,1
"ASV_23539",9,0,10,1,0,1,5,8,0,0,0,0,0,0,0,11
"ASV_23541",0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1
"ASV_23542",0,0,1,0,0,0,3,1,0,0,0,0,0,0,1,9
"ASV_23543",4,0,4,7,3,3,0,1,0,0,0,0,0,0,0,10
"ASV_23546",0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1
"ASV_23547",3,0,1,4,1,4,0,1,0,0,1,0,0,1,2,2
"ASV_23549",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_23550",2,0,2,5,11,0,3,8,3,0,0,3,0,3,0,34
"ASV_23551",0,0,1,2,2,0,2,1,0,0,0,0,0,1,0,7
"ASV_23552",3,0,0,5,0,0,0,7,0,0,0,0,0,5,2,9
"ASV_23554",21,0,12,23,0,2,3,8,0,0,1,0,0,1,1,9
"ASV_23555",7,0,3,9,3,2,0,1,0,0,1,0,0,1,0,4
"ASV_23556",2,0,9,9,8,2,0,3,1,0,1,0,0,0,53,32
"ASV_23557",2,0,2,0,4,0,0,7,0,0,0,0,0,0,1,9
"ASV_23559",10,0,12,17,0,20,8,1,0,0,1,0,0,3,2,11
"ASV_23561",13,0,6,4,0,7,1,4,0,0,1,1,0,0,2,3
"ASV_23562",21,1,4,7,0,2,2,5,0,0,3,0,0,0,2,0
"ASV_23563",0,0,1,0,0,1,5,1,0,0,1,0,0,0,4,0
"ASV_23564",18,0,5,1,0,0,0,2,0,0,0,0,0,0,0,11
"ASV_23566",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_23567",6,0,2,2,8,2,1,0,0,0,0,0,0,1,0,0
"ASV_23568",2,1,3,2,0,3,2,3,1,0,1,0,0,0,1,3
"ASV_23569",4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
"ASV_23571",8,0,3,2,0,2,1,3,0,0,1,0,0,0,3,0
"ASV_23572",0,0,1,0,0,1,0,0,0,0,0,0,1,3,0,0
"ASV_23573",1,0,2,2,0,0,0,1,0,0,0,0,0,0,0,2
"ASV_23576",2,0,3,0,0,0,0,4,0,0,0,0,0,0,0,1
"ASV_23579",0,0,1,0,0,0,2,1,0,0,0,0,0,0,2,7
"ASV_23580",1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,5
"ASV_23581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_23582",9,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0
"ASV_23584",6,0,7,20,0,8,2,5,0,0,2,0,1,0,3,1
"ASV_23585",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15
"ASV_23586",3,0,4,1,2,3,0,5,0,0,0,0,0,0,0,1
"ASV_23589",0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3
"ASV_23590",20,0,4,2,0,4,2,1,0,0,2,0,0,2,0,3
"ASV_23593",0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_23595",10,0,7,2,0,1,0,3,0,0,2,0,0,1,3,13
"ASV_23596",1,0,6,0,0,5,0,2,0,0,0,0,0,0,1,8
"ASV_23597",7,0,0,3,0,0,0,1,0,0,0,0,0,0,1,1
"ASV_23598",0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV_23599",4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV_23600",3,0,1,10,0,0,0,1,0,0,0,7,0,0,0,9
"ASV_23603",5,0,6,3,4,5,2,3,0,0,0,0,0,0,0,9
"ASV_23604",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3
"ASV_23605",0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,5
"ASV_23606",4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10
"ASV_23607",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_23608",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7
"ASV_23609",0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,1
"ASV_23610",0,0,2,0,0,0,0,7,0,0,1,0,0,0,8,1
"ASV_23612",25,0,11,23,1,5,0,9,0,0,4,0,0,4,0,30
"ASV_23613",1,0,8,1,0,2,5,2,0,0,1,0,0,0,6,5
"ASV_23614",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4
"ASV_23616",0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,9
"ASV_23618",1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
"ASV_23620",10,0,0,3,0,9,10,1,0,0,0,0,0,1,6,4
"ASV_23625",0,0,2,0,9,1,0,2,1,0,0,0,0,0,0,2
"ASV_23626",1,0,4,0,1,4,0,5,0,0,0,0,0,0,0,4
"ASV_23627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ASV_23628",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"ASV_23629",10,0,1,1,1,2,0,0,0,0,0,0,0,0,3,1
"ASV_23630",1,0,1,0,0,0,2,0,0,0,0,0,0,2,0,11
"ASV_23632",5,0,4,9,0,1,0,2,0,0,1,0,0,0,0,1
"ASV_23633",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"ASV_23635",4,0,5,2,0,2,1,2,0,0,0,0,0,0,0,2
"ASV_23639",2,0,7,4,0,1,0,1,0,0,0,0,0,0,0,0
"ASV_23640",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_23644",2,0,1,0,0,0,2,0,0,0,0,0,0,0,3,4
"ASV_23646",0,0,1,3,0,2,0,1,0,0,0,0,0,0,0,0
"ASV_23649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV_23650",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_23651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV_23653",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
"ASV_23654",0,0,2,0,0,5,2,0,0,0,0,0,0,0,0,0
"ASV_23655",0,0,0,0,0,0,2,2,0,0,0,0,0,0,3,3
"ASV_23656",2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1
"ASV_23658",0,0,0,2,0,0,2,1,0,0,0,0,0,1,2,4
"ASV_23661",2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,3
"ASV_23662",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_23663",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3
"ASV_23664",0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,2
"ASV_23667",8,0,4,7,0,3,0,0,0,0,1,0,0,2,5,3
"ASV_23670",14,0,0,5,0,0,0,0,0,0,1,0,0,1,0,6
"ASV_23671",0,0,4,1,0,2,1,1,0,0,3,0,0,0,0,7
"ASV_23674",0,0,1,2,0,0,5,2,0,0,0,0,0,2,0,0
"ASV_23677",1,0,2,0,3,0,0,0,0,0,0,3,0,0,1,27
"ASV_23684",4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_23685",1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1
"ASV_23688",5,0,6,0,3,1,0,0,0,0,0,0,0,0,2,4
"ASV_23689",16,0,8,24,1,0,0,4,0,0,1,0,0,0,0,4
"ASV_23691",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ASV_23692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_23695",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_23700",1,0,0,0,2,0,2,6,0,0,0,5,0,0,1,0
"ASV_23702",5,0,3,2,0,0,3,1,0,0,1,0,0,0,0,1
"ASV_23703",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_23704",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_23706",0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0
"ASV_23708",2,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0
"ASV_23710",2,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0
"ASV_23714",3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_23715",0,0,2,9,0,5,0,0,0,0,1,0,0,1,1,3
"ASV_23717",0,0,0,0,2,0,0,1,0,0,0,0,2,0,4,1
"ASV_23718",0,0,1,3,0,0,2,5,0,0,0,0,0,0,13,9
"ASV_23719",4,0,9,1,0,0,0,4,0,0,0,0,0,0,0,14
"ASV_23722",1,0,1,1,2,0,0,1,0,0,0,0,0,0,0,0
"ASV_23723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_23729",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1
"ASV_23730",3,0,2,13,2,3,0,0,0,0,1,0,2,0,0,5
"ASV_23732",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"ASV_23733",13,0,5,2,0,3,0,0,0,0,0,0,0,0,0,1
"ASV_23739",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,15
"ASV_23743",8,0,1,1,2,1,0,0,0,0,4,0,2,0,0,4
"ASV_23744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_23745",2,0,2,0,0,2,11,11,0,0,0,0,0,0,0,173
"ASV_23746",1,0,1,1,0,0,1,5,0,0,0,0,0,0,5,3
"ASV_23750",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"ASV_23751",0,0,1,0,0,2,0,5,0,0,0,0,0,0,0,0
"ASV_23752",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_23756",30,0,11,11,0,2,3,1,0,0,2,0,3,1,0,11
"ASV_23758",0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0
"ASV_23759",0,0,1,1,0,0,1,1,0,0,0,0,0,0,2,1
"ASV_23771",7,0,1,2,0,0,2,1,0,0,0,0,0,1,0,7
"ASV_23773",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2
"ASV_23774",0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2
"ASV_23775",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_23776",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_23777",0,0,3,2,0,4,0,1,0,0,0,0,0,0,0,3
"ASV_23789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_23801",0,1,5,0,1,0,0,1,0,0,0,0,0,0,0,2
"ASV_23803",2,0,1,1,0,4,0,0,0,0,1,0,0,0,0,3
"ASV_23804",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASV_23806",0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,2
"ASV_23807",7,0,4,0,0,0,0,0,0,0,1,0,0,0,11,6
"ASV_23817",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_23818",0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
"ASV_23821",6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
"ASV_23822",4,0,1,4,2,1,0,1,0,0,1,0,0,0,2,1
"ASV_23827",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_23830",0,0,2,1,1,0,0,2,0,0,0,0,0,0,1,7
"ASV_23837",4,0,8,4,0,2,2,1,0,0,0,0,0,0,0,1
"ASV_23838",3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_23846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_23847",4,0,3,1,0,0,1,2,0,0,0,0,1,0,0,2
"ASV_23848",4,0,1,3,0,2,0,0,0,0,0,0,0,1,0,8
"ASV_23849",0,0,0,0,3,0,1,2,0,0,0,0,0,0,3,11
"ASV_23855",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_23857",1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0
"ASV_23860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_23862",1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_23875",4,0,1,3,0,0,0,0,0,0,0,0,0,1,0,10
"ASV_23888",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_23891",0,0,2,3,0,0,0,0,0,0,0,3,1,1,0,7
"ASV_23896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_23897",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_23898",9,0,1,1,0,3,0,1,0,0,0,0,0,0,0,3
"ASV_23899",7,0,1,2,0,0,0,0,0,0,1,1,0,0,0,7
"ASV_23902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ASV_23903",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_23917",5,0,5,11,0,3,0,2,0,0,0,0,0,5,0,0
"ASV_23918",8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3
"ASV_23922",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_23923",0,0,0,0,0,0,0,2,0,0,0,0,0,2,1,2
"ASV_23924",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV_23933",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"ASV_23937",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"ASV_23940",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_23948",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_23949",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"ASV_23951",2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"ASV_23955",0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
"ASV_23957",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
"ASV_23958",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_23972",0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_23974",0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,7
"ASV_23975",0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1
"ASV_23976",7,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
"ASV_23978",2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"ASV_23979",4,0,1,2,0,2,0,1,0,0,0,0,0,0,0,6
"ASV_23980",5,0,0,0,0,5,0,1,0,0,0,0,0,0,0,2
"ASV_23991",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ASV_23993",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_23997",3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,8
"ASV_24011",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV_24012",3,0,2,3,0,0,0,0,0,0,0,0,0,0,0,10
"ASV_24013",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24014",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ASV_24036",0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,3
"ASV_24041",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"ASV_24042",0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24044",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24048",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24066",0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3
"ASV_24067",2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24076",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24109",2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1
"ASV_24113",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ASV_24142",0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0
"ASV_24143",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24144",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"ASV_24147",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24158",0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3
"ASV_24180",6,0,2,0,0,3,0,1,0,0,0,0,0,0,0,2
"ASV_24216",3,0,1,2,0,0,0,0,0,0,1,0,0,0,0,1
"ASV_24233",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_24271",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24322",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24345",0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,10
"ASV_24385",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"ASV_24429",0,2,1,1,3,3,0,0,2,0,0,4,0,2,5,1
"ASV_24430",1,7,0,6,2,0,0,0,0,4,1,1,0,1,0,1
"ASV_24431",0,5,0,1,0,3,3,0,0,0,0,0,1,1,2,0
"ASV_24432",0,0,0,0,0,0,1,1,0,1,2,0,0,1,0,0
"ASV_24433",0,1,3,1,0,0,0,0,2,5,0,0,1,0,0,0
"ASV_24434",0,2,4,0,0,0,0,0,0,0,1,0,0,1,0,0
"ASV_24435",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24438",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV_24439",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"ASV_24440",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASV_24442",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV_24443",0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0
"ASV_24444",0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0
"ASV_24445",0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
"ASV_24446",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3
"ASV_24447",2,63,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_24448",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_24449",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV_24451",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_24453",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV_24454",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_24458",0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_24459",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_24460",1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
