"","CANON_AKU1_22_X","CANON_AKU2_22_X","CANON_AKU3_22_X","CANON_AKU4_22_X","CANON_B10_22_X","CANON_B13_22_X","CANON_B17_22_X","CANON_B1_22_X","CANON_B20_22_X","CANON_B23_22_X","CANON_CBI10_22_X","CANON_CBI1_22_X","CANON_CBI4_22_X","CANON_CBI5_22_X","CANON_CBI8_22_X","CANON_CBI9_22_X"
"ASV_28501",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28502",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28503",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_28504",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28505",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28506",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28507",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28508",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28513",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV_28516",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ASV_28525",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ASV_28529",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_28539",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"ASV_28540",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ASV_28550",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_28562",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_28563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_28565",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV_28575",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"ASV_28576",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"ASV_28577",0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
"ASV_28578",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"ASV_28579",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV_28580",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ASV_28581",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"ASV_28582",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ASV_28583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ASV_28584",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ASV_28585",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ASV_28586",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"ASV_28587",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"ASV_28588",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"ASV_28589",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"ASV_28590",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"ASV_28591",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ASV_28613",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"ASV_28614",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"ASV_28615",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"ASV_28616",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"ASV_28723",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ASV_28724",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ASV_28725",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ASV_28726",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"ASV_28753",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASV_28754",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASV_28755",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASV_28756",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"ASV_28757",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28758",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28759",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28760",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28770",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV_28771",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV_28772",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV_28773",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV_28774",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV_28775",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ASV_28779",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV_28780",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ASV_28781",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ASV_28791",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28792",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28793",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28794",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28795",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28796",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28797",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28798",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28799",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28800",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28801",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28802",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28803",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28804",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_28813",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_28814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_28889",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_28909",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ASV_28910",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ASV_28911",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ASV_28912",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"ASV_28913",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ASV_28914",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ASV_28915",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ASV_28916",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ASV_28917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV_28918",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV_28919",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV_28920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV_28921",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV_28922",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV_28923",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ASV_28924",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_28925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_28926",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_28927",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ASV_28928",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ASV_28929",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ASV_28930",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ASV_28931",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ASV_28932",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ASV_28933",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ASV_28960",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ASV_28961",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ASV_28962",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ASV_29072",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV_29073",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV_29074",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV_29075",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"ASV_29103",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_29104",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_29105",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_29106",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29107",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29108",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29109",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29112",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV_29113",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ASV_29119",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV_29120",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV_29125",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29126",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29127",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29128",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29129",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29130",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29131",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29192",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV_29193",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV_29194",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV_29196",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASV_29197",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"ASV_29198",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ASV_29199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_29200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_29201",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ASV_29202",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_29203",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_29204",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_29205",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_29221",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ASV_29271",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_29272",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_29273",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_29274",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_29275",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_29284",6,3,0,2,0,1,0,0,0,1,0,0,0,0,0,2
"ASV_29285",0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
"ASV_29286",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_29289",0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
"ASV_29290",0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
"ASV_29291",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"ASV_29297",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_29299",265,3,36,49,18,35,2,27,11,0,3,0,7,23,0,51
"ASV_29300",47,24,45,0,546,49,32,16,0,0,0,0,11,32,0,74
"ASV_29301",0,1,0,6,0,0,0,2,0,0,0,0,0,0,0,0
"ASV_29304",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29305",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_29309",0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
"ASV_29318",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29321",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29323",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"ASV_29326",19,17,26,0,0,0,30,2,14,35,0,0,0,0,96,4
"ASV_29333",9,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0
"ASV_29349",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29350",0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
"ASV_29351",5,0,0,2,8,11,0,0,0,0,1,0,0,0,0,6
"ASV_29358",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29361",5,0,1,2,0,0,0,0,0,0,3,0,0,0,0,2
"ASV_29369",0,224,0,0,0,0,0,0,21,4,0,0,0,0,0,0
"ASV_29377",5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29386",0,0,0,0,0,0,0,0,0,30,87,0,0,33,0,0
"ASV_29394",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"ASV_29395",20,0,8,6,2,8,3,1,0,0,5,1,3,0,0,3
"ASV_29398",11,0,5,6,0,0,0,1,0,0,3,0,0,0,0,3
"ASV_29403",17,0,2,12,2,16,0,4,0,0,0,0,0,0,0,21
"ASV_29404",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"ASV_29407",0,0,33,6,2,0,12,3,0,0,0,0,0,0,2,4
"ASV_29408",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"ASV_29410",0,0,29,0,0,21,0,2,0,0,0,0,0,1,0,5
"ASV_29425",5,0,1,7,13,1,2,0,1,0,0,0,0,0,5,11
"ASV_29428",1,0,4,12,3,5,0,10,0,0,0,0,0,2,0,10
"ASV_29430",4,0,2,0,0,0,0,0,0,0,1,0,0,0,0,9
"ASV_29435",11,0,0,5,17,0,1,0,0,0,2,0,0,0,0,11
"ASV_29436",15,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
"ASV_29447",6,0,10,0,0,0,1,2,0,0,0,0,0,0,7,15
"ASV_29448",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_29449",18,0,5,7,12,0,0,2,0,0,4,0,0,3,0,9
"ASV_29452",7,0,3,1,1,6,1,2,0,0,2,0,1,0,0,8
"ASV_29464",0,0,8,37,0,0,0,0,0,0,12,0,2,6,0,19
"ASV_29473",11,0,1,2,2,1,3,2,0,0,2,0,0,0,3,0
"ASV_29477",6,0,2,4,0,5,1,0,0,0,0,0,1,0,0,6
"ASV_29478",4,0,7,3,2,5,0,2,0,0,2,0,0,1,0,12
"ASV_29483",0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29484",1,0,15,9,0,0,0,0,0,0,2,0,2,1,0,0
"ASV_29492",0,0,0,14,0,0,0,6,0,0,31,0,0,0,2,0
"ASV_29495",0,0,13,4,0,0,0,2,0,0,0,0,0,0,0,60
"ASV_29501",18,0,3,3,0,0,0,0,0,0,4,1,0,0,1,6
"ASV_29507",6,0,5,3,0,2,2,1,0,0,0,0,0,1,5,4
"ASV_29508",8,0,5,4,0,2,0,5,0,0,0,0,0,0,0,51
"ASV_29510",0,1,2,7,0,0,17,7,0,2,15,8,0,1,9,1
"ASV_29511",11,0,0,2,3,4,0,2,1,0,2,2,1,1,3,3
"ASV_29514",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29516",9,0,4,5,0,7,0,8,0,0,1,0,1,1,0,1
"ASV_29519",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV_29521",5,0,6,9,0,5,0,0,0,0,7,0,0,0,0,21
"ASV_29522",12,0,1,11,3,0,1,2,0,0,3,0,0,2,0,3
"ASV_29526",0,30,0,0,0,0,0,0,75,17,0,0,0,0,0,0
"ASV_29527",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29529",0,0,3,8,0,0,2,6,0,0,1,0,3,0,2,0
"ASV_29533",4,0,7,0,0,2,1,1,0,0,5,0,1,0,0,13
"ASV_29537",19,0,0,0,5,2,0,0,0,0,1,0,0,0,0,0
"ASV_29538",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"ASV_29542",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29544",37,0,0,2,0,2,0,6,0,0,2,0,0,0,5,13
"ASV_29545",3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
"ASV_29547",2,0,6,3,0,0,0,1,0,0,0,0,0,0,0,2
"ASV_29553",4,0,5,12,3,0,0,1,8,0,0,0,0,0,0,0
"ASV_29556",29,0,2,7,4,9,3,0,0,0,4,0,0,1,0,9
"ASV_29560",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8
"ASV_29561",7,0,3,16,0,0,0,1,0,0,1,0,0,4,0,16
"ASV_29562",3,0,1,7,4,0,0,0,0,0,1,0,0,1,0,2
"ASV_29563",2,0,5,1,3,0,0,1,0,0,2,0,0,0,0,18
"ASV_29565",2,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0
"ASV_29566",3,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0
"ASV_29567",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV_29569",12,0,0,4,0,1,0,2,0,0,0,0,0,2,0,2
"ASV_29570",3,0,8,0,0,4,0,1,0,0,0,0,0,0,0,45
"ASV_29571",3,0,5,11,1,2,2,0,0,0,0,0,3,0,8,0
"ASV_29572",0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
"ASV_29573",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29588",2,0,3,0,3,0,0,2,0,0,0,0,0,0,0,7
"ASV_29589",19,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0
"ASV_29590",2,0,0,3,0,0,1,0,0,0,3,0,0,0,5,5
"ASV_29596",21,0,0,0,0,0,0,2,0,0,2,0,0,0,0,109
"ASV_29597",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_29599",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
"ASV_29600",2,0,4,2,0,1,1,4,0,0,1,0,0,4,1,5
"ASV_29601",0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,8
"ASV_29605",0,0,2,1,2,2,0,7,0,0,0,0,0,0,4,17
"ASV_29606",1,0,3,4,0,6,0,0,0,0,2,0,0,0,1,2
"ASV_29607",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29616",0,0,6,2,2,2,2,4,0,0,2,0,0,0,0,2
"ASV_29617",0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29624",0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,53
"ASV_29626",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV_29637",20,0,4,2,0,3,0,1,0,0,1,0,1,0,2,1
"ASV_29638",3,0,1,2,1,0,2,0,0,0,0,0,0,2,3,0
"ASV_29639",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29645",6,0,6,2,1,0,1,1,0,0,0,0,0,0,1,7
"ASV_29649",2,0,2,4,1,1,1,0,0,0,0,0,0,0,0,5
"ASV_29650",0,0,8,0,0,7,1,2,0,0,0,0,0,0,0,0
"ASV_29651",0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0
"ASV_29652",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ASV_29656",13,0,4,3,0,2,0,1,0,0,1,0,2,0,1,4
"ASV_29659",0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
"ASV_29661",0,0,0,0,2,1,1,0,0,0,3,0,0,0,0,3
"ASV_29666",12,0,2,3,0,1,0,1,0,0,2,0,2,0,1,2
"ASV_29676",0,0,0,15,0,2,0,0,0,0,0,0,0,0,0,5
"ASV_29677",14,0,6,5,0,0,0,0,0,0,1,0,0,0,0,10
"ASV_29684",0,0,1,4,0,0,1,2,0,0,0,0,0,0,0,11
"ASV_29685",2,0,0,0,9,9,2,1,0,0,0,0,2,2,0,0
"ASV_29686",0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0
"ASV_29691",0,0,0,3,0,2,0,3,0,0,2,3,0,0,0,6
"ASV_29692",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_29696",7,0,1,2,0,1,4,1,0,0,0,0,0,0,2,0
"ASV_29697",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_29701",6,0,4,5,0,0,0,6,0,0,0,0,0,0,2,0
"ASV_29702",0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,24
"ASV_29703",8,0,3,5,0,7,0,0,0,0,0,0,0,0,3,4
"ASV_29704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78
"ASV_29705",0,0,0,0,0,0,1,0,0,0,0,81,0,0,2,1
"ASV_29710",0,0,1,0,0,0,0,11,0,0,0,1,0,0,0,2
"ASV_29711",0,0,6,1,0,0,3,1,0,0,0,0,0,0,0,5
"ASV_29712",2,0,4,1,0,2,0,0,0,0,2,0,0,0,0,0
"ASV_29713",0,0,1,0,0,3,2,0,0,0,1,0,0,1,1,0
"ASV_29716",1,0,0,0,0,0,0,2,6,0,0,2,0,0,20,17
"ASV_29717",0,0,4,3,0,5,1,0,0,0,0,0,0,0,0,1
"ASV_29718",7,0,1,0,0,0,0,0,0,0,3,0,0,1,0,10
"ASV_29720",5,0,0,7,0,3,0,1,0,0,0,0,0,1,5,0
"ASV_29721",3,0,0,1,8,3,3,0,0,0,1,0,0,0,0,11
"ASV_29725",0,0,3,1,0,0,1,2,0,0,0,0,1,0,1,2
"ASV_29726",17,0,2,5,0,4,0,1,0,0,0,0,0,2,0,0
"ASV_29728",7,0,0,1,1,2,0,0,0,0,0,0,0,1,3,5
"ASV_29733",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"ASV_29737",0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,5
"ASV_29738",0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0
"ASV_29739",93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29741",0,0,3,0,0,0,2,0,0,0,0,0,0,0,3,16
"ASV_29742",2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29743",12,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1
"ASV_29747",3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29748",29,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_29749",5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29750",3,0,1,1,0,2,0,0,0,0,0,0,2,0,0,2
"ASV_29756",0,0,0,0,0,4,0,3,0,0,2,0,0,0,0,0
"ASV_29759",3,0,2,9,0,3,0,0,0,0,0,0,0,2,0,1
"ASV_29760",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ASV_29764",3,0,3,0,0,0,0,1,0,0,1,4,0,0,1,6
"ASV_29766",5,0,4,0,1,2,0,0,0,0,0,0,0,3,0,5
"ASV_29769",0,0,0,0,0,0,0,25,0,0,0,0,0,4,0,0
"ASV_29774",18,0,0,3,0,1,4,1,0,0,0,0,1,0,1,4
"ASV_29779",3,0,4,0,0,0,0,2,0,0,0,0,0,0,0,8
"ASV_29784",2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,4
"ASV_29785",3,0,0,4,0,1,0,0,0,0,1,0,0,0,0,5
"ASV_29791",0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,4
"ASV_29802",1,0,2,0,5,7,0,2,1,0,0,0,0,0,0,8
"ASV_29803",4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3
"ASV_29804",0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1
"ASV_29808",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ASV_29809",2,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0
"ASV_29814",0,0,1,0,0,3,1,7,0,0,0,0,0,0,3,2
"ASV_29815",7,0,2,2,0,0,0,2,0,0,0,0,3,1,0,0
"ASV_29819",1,2,2,2,3,0,1,0,0,0,1,0,0,0,0,0
"ASV_29820",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10
"ASV_29821",8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
"ASV_29822",0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3
"ASV_29826",10,0,2,1,0,3,4,0,0,0,0,0,0,0,0,4
"ASV_29838",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ASV_29840",5,0,2,3,1,2,1,2,0,0,1,0,0,0,1,1
"ASV_29841",0,0,3,4,0,0,4,2,0,0,1,0,0,0,0,0
"ASV_29842",0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0
"ASV_29845",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29846",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29847",1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_29848",0,0,18,3,0,0,0,0,0,0,0,0,0,0,2,0
"ASV_29851",0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0
"ASV_29852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ASV_29858",3,0,2,0,0,0,4,4,0,0,0,0,0,0,0,9
"ASV_29859",4,0,0,1,0,8,0,0,0,0,0,0,0,0,1,2
"ASV_29867",9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
"ASV_29868",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"ASV_29869",34,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0
"ASV_29874",0,0,0,39,0,0,0,3,0,0,0,0,0,0,3,0
"ASV_29875",2,1,2,1,0,0,0,0,2,0,1,0,0,0,0,1
"ASV_29876",7,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4
"ASV_29877",4,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0
"ASV_29886",3,0,2,3,0,1,0,1,0,0,0,0,0,0,0,6
"ASV_29887",0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,1
"ASV_29892",0,0,0,0,0,2,0,1,0,0,1,0,0,0,4,1
"ASV_29893",0,0,0,10,0,0,0,0,0,0,3,0,0,0,11,0
"ASV_29897",5,0,0,0,0,1,0,0,0,0,0,3,0,1,4,3
"ASV_29905",2,0,1,1,0,0,0,0,0,0,0,0,0,0,4,3
"ASV_29906",5,0,7,3,2,0,0,0,0,0,0,0,0,2,0,12
